63619/75000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.2, 'block_size': 1024, 'batch_size': 12, 'test_batch_size': 2048, 'max_iters': 6000, 'eval_interval': 100, 'min_lr': 0.0001, 'max_lr': 0.001, 'warmup_iters': 100, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 0, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': False, 'resample_data': True, 'name': 'plain_addition_dollar_signs_false_0_resampled'}
846+751=1697,846+751=1597
892+507=1499,892+507=1399
804+240=944,804+240=1044
370+732=1002,370+732=1102
676+523=1299,676+523=1199
667+632=1399,667+632=1299
658+541=1299,658+541=1199
899+995=1994,899+995=1894
253+748=901,253+748=1001
142+959=1001,142+959=1101
966+733=1799,966+733=1699
892+506=1498,892+506=1398
803+696=1599,803+696=1499
707+994=1601,707+994=1701
810+488=1398,810+488=1298
767+651=1518,767+651=1418
531+569=1000,531+569=1100
434+866=1200,434+866=1300
624+477=1001,624+477=1101
925+475=1300,925+475=1400
895+303=1298,895+303=1198
998+993=1091,998+993=1991
752+349=1001,752+349=1101
994+605=1699,994+605=1599
903+140=943,903+140=1043
458+961=1429,458+961=1419
898+500=1498,898+500=1398
431+870=1201,431+870=1301
964+138=1002,964+138=1102
423+978=1301,423+978=1401
821+678=1599,821+678=1499
620+730=1340,620+730=1350
829+941=1760,829+941=1770
364+936=1200,364+936=1300
681+615=1396,681+615=1296
206+994=1100,206+994=1200
784+318=1002,784+318=1102
853+643=1596,853+643=1496
306+894=1100,306+894=1200
716+683=1499,716+683=1399
757+540=1397,757+540=1297
949+251=1100,949+251=1200
559+540=1199,559+540=1099
439+751=1180,439+751=1190
172+828=900,172+828=1000
711+888=1699,711+888=1599
589+910=1599,589+910=1499
965+137=1002,965+137=1102
633+437=1060,633+437=1070
949+151=1000,949+151=1100
893+704=1697,893+704=1597
822+577=1499,822+577=1399
472+929=1301,472+929=1401
206+894=1000,206+894=1100
699+600=1399,699+600=1299
151+928=1089,151+928=1079
457+842=1399,457+842=1299
805+243=948,805+243=1048
561+839=1300,561+839=1400
583+615=1298,583+615=1198
897+398=1395,897+398=1295
629+769=1498,629+769=1398
317+784=1001,317+784=1101
296+803=1199,296+803=1099
715+485=1100,715+485=1200
534+566=1000,534+566=1100
668+730=1498,668+730=1398
801+598=1499,801+598=1399
604+594=1298,604+594=1198
827+272=1199,827+272=1099
211+987=1298,211+987=1198
736+366=1002,736+366=1102
471+729=1100,471+729=1200
360+640=900,360+640=1000
608+591=1299,608+591=1199
759+564=1423,759+564=1323
437+964=1301,437+964=1401
226+972=1298,226+972=1198
274+828=1002,274+828=1102
317+883=1100,317+883=1200
396+904=1200,396+904=1300
731+768=1599,731+768=1499
797+499=1396,797+499=1296
897+297=1294,897+297=1194
729+586=1415,729+586=1315
682+515=1297,682+515=1197
746+456=1102,746+456=1202
895+428=1423,895+428=1323
442+858=1200,442+858=1300
889+808=1797,889+808=1697
719+879=1698,719+879=1598
143+857=900,143+857=1000
666+632=1398,666+632=1298
806+196=902,806+196=1002
502+595=1197,502+595=1097
722+677=1499,722+677=1399
689+709=1498,689+709=1398
869+645=1614,869+645=1514
988+115=1003,988+115=1103
728+671=1499,728+671=1399
899+997=1996,899+997=1896
896+899=1895,896+899=1795
524+877=1301,524+877=1401
477+924=1301,477+924=1401
772+627=1499,772+627=1399
472+630=1002,472+630=1102
160+841=901,160+841=1001
834+366=1100,834+366=1200
608+892=1400,608+892=1500
449+621=1060,449+621=1070
685+512=1297,685+512=1197
793+308=1001,793+308=1101
782+615=1497,782+615=1397
403+696=1199,403+696=1099
920+179=1199,920+179=1099
839+979=1918,839+979=1818
516+885=1301,516+885=1401
830+569=1499,830+569=1399
806+894=1600,806+894=1700
981+498=1489,981+498=1479
583+616=1299,583+616=1199
276+824=1000,276+824=1100
696+906=1502,696+906=1602
891+706=1697,891+706=1597
805+240=945,805+240=1045
436+966=1302,436+966=1402
728+670=1498,728+670=1398
935+766=1601,935+766=1701
828+669=1597,828+669=1497
487+713=1100,487+713=1200
904+146=950,904+146=1050
880+818=1798,880+818=1698
757+943=1600,757+943=1700
200+899=1199,200+899=1099
355+945=1200,355+945=1300
797+801=1698,797+801=1598
970+809=1789,970+809=1779
796+700=1596,796+700=1496
864+734=1698,864+734=1598
501+597=1198,501+597=1098
759+634=1493,759+634=1393
327+874=1101,327+874=1201
900+899=1899,900+899=1799
764+534=1398,764+534=1298
559+840=1499,559+840=1399
484+816=1200,484+816=1300
976+126=1002,976+126=1102
242+959=1101,242+959=1201
899+695=1694,899+695=1594
761+736=1597,761+736=1497
