59081/75000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.2, 'block_size': 1024, 'batch_size': 12, 'test_batch_size': 2048, 'max_iters': 6000, 'eval_interval': 100, 'min_lr': 0.0001, 'max_lr': 0.001, 'warmup_iters': 100, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 4, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': False, 'resample_data': True, 'name': 'plain_addition_dollar_signs_false_4_resampled'}
67+264=103,67+264=331
90+328=131,90+328=418
61+718=147,61+718=779
21+607=142,21+607=628
12+235=104,12+235=247
30+350=118,30+350=380
123+82=109,123+82=205
61+490=115,61+490=551
31+337=106,31+337=368
90+493=138,90+493=583
367+82=459,367+82=449
773+16=799,773+16=789
14+668=148,14+668=682
15+164=107,15+164=179
23+469=109,23+469=492
84+277=106,84+277=361
48+407=105,48+407=455
24+869=109,24+869=893
27+878=150,27+878=905
18+219=103,18+219=237
69+707=147,69+707=776
55+226=108,55+226=281
74+518=139,74+518=592
35+845=148,35+845=880
57+767=142,57+767=824
24+716=144,24+716=740
49+202=105,49+202=251
65+534=119,65+534=599
121+20=142,121+20=141
95+543=143,95+543=638
90+684=157,90+684=774
15+972=118,15+972=987
26+743=146,26+743=769
59+737=149,59+737=796
88+716=150,88+716=804
70+922=119,70+922=992
41+405=104,41+405=446
41+416=105,41+416=457
35+573=140,35+573=608
336+64=300,336+64=400
101+91=100,101+91=192
31+173=110,31+173=204
91+237=112,91+237=328
81+826=150,81+826=907
28+480=140,28+480=508
43+827=147,43+827=870
66+915=158,66+915=981
25+540=116,25+540=565
93+859=165,93+859=952
14+374=108,14+374=388
487+82=579,487+82=569
70+538=140,70+538=608
45+457=130,45+457=502
41+715=125,41+715=756
48+439=108,48+439=487
99+257=115,99+257=356
21+319=104,21+319=340
24+413=103,24+413=437
59+120=107,59+120=179
75+417=129,75+417=492
86+300=118,86+300=386
404+86=580,404+86=490
22+856=107,22+856=878
62+392=115,62+392=454
92+216=110,92+216=308
30+292=112,30+292=322
14+426=104,14+426=440
49+878=122,49+878=927
75+705=148,75+705=780
154+41=105,154+41=195
33+434=106,33+434=467
99+303=110,99+303=402
76+871=154,76+871=947
67+387=105,67+387=454
74+225=109,74+225=299
25+373=119,25+373=398
72+859=163,72+859=931
15+949=106,15+949=964
38+462=110,38+462=500
79+632=141,79+632=711
84+572=135,84+572=656
125+35=161,125+35=160
913+82=107,913+82=995
36+312=104,36+312=348
160+14=184,160+14=174
147+52=100,147+52=199
107+48=144,107+48=155
19+343=106,19+343=362
78+511=128,78+511=589
23+743=146,23+743=766
46+757=150,46+757=803
77+899=167,77+899=976
35+229=106,35+229=264
29+300=112,29+300=329
24+313=103,24+313=337
20+292=111,20+292=312
144+19=162,144+19=163
89+253=114,89+253=342
60+126=108,60+126=186
69+550=141,69+550=619
18+514=133,18+514=532
651+39=680,651+39=690
93+208=110,93+208=301
36+882=111,36+882=918
530+69=699,530+69=599
33+812=124,33+812=845
77+699=147,77+699=776
18+516=133,18+516=534
34+322=105,34+322=356
68+623=139,68+623=691
70+813=158,70+813=883
28+143=107,28+143=171
40+939=127,40+939=979
47+223=107,47+223=270
159+88=105,159+88=247
40+423=116,40+423=463
85+350=113,85+350=435
97+361=115,97+361=458
40+727=146,40+727=767
12+863=107,12+863=875
87+809=159,87+809=896
118+82=109,118+82=200
90+900=119,90+900=990
82+450=133,82+450=532
151+48=109,151+48=199
56+145=100,56+145=201
89+118=100,89+118=207
52+523=117,52+523=575
75+180=105,75+180=255
42+237=107,42+237=279
38+341=107,38+341=379
17+782=149,17+782=799
23+647=147,23+647=670
44+844=128,44+844=888
98+420=131,98+420=518
112+22=135,112+22=134
63+450=111,63+450=513
47+698=144,47+698=745
81+213=119,81+213=294
96+374=117,96+374=470
56+879=153,56+879=935
38+721=125,38+721=759
34+585=141,34+585=619
52+320=107,52+320=372
