7072/75000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.2, 'block_size': 1024, 'batch_size': 12, 'test_batch_size': 2048, 'max_iters': 6000, 'eval_interval': 100, 'min_lr': 0.0001, 'max_lr': 0.001, 'warmup_iters': 100, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 4, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': False, 'resample_data': True, 'name': 'reversed_addition_dollar_signs_false_4_resampled'}
554+99=746,554+99=356
67+264=231,67+264=133
90+328=221,90+328=814
824+88=119,824+88=219
61+718=182,61+718=977
21+607=139,21+607=826
12+235=345,12+235=742
123+82=102,123+82=502
61+490=951,61+490=155
31+337=176,31+337=863
90+493=983,90+493=385
367+82=444,367+82=944
773+16=787,773+16=987
14+668=389,14+668=286
15+164=87,15+164=971
23+469=99,23+469=294
84+277=551,84+277=163
858+93=749,858+93=159
48+407=758,48+407=554
857+64=229,857+64=129
24+869=799,24+869=398
27+878=701,27+878=509
451+40=794,451+40=194
18+219=234,18+219=732
69+707=671,69+707=677
249+59=103,249+59=803
55+226=77,55+226=182
74+518=199,74+518=295
57+767=221,57+767=428
391+81=774,391+81=274
49+202=745,49+202=152
633+33=766,633+33=666
65+534=101,65+534=995
759+50=708,759+50=908
540+52=795,540+52=295
699+42=337,699+42=147
62+968=231,62+968=301
524+88=116,524+88=216
177+96=772,177+96=372
590+92=786,590+92=286
121+20=541,121+20=141
416+47=764,416+47=364
95+543=331,95+543=836
734+85=128,734+85=918
90+684=971,90+684=477
26+743=769,26+743=967
59+737=192,59+737=697
343+40=783,343+40=383
684+97=787,684+97=187
88+716=101,88+716=408
70+922=991,70+922=299
826+26=748,826+26=258
41+405=147,41+405=644
41+416=759,41+416=754
35+573=901,35+573=806
644+41=786,644+41=586
31+173=101,31+173=402
91+237=231,91+237=823
81+826=111,81+826=709
476+35=215,476+35=115
28+480=906,28+480=805
66+915=973,66+915=189
25+540=669,25+540=565
169+54=222,169+54=322
766+29=797,766+29=597
93+859=451,93+859=259
908+35=549,908+35=349
248+81=223,248+81=923
328+31=753,328+31=953
745+38=787,745+38=387
14+374=986,14+374=883
493+14=205,493+14=705
809+52=558,809+52=168
487+82=565,487+82=965
397+49=544,397+49=644
70+538=211,70+538=806
45+457=101,45+457=205
41+715=751,41+715=657
48+439=789,48+439=784
99+257=551,99+257=653
956+18=779,956+18=479
208+16=322,208+16=422
24+413=146,24+413=734
596+45=346,596+45=146
890+54=549,890+54=449
442+89=235,442+89=135
59+120=776,59+120=971
889+26=219,889+26=519
75+417=998,75+417=294
86+300=97,86+300=683
187+72=55,187+72=952
846+83=229,846+83=929
420+17=534,420+17=734
22+856=779,22+856=878
62+392=951,62+392=454
92+216=211,92+216=803
30+292=121,30+292=223
338+13=553,338+13=153
49+878=121,49+878=729
469+38=905,469+38=705
154+41=791,154+41=591
904+33=539,904+33=739
33+434=767,33+434=764
99+303=101,99+303=204
76+871=341,76+871=749
761+75=238,761+75=638
67+387=651,67+387=454
74+225=995,74+225=992
25+373=996,25+373=893
72+859=331,72+859=139
15+949=769,15+949=469
454+45=795,454+45=994
79+632=211,79+632=117
84+572=351,84+572=656
483+40=225,483+40=325
534+12=545,534+12=645
546+38=785,546+38=485
913+82=899,913+82=599
36+312=156,36+312=843
247+97=343,247+97=443
160+14=771,160+14=471
147+52=191,147+52=991
19+343=365,19+343=263
78+511=199,78+511=985
23+743=761,23+743=667
46+757=101,46+757=308
725+38=757,725+38=367
77+899=271,77+899=679
35+229=165,35+229=462
503+34=535,503+34=735
29+300=135,29+300=923
24+313=146,24+313=733
230+93=223,230+93=323
20+292=216,20+292=213
144+19=761,144+19=361
89+253=241,89+253=243
60+126=988,60+126=681
300+54=553,300+54=453
69+550=211,69+550=916
18+514=337,18+514=235
611+98=217,611+98=907
619+39=756,619+39=856
93+208=201,93+208=103
36+882=121,36+882=819
530+69=106,530+69=995
881+91=779,881+91=279
533+61=195,533+61=495
33+812=741,33+812=548
77+699=671,77+699=677
18+516=137,18+516=435
34+322=166,34+322=653
68+623=192,68+623=196
70+813=482,70+813=388
28+143=86,28+143=171
40+939=771,40+939=979
159+88=342,159+88=742
40+423=769,40+423=364
85+350=231,85+350=534
372+65=234,372+65=734
97+361=551,97+361=854
604+29=536,604+29=336
40+727=761,40+727=767
12+863=779,12+863=578
87+809=799,87+809=698
742+95=238,742+95=738
82+450=231,82+450=235
911+30=549,911+30=149
151+48=7
6,151+48=991
56+145=995,56+145=102
89+118=998,89+118=702
52+523=779,52+523=575
75+180=551,75+180=552
42+237=186,42+237=972
38+341=776,38+341=973
17+782=792,17+782=997
44+844=781,44+844=888
545+63=106,545+63=806
98+420=121,98+420=815
736+68=108,736+68=408
112+22=531,112+22=431
291+43=333,291+43=433
533+43=775,533+43=675
655+69=227,655+69=427
938+57=199,938+57=599
63+450=211,63+450=315
759+85=348,759+85=448
47+698=741,47+698=547
425+68=794,425+68=394
81+213=995,81+213=492
56+879=231,56+879=539
38+721=751,38+721=957
821+51=778,821+51=278
389+27=214,389+27=614
34+585=121,34+585=916
52+320=77,52+320=273
40+683=121,40+683=327
27+316=145,27+316=343
945+51=799,945+51=699
726+62=787,726+62=887
884+27=219,884+27=119
55+718=771,55+718=377
90+214=201,90+214=403
76+725=101,76+725=108
72+539=211,72+539=116
10+617=329,10+617=726
782+67=548,782+67=948
61+287=941,61+287=843
271+88=563,271+88=953
209+53=552,209+53=262
391+22=214,391+22=314
70+161=231,70+161=132
75+518=198,75+518=395
662+24=786,662+24=686
75+861=331,75+861=639
228+41=762,228+41=962
68+319=97,68+319=783
51+746=192,51+746=797
883+20=709,883+20=309
212+92=203,212+92=403
36+257=196,36+257=392
824+71=198,824+71=598
51+757=101,51+757=808
23+351=176,23+351=473
54+863=211,54+863=719
500+51=555,500+51=155
893+83=779,893+83=679
687+81=767,687+81=867
179+74=552,179+74=352
455+11=764,455+11=664
74+395=961,74+395=964
65+786=351,65+786=158
34+217=555,34+217=152
783+58=348,783+58=148
523+69=985,523+69=295
26+559=789,26+559=585
35+189=221,35+189=422
909+83=789,909+83=299
75+467=341,75+467=245
363+13=773,363+13=673
50+125=775,50+125=571
97+197=791,97+197=492
33+330=166,33+330=363
753+53=108,753+53=608
47+764=111,47+764=118
597+61=556,597+61=856
29+822=551,29+822=158
927+16=549,927+16=349
24+561=389,24+561=585
177+37=212,177+37=412
517+89=995,517+89=606
251+13=762,251+13=462
54+187=241,54+187=142
461+10=774,461+10=174
94+574=961,94+574=866
28+968=799,28+968=699
71+551=221,71+551=226
12+940=559,12+940=259
217+49=762,217+49=662
21+551=379,21+551=275
58+836=993,58+836=498
693+92=787,693+92=587
94+818=111,94+818=219
29+882=111,29+882=119
14+474=886,14+474=884
458+21=774,458+21=974
455+17=774,455+17=274
26+105=433,26+105=131
96+270=561,96+270=663
20+182=201,20+182=202
52+286=231,52+286=833
300+17=223,300+17=713
666+43=207,666+43=907
71+721=192,71+721=297
621+62=786,621+62=386
761+87=448,761+87=848
103+91=291,103+91=491
92+232=221,92+232=423
349+59=104,349+59=804
63+486=941,63+486=945
45+589=921,45+589=436
15+763=679,15+763=877
13+901=411,13+901=419
831+38=768,831+38=968
95+832=321,95+832=729
695+63=557,695+63=857
57+658=211,57+658=517
189+37=222,189+37=622
462+51=215,462+51=315
79+175=551,79+175=452
263+38=992,263+38=103
89+894=285,89+894=389
44+554=199,44+554=895
142+47=781,142+47=981
711+92=208,711+92=308
848+15=768,848+15=368
43+435=776,43+435=874
31+276=101,31+276=703
638+63=796,638+63=107
63+709=661,63+709=277
678+40=217,678+40=817
165+28=981,165+28=391
66+187=651,66+187=352
413+84=994,413+84=794
663+10=776,663+10=376
502+56=555,502+56=855
806+58=758,806+58=468
66+385=941,66+385=154
329+67=793,329+67=693
63+463=221,63+463=625
871+97=769,871+97=869
658+76=237,658+76=437
426+33=754,426+33=954
841+13=758,841+13=458
302+29=433,302+29=133
302+86=783,302+86=883
24+381=106,24+381=504
62+841=201,62+841=309
29+307=136,29+307=633
60+329=98,60+329=983
56+505=759,56+505=165
79+374=558,79+374=354
86+275=561,86+275=163
831+51=788,831+51=288
84+642=221,84+642=627
672+69=347,672+69=147
447+45=794,447+45=294
13+960=779,13+960=379
98+254=555,98+254=253
941+34=779,941+34=579
128+71=1
2,128+71=991
40+137=77,40+137=771
91+120=211,91+120=112
21+898=121,21+898=919
910+76=889,910+76=689
951+18=769,951+18=969
66+412=979,66+412=874
11+458=376,11+458=964
830+82=119,830+82=219
36+994=231,36+994=301
54+303=756,54+303=753
18+519=137,18+519=735
92+407=101,92+407=994
522+54=775,522+54=675
296+97=793,296+97=393
23+783=101,23+783=608
38+817=751,38+817=558
36+288=121,36+288=423
72+587=951,72+587=956
146+30=771,146+30=671
791+35=328,791+35=628
424+29=754,424+29=354
31+572=901,31+572=306
91+192=781,91+192=382
926+53=779,926+53=979
383+79=564,383+79=264
582+24=206,582+24=606
51+401=759,51+401=254
625+47=766,625+47=276
537+67=106,537+67=406
72+129=999,72+129=102
