3937/75000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.2, 'block_size': 1024, 'batch_size': 12, 'test_batch_size': 2048, 'max_iters': 6000, 'eval_interval': 100, 'min_lr': 0.0001, 'max_lr': 0.001, 'warmup_iters': 100, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 0, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': False, 'resample_data': True, 'name': 'reversed_addition_dollar_signs_false_0_resampled'}
913+133=6411,913+133=6401
674+682=7431,674+682=6531
984+181=6711,984+181=5611
761+294=4711,761+294=5501
849+195=4121,849+195=4401
358+694=2701,358+694=2501
617+628=5621,617+628=5421
871+361=131,871+361=2321
668+770=9451,668+770=8341
636+647=301,636+647=3821
846+751=7261,846+751=7951
563+549=1011,563+549=2111
932+296=813,932+296=8221
240+843=4701,240+843=3801
776+981=8671,776+981=7571
890+989=971,890+989=9781
683+923=6161,683+923=6061
701+561=3721,701+561=2621
511+804=5341,511+804=5131
762+801=461,762+801=3651
233+864=7001,233+864=7901
677+706=4151,677+706=3831
779+507=6131,779+507=6821
946+985=1691,946+985=1391
304+787=101,304+787=1901
348+965=311,348+965=3131
674+387=2611,674+387=1601
811+786=7761,811+786=7951
750+689=9641,750+689=9341
489+939=821,489+939=8241
794+357=1411,794+357=1511
658+690=9741,658+690=8431
158+905=2001,158+905=3601
669+469=7411,669+469=8311
128+887=589,128+887=5101
820+394=5131,820+394=4121
671+624=4131,671+624=5921
538+754=2041,538+754=2921
979+319=8131,979+319=8921
613+990=5861,613+990=3061
464+841=6721,464+841=5031
799+579=7721,799+579=8731
707+809=6461,707+809=6151
840+823=4661,840+823=3661
386+630=8101,386+630=6101
484+670=6611,484+670=4511
362+824=6611,362+824=6811
384+999=301,384+999=3831
548+921=9661,548+921=9641
409+906=5621,409+906=5131
735+790=7351,735+790=5251
868+507=5141,868+507=5731
895+321=711,895+321=6121
470+545=6001,470+545=5101
654+677=141,654+677=1331
968+945=3291,968+945=3191
769+443=121,769+443=2121
782+861=3371,782+861=3461
965+303=8031,965+303=8621
764+434=8611,764+434=8911
149+990=1701,149+990=9311
951+971=1401,951+971=2291
678+530=911,678+530=8021
780+637=7251,780+637=7141
951+595=6751,951+595=6451
522+963=511,522+963=5841
174+947=1201,174+947=1211
712+850=3761,712+850=2651
821+425=6411,821+425=6421
984+814=8081,984+814=8971
312+690=499,312+690=2001
940+927=7471,940+927=7681
468+596=4701,468+596=4601
461+923=4621,461+923=4831
923+400=5441,923+400=3231
747+915=2471,747+915=2661
276+879=5611,276+879=5511
837+714=1361,837+714=1551
788+870=9661,788+870=8561
516+896=3051,516+896=2141
966+488=4641,966+488=4541
777+486=3711,777+486=3621
960+582=4651,960+582=2451
459+812=101,459+812=1721
719+589=8721,719+589=8031
990+331=231,990+331=1231
965+710=7061,965+710=5761
219+974=3611,219+974=3911
941+275=6431,941+275=6121
505+844=9641,505+844=9431
900+333=4411,900+333=3321
771+572=3411,771+572=3431
409+643=2701,409+643=2501
468+965=341,468+965=3341
681+674=4531,681+674=5531
594+558=2411,594+558=2511
905+991=681,905+991=6981
286+795=1701,286+795=1801
436+792=921,436+792=8221
410+717=7311,410+717=7211
861+814=4171,861+814=5761
174+950=6211,174+950=4211
614+841=5641,614+841=5541
489+646=5211,489+646=5311
532+550=4701,532+550=2801
529+772=2631,529+772=1031
716+807=3161,716+807=3251
846+162=8211,846+162=8001
645+476=1301,645+476=1211
602+771=3941,602+771=3731
858+774=1561,858+774=2361
526+477=309,526+477=3001
295+954=9211,295+954=9421
796+262=9311,796+262=8501
944+247=1821,944+247=1911
582+843=5641,582+843=5241
959+718=7061,959+718=7761
547+812=9441,547+812=9531
779+866=6661,779+866=5461
930+591=3151,930+591=1251
779+557=5311,779+557=6331
870+572=3411,870+572=2441
379+707=711,379+707=6801
903+236=8421,903+236=9311
801+997=8091,801+997=8971
642+533=5611,642+533=5711
522+866=8041,522+866=8831
775+558=321,775+558=3331
747+765=2351,747+765=2151
649+596=421,649+596=5421
547+630=9611,547+630=7711
731+723=4641,731+723=4541
886+922=9181,886+922=8081
866+570=8411,866+570=6341
576+905=1051,576+905=1841
892+507=9141,892+507=9931
606+649=5621,606+649=5521
791+771=1651,791+771=2651
838+523=1621,838+523=1631
942+120=4511,942+120=2601
823+490=5831,823+490=3131
854+561=6241,854+561=5141
722+355=779,722+355=7701
803+430=5411,803+430=3321
481+940=3621,481+940=1241
516+556=3701,516+556=2701
784+403=711,784+403=7811
935+852=7071,935+852=7871
940+466=7251,940+466=6041
496+769=5611,496+769=5621
984+711=6171,984+711=5961
622+810=3141,622+810=2341
380+952=3611,380+952=2331
180+902=311,180+902=2801
962+645=7151,962+645=7061
944+974=7481,944+974=8191
874+170=6411,874+170=4401
597+425=238,597+425=2201
566+981=7561,566+981=7451
926+108=4611,926+108=4301
124+971=6001,124+971=5901
591+708=8131,591+708=9921
155+859=4201,155+859=4101
662+423=5601,662+423=5801
467+755=221,467+755=2221
564+820=6641,564+820=4831
991+526=7251,991+526=7151
807+474=1621,807+474=1821
671+533=411,671+533=4021
550+508=899,550+508=8501
