46366/75000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.2, 'block_size': 1024, 'batch_size': 12, 'test_batch_size': 2048, 'max_iters': 6000, 'eval_interval': 100, 'min_lr': 0.0001, 'max_lr': 0.001, 'warmup_iters': 100, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 1, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': False, 'resample_data': True, 'name': 'reversed_addition_dollar_signs_false_1_resampled'}
508+585=3801,508+585=3901
624+643=772,624+643=7621
402+955=7631,402+955=7531
828+754=2751,828+754=2851
412+703=5211,412+703=5111
917+659=6661,917+659=6751
574+754=8221,574+754=8231
998+913=1181,998+913=1191
786+686=2641,786+686=2741
818+229=7301,818+229=7401
396+762=8501,396+762=8511
829+349=8611,829+349=8711
588+484=2601,588+484=2701
726+746=2641,726+746=2741
484+594=879,484+594=8701
991+467=854,991+467=8541
717+672=9731,717+672=9831
862+249=111,862+249=1111
544+484=829,544+484=8201
486+637=3201,486+637=3211
819+236=5401,819+236=5501
575+536=111,575+536=1111
402+977=9831,402+977=9731
702+400=1011,702+400=2011
760+636=6041,760+636=6931
701+948=9471,701+948=9461
607+399=6011,607+399=6001
888+454=2331,888+454=2431
348+721=9611,348+721=9601
908+168=6711,908+168=6701
880+284=4601,880+284=4611
866+903=9771,866+903=9671
604+514=8211,604+514=8111
322+975=7031,322+975=7921
720+633=353,720+633=3531
950+515=5741,950+515=5641
410+975=5931,410+975=5831
916+149=5501,916+149=5601
662+530=1911,662+530=2911
997+910=7081,997+910=7091
909+680=9751,909+680=9851
649+644=3821,649+644=3921
939+513=2441,939+513=2541
398+916=4121,398+916=4131
501+500=101,501+500=1001
376+777=3411,376+777=3511
592+432=429,592+432=4201
396+907=3021,396+907=3031
129+907=6201,129+907=6301
673+825=8951,673+825=8941
901+968=9691,901+968=9681
826+526=2431,826+526=2531
119+943=2511,119+943=2601
295+960=5511,295+960=5521
608+725=3231,608+725=3331
819+228=7301,819+228=7401
790+598=8931,790+598=8831
655+822=7841,655+822=7741
139+933=2601,139+933=2701
502+839=1531,502+839=1431
349+943=2821,349+943=2921
632+780=1141,632+780=2141
951+957=8191,951+957=8091
903+198=101,903+198=1011
502+906=8141,502+906=8041
403+869=2821,403+869=2721
807+226=3201,807+226=3301
781+895=6861,781+895=6761
496+633=9201,496+633=9211
882+283=5711,882+283=5611
505+776=1921,505+776=1821
618+620=8221,618+620=8321
523+603=6301,523+603=6211
809+662=1641,809+662=1741
509+853=2531,509+853=2631
295+872=7601,295+872=7611
403+772=5811,403+772=5711
204+977=1911,204+977=1811
770+436=6121,770+436=6021
213+883=6011,213+883=6901
391+766=7611,391+766=7511
637+385=2101,637+385=2201
228+774=299,228+774=2001
817+876=3861,817+876=3961
196+837=339,196+837=3301
819+782=1951,819+782=1061
917+959=6691,917+959=6781
858+529=7931,858+529=7831
301+833=4411,301+833=4311
598+583=1801,598+583=1811
424+982=6141,424+982=6041
915+960=5791,915+960=5781
815+934=9481,815+934=9471
297+818=5101,297+818=5111
682+413=5011,682+413=5901
996+399=593,996+399=5931
709+456=5511,709+456=5611
982+714=6071,982+714=6961
728+864=2851,728+864=2951
518+509=7101,518+509=7201
909+942=1481,909+942=1581
490+972=2631,490+972=2641
885+477=2531,885+477=2631
708+621=9131,708+621=9231
191+971=2601,191+971=2611
651+671=223,651+671=2231
311+784=5011,311+784=5901
545+632=7811,545+632=7711
281+886=7711,281+886=7611
477+744=122,477+744=1221
398+906=4021,398+906=4031
402+737=9411,402+737=9311
396+791=7801,396+791=7811
210+956=6711,210+956=6611
818+946=4681,818+946=4671
970+737=7171,970+737=7071
191+890=189,191+890=1801
495+940=5331,495+940=5341
781+414=5021,781+414=5911
970+131=101,970+131=1011
751+936=7871,751+936=7861
850+209=8601,850+209=9501
395+824=9111,395+824=9121
880+252=2301,880+252=2311
649+910=9541,649+910=9551
523+722=5521,523+722=5421
191+866=769,191+866=7501
818+845=3561,818+845=3661
115+931=6411,115+931=6401
916+575=1951,916+575=1941
899+363=2521,899+363=2621
819+773=2851,819+773=2951
666+376=2301,666+376=2401
294+893=7801,294+893=7811
583+528=111,583+528=1111
453+770=3121,453+770=3221
782+824=6071,782+824=6061
347+665=2001,347+665=2101
798+584=2731,798+584=2831
891+402=2921,891+402=3921
603+833=6441,603+833=6341
818+856=4661,818+856=4761
908+201=901,908+201=9011
952+557=9061,952+557=9051
732+680=1141,732+680=2141
311+888=9021,311+888=9911
929+678=7961,929+678=7061
612+400=1101,612+400=2101
596+409=509,596+409=5001
860+631=1051,860+631=1941
281+978=9621,281+978=9521
870+793=3751,870+793=3661
518+585=301,518+585=3011
601+986=7951,601+986=7851
584+548=2301,584+548=2311
771+803=4851,771+803=4751
172+996=8711,172+996=8611
502+534=6401,502+534=6301
549+789=7331,549+789=8331
919+579=8851,919+579=8941
719+828=7351,719+828=7451
981+106=7901,981+106=7801
602+664=6721,602+664=6621
908+963=1791,908+963=1781
570+595=5601,570+595=5611
403+846=9521,403+846=9421
664+447=111,664+447=1111
613+389=2011,613+389=2001
850+899=9461,850+899=9471
228+884=2011,228+884=2111
894+727=1271,894+727=1261
249+948=7811,249+948=7911
809+298=701,809+298=7011
590+439=929,590+439=9201
969+250=912,969+250=9121
413+983=6041,413+983=6931
396+963=9521,396+963=9531
523+604=7301,523+604=7211
756+386=2311,756+386=2411
357+785=2311,357+785=2411
490+913=3031,490+913=3041
402+657=9601,402+657=9501
734+601=533,734+601=5331
880+513=3041,880+513=3931
302+835=7411,302+835=7311
634+378=2011,634+378=2101
525+652=7811,525+652=7711
981+412=3041,981+412=3931
313+953=6721,313+953=6621
151+894=549,151+894=5401
901+965=6781,901+965=6681
817+327=4311,817+327=4411
564+488=2401,564+488=2501
819+967=6881,819+967=6871
403+934=7431,403+934=7331
565+906=1731,565+906=1741
313+755=8701,313+755=8601
567+558=5201,567+558=5211
706+490=6811,706+490=6911
918+679=7861,918+679=7951
910+938=8491,910+938=8481
421+653=4801,421+653=4701
554+788=2331,554+788=2431
870+297=7711,870+297=7611
809+459=8521,809+459=8621
501+913=4241,501+913=4141
421+956=7831,421+956=7731
944+907=1571,944+907=1581
860+713=3851,860+713=3751
524+874=8041,524+874=8931
535+688=3211,535+688=3221
547+885=2241,547+885=2341
511+765=6821,511+765=6721
594+932=621,594+932=6251
991+237=822,991+237=8221
818+817=5261,818+817=5361
603+863=6741,603+863=6641
718+979=7871,718+979=7961
811+522=3321,811+522=3331
891+292=2811,891+292=3811
761+713=4841,761+713=4741
807+726=3251,807+726=3351
671+597=8721,671+597=8621
435+642=7801,435+642=7701
726+376=2901,726+376=2011
355+777=2211,355+777=2311
916+928=4491,916+928=4481
403+896=9031,403+896=9921
570+898=8731,570+898=8641
908+787=5861,908+787=5961
554+868=2141,554+868=2241
891+198=999,891+198=9801
311+836=7511,311+836=7411
707+369=6711,707+369=6701
283+976=9621,283+976=9521
719+512=1221,719+512=1321
515+826=1421,515+826=1431
861+505=6731,861+505=6631
452+601=3401,452+601=3501
412+959=1831,412+959=1731
604+617=1321,604+617=1221
297+706=309,297+706=3001
401+826=7321,401+826=7221
816+933=9481,816+933=9471
661+636=7031,661+636=7921
701+476=7721,701+476=7711
916+792=8061,916+792=8071
975+191=6601,975+191=6611
991+994=5981,991+994=5891
909+578=7851,909+578=7841
781+972=2571,781+972=3571
394+903=7911,394+903=7921
259+854=3011,259+854=3111
203+816=9201,203+816=9101
494+993=7831,494+993=7841
818+859=7661,818+859=7761
808+409=7021,808+409=7121
534+723=7621,534+723=7521
929+810=9271,929+810=9371
995+999=4981,995+999=4991
834+720=4561,834+720=4551
546+466=2001,546+466=2101
994+908=2081,994+908=2091
402+794=6021,402+794=6911
881+272=2511,881+272=3511
627+735=2531,627+735=2631
960+534=4051,960+534=4941
980+968=8591,980+968=8491
632+702=433,632+702=4331
999+798=7871,999+798=7971
109+944=3511,109+944=3501
786+786=2651,786+786=2751
645+424=9701,645+424=9601
747+529=6821,747+529=6721
629+944=3651,629+944=3751
915+933=8491,915+933=8481
328+724=2401,328+724=2501
660+503=3711,660+503=3611
688+435=3201,688+435=3211
209+952=1621,209+952=1611
809+803=2061,809+803=2161
291+716=719,291+716=7001
504+967=1841,504+967=1741
870+219=8901,870+219=9801
102+995=7011,102+995=7901
485+919=4031,485+919=4041
662+462=4201,662+462=4211
483+543=629,483+543=6201
909+448=7431,909+448=7531
640+911=1541,640+911=1551
249+852=1901,249+852=1011
701+992=3071,701+992=3961
807+256=3501,807+256=3601
424+922=6531,424+922=6431
204+907=1211,204+907=1111
808+658=6541,808+658=6641
643+732=5831,643+732=5731
871+682=2551,871+682=3551
404+754=8611,404+754=8511
600+597=7021,600+597=7911
599+492=199,599+492=1901
745+423=8711,745+423=8611
915+577=2951,915+577=2941
672+997=9761,672+997=9661
590+515=5111,590+515=5011
478+874=2431,478+874=2531
970+607=7851,970+607=7751
411+857=8721,411+857=8621
994+994=8881,994+994=8891
809+684=3841,809+684=3941
951+402=3521,951+402=3531
860+217=7801,860+217=7701
809+987=6871,809+987=6971
305+833=8411,305+833=8311
546+677=3121,546+677=3221
529+643=2611,529+643=2711
580+528=8001,580+528=8011
243+878=121,243+878=1211
702+893=5961,702+893=5951
956+199=5501,956+199=5511
295+894=9801,295+894=9811
566+558=4201,566+558=4211
