39216/50000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_dollar_signs', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 4000, 'eval_interval': 100, 'min_lr': 6e-05, 'max_lr': 0.0006, 'warmup_iters': 2000, 'lr_decay_iters': 600000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'seed': 4, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 50000, 'use_dollar_signs': True, 'name': 'reversed_addition_dollar_signs_true_4'}
$873+902=5871$,$873+902=5771$
$287+717=4101$,$287+717=4001$
$664+815=9841$,$664+815=9741$
$388+860=8521$,$388+860=8421$
$772+801=3851$,$772+801=3751$
$915+163=8801$,$915+163=8701$
$587+516=3111$,$587+516=3011$
$491+711=2121$,$491+711=2021$
$947+849=6871$,$947+849=6971$
$708+663=1711$,$708+663=1731$
$988+963=1501$,$988+963=1591$
$279+787=6701$,$279+787=6601$
$953+122=5801$,$953+122=5701$
$863+653=6141$,$863+653=6151$
$417+594=1201$,$417+594=1101$
$559+968=7351$,$559+968=7251$
$289+717=6101$,$289+717=6001$
$872+621=3931$,$872+621=3941$
$364+784=8511$,$364+784=8411$
$843+684=7241$,$843+684=7251$
$360+788=8511$,$360+788=8411$
$379+960=9431$,$379+960=9331$
$665+606=1821$,$665+606=1721$
$453+866=9231$,$453+866=9131$
$345+949=4821$,$345+949=4921$
$924+955=9881$,$924+955=9781$
$773+866=9461$,$773+866=9361$
$969+959=8391$,$969+959=8291$
$483+664=7511$,$483+664=7411$
$585+631=6221$,$585+631=6121$
$978+620=8061$,$978+620=8951$
$948+270=9121$,$948+270=8121$
$138+990=9211$,$138+990=8211$
$381+704=5901$,$381+704=5801$
$965+973=8491$,$965+973=8391$
$869+522=1921$,$869+522=1931$
$653+451=4111$,$653+451=4011$
$583+464=7501$,$583+464=7401$
$761+742=3031$,$761+742=3051$
$794+520=4231$,$794+520=4131$
$988+311=9031$,$988+311=9921$
$772+433=5121$,$772+433=5021$
$275+893=8711$,$275+893=8611$
$559+650=9121$,$559+650=9021$
$395+916=1231$,$395+916=1131$
$585+481=6701$,$585+481=6601$
$598+811=9141$,$598+811=9041$
$278+973=1621$,$278+973=1521$
$386+682=8701$,$386+682=8601$
$845+296=1311$,$845+296=1411$
$366+709=5801$,$366+709=5701$
$861+265=6311$,$861+265=6211$
$803+704=7151$,$803+704=7051$
$842+777=9171$,$842+777=9161$
$574+435=9101$,$574+435=9001$
$566+818=4931$,$566+818=4831$
$379+882=1721$,$379+882=1621$
$921+564=5941$,$921+564=5841$
$828+724=2451$,$828+724=2551$
$916+555=1841$,$916+555=1741$
$948+370=9131$,$948+370=8131$
$764+809=3851$,$764+809=3751$
$309+770=9801$,$309+770=9701$
$689+382=1801$,$689+382=1701$
