74792/75000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.0, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 5000, 'eval_interval': 100, 'min_lr': 5e-05, 'max_lr': 0.0005, 'warmup_iters': 150, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 3, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': True, 'resample_data': True, 'name': 'reversed_addition_dollar_signs_true_3_resampled'}
$570+30=007$,$570+30=006$
$70+741=128$,$70+741=118$
$12+200=21$,$12+200=212$
$80+662=347$,$80+662=247$
$70+217=792$,$70+217=782$
$193+98=1921,$193+98=192$
$49+708=857$,$49+708=757$
$58+819=878$,$58+819=778$
$430+70=006$,$430+70=005$
$89+218=803$,$89+218=703$
$439+98=745$,$439+98=735$
$60+138=802$,$60+138=891$
$66+840=619$,$66+840=609$
$39+418=854$,$39+418=754$
$814+96=018$,$814+96=019$
$249+99=853$,$249+99=843$
$410+90=006$,$410+90=005$
$69+808=878$,$69+808=778$
$39+518=855$,$39+518=755$
$857+90=748$,$857+90=749$
$31+310=142$,$31+310=143$
$60+338=804$,$60+338=893$
$29+318=843$,$29+318=743$
$254+91=443$,$254+91=543$
$140+60=001$,$140+60=002$
$54+430=494$,$54+430=484$
$440+40=085$,$440+40=084$
$80+252=333$,$80+252=233$
$60+738=808$,$60+738=897$
$670+80=058$,$670+80=057$
$38+219=852$,$38+219=752$
$200+13=31$,$200+13=312$
$60+326=693$,$60+326=683$
$80+382=364$,$80+382=264$
$900+331=0321$,$900+331=1321$
$900+471=0731$,$900+471=1731$
$901+300=0021$,$901+300=1021$
$701+600=0031$,$701+600=1031$
$800+521=0231$,$800+521=1231$
$998+909=8091$,$998+909=7091$
$800+301=0011$,$800+301=1011$
$900+631=0351$,$900+631=1351$
$909+208=8111$,$909+208=7111$
$900+441=0431$,$900+441=1431$
$700+721=0241$,$700+721=1241$
$900+581=0841$,$900+581=1841$
$800+611=0141$,$800+611=1141$
$269+909=8701$,$269+909=8711$
$700+931=0361$,$700+931=1361$
$102+110=21$,$102+110=212$
$201+113=412$,$201+113=413$
$210+110=022$,$210+110=023$
$890+101=099$,$890+101=199$
$211+101=212$,$211+101=213$
$105+110=51$,$105+110=512$
$100+200=002$,$100+200=003$
$114+100=41$,$114+100=412$
$134+200=432$,$134+200=433$
$141+300=143$,$141+300=144$
$111+100=11$,$111+100=112$
$204+111=512$,$204+111=513$
$100+101=002$,$100+101=102$
$110+190=002$,$110+190=003$
$700+221=029$,$700+221=129$
$601+300=009$,$601+300=109$
$200+110=012$,$200+110=013$
$200+100=002$,$200+100=003$
$81+0=28$,$81+0=18$
$84+0=58$,$84+0=48$
$16+9=42$,$16+9=52$
$9+72=28$,$9+72=18$
$9+61=17$,$9+61=07$
$9+82=29$,$9+82=19$
$83+0=48$,$83+0=38$
$18+9=62$,$18+9=72$
$94+0=59$,$94+0=49$
$9+41=15$,$9+41=05$
$71+0=27$,$71+0=17$
$7+90=89$,$7+90=79$
$43+0=44$,$43+0=34$
$92+1=49$,$92+1=39$
$62+0=36$,$62+0=26$
$80+3=48$,$80+3=38$
$17+9=52$,$17+9=62$
$72+0=37$,$72+0=27$
$93+0=49$,$93+0=39$
$74+0=57$,$74+0=47$
$71+2=47$,$71+2=37$
$9+32=24$,$9+32=14$
$91+0=29$,$91+0=19$
$80+1=28$,$80+1=18$
$70+2=37$,$70+2=27$
$72+1=47$,$72+1=37$
$90+1=29$,$90+1=19$
$73+0=47$,$73+0=37$
$8+80=98$,$8+80=88$
$9+62=27$,$9+62=17$
$9+90=001,$9+90=99$
$81+2=48$,$81+2=38$
$61+2=46$,$61+2=36$
$95+0=69$,$95+0=59$
$9+42=25$,$9+42=15$
$82+1=48$,$82+1=38$
$80+2=38$,$80+2=28$
$701+8=9$
$,$701+8=907$
$270+5=472$,$270+5=572$
$80+62=341$,$80+62=241$
$602+4=6$
$,$602+4=606$
$9+909=8101,$9+909=819$
$1+612=315$,$1+612=316$
$80+72=351$,$80+72=251$
$70+50=031$,$70+50=021$
$301+2=3$
$,$301+2=303$
$80+52=331$,$80+52=231$
$302+4=6$
$,$302+4=603$
$9+787=797$,$9+787=697$
$20+93=31$,$20+93=311$
$610+7=616$,$610+7=716$
$80+44=521$,$80+44=421$
$981+0=089$,$981+0=189$
$0+408=704$,$0+408=804$
$108+6=41$,$108+6=411$
$9+809=819$,$9+809=818$
$320+7=623$,$320+7=723$
$100+0=0001,$100+0=001$
$119+0=9101,$119+0=911$
$405+1=6$
$,$405+1=604$
$810+3=218$,$810+3=318$
$8+958=6601,$8+958=669$
$91+90=281$,$91+90=181$
$610+8=716$,$610+8=816$
$110+2=21$,$110+2=211$
$80+41=221$,$80+41=121$
$1+609=916$,$1+609=016$
$410+6=514$,$410+6=614$
$801+4=5$
$,$801+4=508$
$0+459=854$,$0+459=954$
$140+7=74$,$140+7=741$
