43335/50000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_dollar_signs', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 4000, 'eval_interval': 100, 'min_lr': 6e-05, 'max_lr': 0.0006, 'warmup_iters': 2000, 'lr_decay_iters': 600000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'seed': 3, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 50000, 'use_dollar_signs': True, 'name': 'plain_addition_dollar_signs_true_3'}
$958+133=1191$,$958+133=1091$
$522+625=1157$,$522+625=1147$
$794+852=1746$,$794+852=1646$
$529+612=1151$,$529+612=1141$
$824+576=1300$,$824+576=1400$
$726+674=1300$,$726+674=1400$
$378+720=1198$,$378+720=1098$
$743+853=1696$,$743+853=1596$
$873+788=1651$,$873+788=1661$
$290+807=1197$,$290+807=1097$
$718+999=1797$,$718+999=1717$
$877+606=1583$,$877+606=1483$
$730+273=903$,$730+273=1003$
$309+792=1111$,$309+792=1101$
$634+523=1167$,$634+523=1157$
$987+412=1499$,$987+412=1399$
$955+544=1599$,$955+544=1499$
$553+647=1100$,$553+647=1200$
$953+157=1100$,$953+157=1110$
$919+394=1383$,$919+394=1313$
$866+933=1899$,$866+933=1799$
$579+598=1167$,$579+598=1177$
$559+848=1307$,$559+848=1407$
$388+704=1192$,$388+704=1092$
$846+549=1495$,$846+549=1395$
$850+748=1698$,$850+748=1598$
$663+738=1301$,$663+738=1401$
$674+823=1597$,$674+823=1497$
$227+973=1100$,$227+973=1200$
$979+619=1698$,$979+619=1598$
$273+828=1001$,$273+828=1101$
$846+474=1310$,$846+474=1320$
$713+687=1390$,$713+687=1400$
$878+321=1299$,$878+321=1199$
$781+869=1750$,$781+869=1650$
$710+847=1657$,$710+847=1557$
$747+750=1597$,$747+750=1497$
$806+593=1499$,$806+593=1399$
$881+716=1697$,$881+716=1597$
$628+415=1053$,$628+415=1043$
$911+590=1581$,$911+590=1501$
$431+969=1300$,$431+969=1400$
$283+818=1001$,$283+818=1101$
$888+511=1499$,$888+511=1399$
$942+641=1683$,$942+641=1583$
$631+522=1163$,$631+522=1153$
$739+569=1208$,$739+569=1308$
$299+900=1299$,$299+900=1199$
$263+839=1002$,$263+839=1102$
$995+702=1797$,$995+702=1697$
$326+976=1202$,$326+976=1302$
$109+995=1194$,$109+995=1104$
$919+718=1737$,$919+718=1637$
$439+868=1207$,$439+868=1307$
$117+883=1090$,$117+883=1000$
$874+523=1497$,$874+523=1397$
$626+385=1021$,$626+385=1011$
$703+835=1638$,$703+835=1538$
$954+866=1810$,$954+866=1820$
