60480/75000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.0, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 5000, 'eval_interval': 100, 'min_lr': 5e-05, 'max_lr': 0.0005, 'warmup_iters': 150, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 2, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': False, 'resample_data': True, 'name': 'plain_addition_dollar_signs_false_2_resampled'}
921+377=1398,921+377=1298
991+509=1400,991+509=1500
147+953=1000,147+953=1100
935+708=1653,935+708=1643
200+989=1089,200+989=1189
845+377=1232,845+377=1222
950+249=1299,950+249=1199
712+487=1299,712+487=1199
745+855=1500,745+855=1600
597+505=1002,597+505=1102
719+680=1499,719+680=1399
742+977=1729,742+977=1719
567+507=974,567+507=1074
129+954=1073,129+954=1083
157+937=1194,157+937=1094
938+503=1451,938+503=1441
772+899=1670,772+899=1671
546+686=1242,546+686=1232
816+283=1199,816+283=1099
757+541=1398,757+541=1298
747+958=1605,747+958=1705
946+287=1243,946+287=1233
562+879=1440,562+879=1441
545+788=1343,545+788=1333
542+687=1239,542+687=1229
341+669=1019,341+669=1010
139+959=1088,139+959=1098
782+549=1330,782+549=1331
916+783=1799,916+783=1699
851+448=1399,851+448=1299
744+277=1031,744+277=1021
861+538=1499,861+538=1399
242+917=1169,242+917=1159
935+694=1639,935+694=1629
261+778=1049,261+778=1039
460+541=1000,460+541=1001
718+579=1397,718+579=1297
143+941=1074,143+941=1084
329+761=1080,329+761=1090
917+579=1596,917+579=1496
910+287=1297,910+287=1197
768+530=1398,768+530=1298
834+665=1599,834+665=1499
850+647=1597,850+647=1497
556+643=1299,556+643=1199
343+759=1002,343+759=1102
269+930=1299,269+930=1199
621+989=1600,621+989=1610
976+624=1500,976+624=1600
977+523=1400,977+523=1500
638+762=1300,638+762=1400
885+395=1270,885+395=1280
716+578=1394,716+578=1294
582+869=1450,582+869=1451
845+446=1391,845+446=1291
225+859=1074,225+859=1084
821+478=1399,821+478=1299
646+754=1300,646+754=1400
209+891=1000,209+891=1100
609+791=1300,609+791=1400
651+938=1599,651+938=1589
370+989=1369,370+989=1359
859+438=1397,859+438=1297
352+927=1289,352+927=1279
918+469=1487,918+469=1387
536+910=1447,536+910=1446
825+955=1770,825+955=1780
202+867=969,202+867=1069
614+482=1196,614+482=1096
498+608=1006,498+608=1106
145+960=1005,145+960=1105
748+752=1400,748+752=1500
542+797=1349,542+797=1339
551+998=1559,551+998=1549
525+676=1101,525+676=1201
203+903=1006,203+903=1106
791+760=1550,791+760=1551
961+638=1699,961+638=1599
545+907=1462,545+907=1452
615+484=1199,615+484=1099
728+752=1470,728+752=1480
898+402=1200,898+402=1300
948+249=1297,948+249=1197
370+929=1309,370+929=1299
599+605=1104,599+605=1204
996+404=1300,996+404=1400
805+393=1298,805+393=1198
197+807=904,197+807=1004
209+916=1025,209+916=1125
342+758=1000,342+758=1100
561+469=1039,561+469=1030
892+108=900,892+108=1000
743+959=1602,743+959=1702
726+977=1603,726+977=1703
566+546=1113,566+546=1112
201+817=918,201+817=1018
567+932=1599,567+932=1499
818+474=1392,818+474=1292
495+695=1180,495+695=1190
923+173=1196,923+173=1096
360+939=1309,360+939=1299
338+766=1004,338+766=1104
754+375=1139,754+375=1129
562+639=1200,562+639=1201
437+666=1003,437+666=1103
850+545=1495,850+545=1395
215+786=901,215+786=1001
394+707=1001,394+707=1101
613+484=1197,613+484=1097
877+423=1200,877+423=1300
227+955=1172,227+955=1182
749+352=1001,749+352=1101
452+869=1320,452+869=1321
815+682=1597,815+682=1497
742+277=1029,742+277=1019
484+518=902,484+518=1002
709+491=1100,709+491=1200
758+640=1498,758+640=1398
991+809=1700,991+809=1800
862+938=1700,862+938=1800
732+968=1600,732+968=1700
661+928=1599,661+928=1589
441+798=1249,441+798=1239
208+894=1002,208+894=1102
306+797=1003,306+797=1103
745+448=1293,745+448=1193
675+425=1000,675+425=1100
129+958=1077,129+958=1087
853+641=1594,853+641=1494
947+548=1595,947+548=1495
634+366=900,634+366=1000
879+711=1580,879+711=1590
551+778=1339,551+778=1329
319+797=1016,319+797=1116
553+550=1003,553+550=1103
334+666=900,334+666=1000
406+695=1001,406+695=1101
932+367=1399,932+367=1299
244+959=1103,244+959=1203
649+852=1401,649+852=1501
943+449=1492,943+449=1392
787+413=1100,787+413=1200
643+649=1392,643+649=1292
595+706=1201,595+706=1301
345+656=901,345+656=1001
900+599=1599,900+599=1499
651+918=1579,651+918=1569
724+589=1413,724+589=1313
937+150=1077,937+150=1087
848+958=1706,848+958=1806
846+376=1232,846+376=1222
576+524=1000,576+524=1100
718+680=1498,718+680=1398
474+528=902,474+528=1002
744+648=1492,744+648=1392
379+621=900,379+621=1000
365+635=900,365+635=1000
564+493=1058,564+493=1057
599+509=1008,599+509=1108
203+925=1028,203+925=1128
129+976=1195,129+976=1105
647+585=1242,647+585=1232
943+858=1701,943+858=1801
736+364=1000,736+364=1100
865+334=1299,865+334=1199
381+840=1220,381+840=1221
751+450=1101,751+450=1201
447+655=1002,447+655=1102
196+809=905,196+809=1005
652+987=1649,652+987=1639
849+251=1000,849+251=1100
992+108=1000,992+108=1100
748+647=1495,748+647=1395
109+895=904,109+895=1004
823+527=1450,823+527=1350
853+954=1707,853+954=1807
491+839=1339,491+839=1330
812+569=1481,812+569=1381
775+426=1101,775+426=1201
852+347=1299,852+347=1199
561+440=1000,561+440=1001
935+497=1442,935+497=1432
335+966=1201,335+966=1301
124+977=1001,124+977=1101
344+757=1001,344+757=1101
936+777=1723,936+777=1713
645+956=1501,645+956=1601
269+741=1000,269+741=1010
228+776=904,228+776=1004
191+810=901,191+810=1001
672+329=901,672+329=1001
957+212=1179,957+212=1169
362+887=1259,362+887=1249
495+795=1280,495+795=1290
472+759=1230,472+759=1231
215+905=1020,215+905=1120
997+795=1782,997+795=1792
905+594=1599,905+594=1499
990+914=1804,990+914=1904
947+653=1500,947+653=1600
996+304=1200,996+304=1300
923+371=1394,923+371=1294
857+242=1109,857+242=1099
391+760=1150,391+760=1151
825+518=1443,825+518=1343
719+951=1660,719+951=1670
935+786=1731,935+786=1721
805+694=1599,805+694=1499
473+869=1341,473+869=1342
647+802=1459,647+802=1449
933+688=1631,933+688=1621
472+589=1060,472+589=1061
531+598=1139,531+598=1129
732+729=1561,732+729=1461
370+829=1109,370+829=1199
650+549=1299,650+549=1199
676+346=1023,676+346=1022
850+347=1297,850+347=1197
236+964=1100,236+964=1200
720+750=1460,720+750=1470
442+897=1349,442+897=1339
628+852=1470,628+852=1480
845+546=1491,845+546=1391
593+607=1100,593+607=1200
708+293=901,708+293=1001
542+817=1369,542+817=1359
208+996=1104,208+996=1204
495+808=1203,495+808=1303
944+159=1003,944+159=1103
589+505=994,589+505=1094
249+951=1100,249+951=1200
756+540=1396,756+540=1296
314+984=1398,314+984=1298
764+634=1498,764+634=1398
304+805=1009,304+805=1109
853+243=1196,853+243=1096
895+206=1001,895+206=1101
751+918=1679,751+918=1669
629+653=1272,629+653=1282
397+909=1206,397+909=1306
772+489=1260,772+489=1261
138+963=1091,138+963=1101
533+567=1000,533+567=1100
270+809=1089,270+809=1079
244+757=901,244+757=1001
823+473=1396,823+473=1296
850+448=1398,850+448=1298
732+659=1491,732+659=1391
897+103=900,897+103=1000
334+866=1100,334+866=1200
552+627=1189,552+627=1179
125+976=1001,125+976=1101
729+765=1484,729+765=1494
462+640=1002,462+640=1102
315+984=1399,315+984=1299
781+613=1494,781+613=1394
715+579=1394,715+579=1294
945+648=1693,945+648=1593
293+711=904,293+711=1004
951+647=1698,951+647=1598
750+451=1101,750+451=1201
797+309=1096,797+309=1106
498+603=1001,498+603=1101
796+604=1300,796+604=1400
792+719=1510,792+719=1511
529+574=1003,529+574=1103
207+903=1010,207+903=1110
252+877=1139,252+877=1129
269+851=1110,269+851=1120
545+687=1242,545+687=1232
569+830=1499,569+830=1399
898+103=901,898+103=1001
551+680=1230,551+680=1231
200+926=1026,200+926=1126
779+222=901,779+222=1001
451+946=1497,451+946=1397
806+487=1393,806+487=1293
299+808=1007,299+808=1107
953+151=1004,953+151=1104
901+899=1700,901+899=1800
917+984=1801,917+984=1901
930+970=1800,930+970=1900
897+404=1291,897+404=1301
476+526=902,476+526=1002
955+845=1700,955+845=1800
893+799=1682,893+799=1692
737+965=1602,737+965=1702
527+750=1267,527+750=1277
435+566=901,435+566=1001
121+950=1061,121+950=1071
943+649=1692,943+649=1592
399+606=905,399+606=1005
637+522=1169,637+522=1159
784+816=1500,784+816=1600
995+695=1680,995+695=1690
734+866=1500,734+866=1600
627+965=1582,627+965=1592
134+867=991,134+867=1001
140+968=1008,140+968=1108
550+480=1039,550+480=1030
867+630=1597,867+630=1497
441+889=1339,441+889=1330
635+786=1431,635+786=1421
729+964=1683,729+964=1693
954+645=1699,954+645=1599
108+894=902,108+894=1002
537+563=1000,537+563=1100
999+103=1002,999+103=1102
835+463=1398,835+463=1298
591+741=1331,591+741=1332
572+989=1560,572+989=1561
261+898=1169,261+898=1159
855+541=1496,855+541=1396
437+664=1001,437+664=1101
832+558=1490,832+558=1390
921+376=1397,921+376=1297
736+587=1333,736+587=1323
794+406=1100,794+406=1200
581+750=1330,581+750=1331
810+582=1492,810+582=1392
627+953=1570,627+953=1580
572+429=901,572+429=1001
699+301=990,699+301=1000
