70684/75000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.0, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 5000, 'eval_interval': 100, 'min_lr': 5e-05, 'max_lr': 0.0005, 'warmup_iters': 150, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 4, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': True, 'resample_data': True, 'name': 'plain_addition_dollar_signs_true_4_resampled'}
$643+97=730$,$643+97=740$
$61+718=789$,$61+718=779$
$15+164=189$,$15+164=179$
$121+20=151$,$121+20=141$
$26+743=779$,$26+743=769$
$35+573=618$,$35+573=608$
$336+64=300$,$336+64=400$
$328+31=369$,$328+31=359$
$487+82=579$,$487+82=569$
$48+439=497$,$48+439=487$
$187+72=269$,$187+72=259$
$862+78=930$,$862+78=940$
$99+303=492$,$99+303=402$
$25+373=408$,$25+373=398$
$322+67=399$,$322+67=389$
$69+550=629$,$69+550=619$
$28+143=181$,$28+143=171$
$40+939=989$,$40+939=979$
$118+82=290$,$118+82=200$
$661+39=600$,$661+39=700$
$38+341=389$,$38+341=379$
$17+782=899$,$17+782=799$
$38+721=769$,$38+721=759$
$27+353=390$,$27+353=380$
$228+41=279$,$228+41=269$
$28+968=1096,$28+968=996$
$26+105=132$,$26+105=131$
$42+508=540$,$42+508=550$
$666+43=719$,$666+43=709$
$763+77=830$,$763+77=840$
$142+47=199$,$142+47=189$
$32+308=330$,$32+308=340$
$60+329=399$,$60+329=389$
$128+71=299$,$128+71=199$
$91+120=212$,$91+120=211$
$21+898=929$,$21+898=919$
$444+86=520$,$444+86=530$
$92+407=599$,$92+407=499$
$926+53=989$,$926+53=979$
$736+63=899$,$736+63=799$
$856+23=889$,$856+23=879$
$63+637=600$,$63+637=700$
$19+573=692$,$19+573=592$
$31+263=394$,$31+263=294$
$45+634=689$,$45+634=679$
$93+203=396$,$93+203=296$
$644+26=660$,$644+26=670$
$266+13=289$,$266+13=279$
$17+478=595$,$17+478=495$
$419+85=404$,$419+85=504$
$706+94=700$,$706+94=800$
$39+515=544$,$39+515=554$
$191+18=219$,$191+18=209$
$37+460=597$,$37+460=497$
$84+308=492$,$84+308=392$
$228+81=319$,$228+81=309$
$60+927=997$,$60+927=987$
$220+71=391$,$220+71=291$
$16+963=989$,$16+963=979$
$83+116=299$,$83+116=199$
$27+674=711$,$27+674=701$
$24+453=487$,$24+453=477$
$19+291=300$,$19+291=310$
$36+932=978$,$36+932=968$
$23+746=779$,$23+746=769$
$97+593=680$,$97+593=690$
$866+43=919$,$866+43=909$
$122+27=159$,$122+27=149$
$385+43=438$,$385+43=428$
$37+543=590$,$37+543=580$
$573+28=501$,$573+28=601$
$916+33=959$,$916+33=949$
$924+33=967$,$924+33=957$
$113+45=168$,$113+45=158$
$292+21=323$,$292+21=313$
$26+256=292$,$26+256=282$
$201+47=258$,$201+47=248$
$36+267=313$,$36+267=303$
$583+18=501$,$583+18=601$
$127+42=179$,$127+42=169$
$97+863=950$,$97+863=960$
$876+23=909$,$876+23=899$
$23+175=298$,$23+175=198$
$25+277=312$,$25+277=302$
$36+444=490$,$36+444=480$
$214+86=290$,$214+86=300$
$701+99=790$,$701+99=800$
$59+453=522$,$59+453=512$
$211+57=278$,$211+57=268$
$136+93=239$,$136+93=229$
$155+47=102$,$155+47=202$
$220+74=394$,$220+74=294$
$715+84=809$,$715+84=799$
$25+394=429$,$25+394=419$
$61+354=425$,$61+354=415$
$70+585=665$,$70+585=655$
$372+28=300$,$372+28=400$
$87+516=503$,$87+516=603$
$444+17=451$,$444+17=461$
$21+378=499$,$21+378=399$
$658+92=740$,$658+92=750$
$664+96=750$,$664+96=760$
$119+79=298$,$119+79=198$
$35+253=298$,$35+253=288$
$47+582=639$,$47+582=629$
$176+83=269$,$176+83=259$
$574+96=660$,$574+96=670$
$46+673=729$,$46+673=719$
$87+673=750$,$87+673=760$
$24+554=588$,$24+554=578$
$272+98=360$,$272+98=370$
$298+21=329$,$298+21=319$
$17+172=289$,$17+172=189$
$85+575=650$,$85+575=660$
$75+765=830$,$75+765=840$
$70+729=809$,$70+729=799$
$27+135=172$,$27+135=162$
$327+75=302$,$327+75=402$
$518+82=500$,$518+82=600$
$315+86=301$,$315+86=401$
$924+42=976$,$924+42=966$
$62+717=789$,$62+717=779$
$31+265=396$,$31+265=296$
$185+33=228$,$185+33=218$
$99+500=699$,$99+500=599$
$864+76=930$,$864+76=940$
$77+503=570$,$77+503=580$
$316+84=300$,$316+84=400$
$819+69=898$,$819+69=888$
$798+21=829$,$798+21=819$
$99+892=981$,$99+892=991$
$97+513=600$,$97+513=610$
$38+360=498$,$38+360=398$
$75+665=730$,$75+665=740$
$605+95=600$,$605+95=700$
$313+87=300$,$313+87=400$
$44+151=295$,$44+151=195$
$305+24=339$,$305+24=329$
$165+74=249$,$165+74=239$
$865+88=943$,$865+88=953$
$93+103=296$,$93+103=196$
$86+854=930$,$86+854=940$
$10+331=441$,$10+331=341$
$376+73=459$,$376+73=449$
$15+215=220$,$15+215=230$
$94+505=699$,$94+505=599$
$727+72=899$,$727+72=799$
