62090/75000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.0, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 5000, 'eval_interval': 100, 'min_lr': 5e-05, 'max_lr': 0.0005, 'warmup_iters': 150, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 3, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': False, 'resample_data': True, 'name': 'plain_addition_dollar_signs_false_3_resampled'}
51+217=106,51+217=268
28+252=108,28+252=280
51+933=148,51+933=984
68+607=127,68+607=675
10+269=107,10+269=279
43+934=147,43+934=977
39+955=169,39+955=994
41+132=273,41+132=173
71+908=147,71+908=979
71+791=126,71+791=862
24+668=129,24+668=692
82+229=121,82+229=311
83+705=128,83+705=788
97+324=122,97+324=421
14+294=110,14+294=308
53+826=147,53+826=879
91+673=126,91+673=764
61+357=101,61+357=418
36+400=103,36+400=436
87+500=128,87+500=587
65+109=107,65+109=174
19+871=159,19+871=890
82+544=122,82+544=626
20+882=160,20+882=902
62+881=144,62+881=943
66+888=125,66+888=954
19+530=104,19+530=549
70+208=107,70+208=278
23+832=165,23+832=855
51+303=115,51+303=354
15+414=102,15+414=429
82+850=123,82+850=932
45+423=126,45+423=468
69+557=102,69+557=626
69+811=128,69+811=880
66+596=126,66+596=662
86+126=101,86+126=212
108+82=180,108+82=190
47+295=114,47+295=342
13+772=168,13+772=785
48+930=147,48+930=978
91+495=128,91+495=586
32+811=164,32+811=843
11+151=262,11+151=162
65+232=109,65+232=297
41+295=113,41+295=336
46+647=129,46+647=693
43+515=105,43+515=558
25+945=167,25+945=970
35+494=102,35+494=529
11+809=122,11+809=820
86+519=120,86+519=605
74+317=119,74+317=391
58+821=147,58+821=879
30+747=167,30+747=777
37+502=103,37+502=539
83+717=120,83+717=800
50+874=162,50+874=924
69+431=120,69+431=500
97+509=120,97+509=606
14+537=125,14+537=551
58+442=120,58+442=500
74+487=126,74+487=561
27+439=126,27+439=466
89+606=129,89+606=695
54+757=121,54+757=811
88+773=126,88+773=861
27+860=168,27+860=887
102+89=291,102+89=191
88+456=104,88+456=544
14+593=120,14+593=607
782+27=819,782+27=809
19+842=166,19+842=861
18+967=178,18+967=985
35+336=107,35+336=371
24+436=106,24+436=460
54+581=123,54+581=635
88+752=124,88+752=840
16+528=124,16+528=544
55+767=122,55+767=822
33+937=167,33+937=970
32+749=128,32+749=781
90+328=121,90+328=418
96+231=102,96+231=327
92+882=147,92+882=974
67+826=129,67+826=893
23+299=112,23+299=322
20+237=557,20+237=257
33+752=168,33+752=785
43+623=126,43+623=666
72+594=126,72+594=666
84+375=105,84+375=459
85+444=102,85+444=529
67+388=125,67+388=455
43+386=102,43+386=429
