30109/50000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_dollar_signs', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 4000, 'eval_interval': 100, 'min_lr': 6e-05, 'max_lr': 0.0006, 'warmup_iters': 2000, 'lr_decay_iters': 600000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'seed': 2, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 50000, 'use_dollar_signs': False, 'name': 'plain_addition_dollar_signs_false_2'}
44+923=106,44+923=967
665+81=756,665+81=746
72+261=102,72+261=333
126+13=127,126+13=139
87+243=102,87+243=330
650+85=736,650+85=735
638+44=672,638+44=682
37+749=148,37+749=786
527+85=692,527+85=612
49+326=117,49+326=375
68+917=188,68+917=985
889+23=812,889+23=912
436+98=524,436+98=534
51+917=106,51+917=968
59+294=105,59+294=353
11+206=317,11+206=217
440+99=538,440+99=539
45+178=623,45+178=223
937+10=927,937+10=947
689+87=786,689+87=776
35+445=128,35+445=480
38+266=109,38+266=304
95+529=141,95+529=624
166+32=109,166+32=198
157+87=104,157+87=244
29+387=121,29+387=416
802+47=848,802+47=849
63+251=100,63+251=314
96+784=108,96+784=880
14+760=140,14+760=774
181+64=102,181+64=245
84+734=141,84+734=818
29+905=103,29+905=934
422+37=458,422+37=459
86+345=122,86+345=431
767+18=795,767+18=785
41+130=107,41+130=171
85+103=109,85+103=188
48+828=147,48+828=876
69+678=134,69+678=747
57+101=105,57+101=158
21+105=102,21+105=126
21+770=109,21+770=791
40+738=148,40+738=778
94+660=135,94+660=754
51+707=105,51+707=758
910+82=982,910+82=992
35+501=133,35+501=536
18+214=322,18+214=232
41+873=101,41+873=914
60+118=107,60+118=178
508+66=674,508+66=574
74+733=100,74+733=807
597+71=678,597+71=668
582+93=685,582+93=675
740+27=757,740+27=767
54+840=109,54+840=894
68+136=100,68+136=204
54+868=102,54+868=922
92+238=103,92+238=330
42+818=106,42+818=860
244+91=103,244+91=335
348+29=467,348+29=377
83+240=102,83+240=323
40+471=121,40+471=511
322+79=491,322+79=401
228+75=393,228+75=303
87+817=100,87+817=904
85+358=124,85+358=443
63+403=124,63+403=466
54+186=104,54+186=240
97+588=148,97+588=685
30+408=133,30+408=438
74+278=105,74+278=352
61+284=104,61+284=345
740+70=828,740+70=810
72+508=138,72+508=580
41+879=102,41+879=920
520+90=611,520+90=610
260+26=296,260+26=286
24+880=100,24+880=904
70+211=108,70+211=281
20+573=139,20+573=593
351+14=375,351+14=365
76+474=105,76+474=550
80+670=135,80+670=750
63+623=147,63+623=686
178+52=103,178+52=230
89+839=102,89+839=928
39+449=138,39+449=488
682+71=763,682+71=753
24+501=142,24+501=525
19+248=357,19+248=267
68+833=100,68+833=901
66+880=105,66+880=946
102+79=180,102+79=181
60+634=149,60+634=694
86+640=132,86+640=726
804+93=988,804+93=897
63+506=136,63+506=569
78+502=138,78+502=580
38+366=100,38+366=404
15+313=123,15+313=328
39+888=102,39+888=927
21+235=356,21+235=256
83+102=915,83+102=185
870+79=958,870+79=949
23+390=121,23+390=413
14+791=100,14+791=805
367+90=467,367+90=457
729+33=752,729+33=762
75+778=105,75+778=853
59+417=127,59+417=476
96+519=140,96+519=615
28+455=138,28+455=483
729+60=779,729+60=789
55+860=102,55+860=915
46+733=147,46+733=779
520+33=543,520+33=553
37+523=136,37+523=560
21+650=147,21+650=671
84+475=106,84+475=559
720+90=811,720+90=810
45+925=146,45+925=970
23+376=120,23+376=399
34+715=104,34+715=749
217+35=342,217+35=252
85+233=101,85+233=318
550+95=646,550+95=645
34+797=133,34+797=831
52+700=144,52+700=752
734+19=743,734+19=753
79+455=103,79+455=534
41+811=105,41+811=852
52+656=140,52+656=708
56+198=105,56+198=254
48+272=102,48+272=320
751+61=822,751+61=812
29+175=100,29+175=204
88+139=102,88+139=227
440+29=467,440+29=469
68+701=106,68+701=769
171+45=226,171+45=216
90+684=137,90+684=774
27+889=101,27+889=916
47+618=146,47+618=665
23+132=105,23+132=155
511+68=689,511+68=579
215+88=293,215+88=303
818+87=895,818+87=905
153+37=100,153+37=190
87+613=139,87+613=700
75+256=123,75+256=331
80+408=129,80+408=488
256+63=329,256+63=319
53+175=102,53+175=228
584+80=674,584+80=664
76+833=100,76+833=909
29+256=108,29+256=285
231+27=357,231+27=258
65+388=125,65+388=453
76+543=130,76+543=619
342+86=438,342+86=428
38+438=127,38+438=476
30+558=138,30+558=588
68+675=134,68+675=743
452+10=482,452+10=462
727+34=751,727+34=761
42+236=107,42+236=278
30+302=123,30+302=332
14+504=142,14+504=518
60+834=109,60+834=894
799+92=881,799+92=891
737+21=748,737+21=758
54+444=119,54+444=498
66+503=136,66+503=569
24+573=149,24+573=597
40+320=115,40+320=360
94+276=107,94+276=370
20+739=146,20+739=759
844+48=882,844+48=892
565+47=613,565+47=612
520+27=537,520+27=547
83+667=135,83+667=750
62+566=132,62+566=628
89+479=136,89+479=568
761+84=755,761+84=845
42+469=131,42+469=511
130+92=102,130+92=222
43+290=103,43+290=333
125+76=191,125+76=201
764+85=859,764+85=849
76+809=108,76+809=885
90+891=108,90+891=981
20+144=106,20+144=164
32+192=102,32+192=224
64+324=118,64+324=388
17+652=143,17+652=669
98+249=114,98+249=347
63+556=131,63+556=619
19+937=144,19+937=956
806+87=982,806+87=893
53+482=123,53+482=535
26+233=359,26+233=259
80+668=134,80+668=748
505+26=521,505+26=531
67+843=101,67+843=910
71+641=140,71+641=712
31+632=146,31+632=663
272+16=388,272+16=288
21+384=120,21+384=405
798+24=722,798+24=822
70+816=108,70+816=886
260+27=297,260+27=287
80+183=106,80+183=263
454+42=597,454+42=496
919+80=989,919+80=999
227+20=236,227+20=247
351+16=387,351+16=367
18+254=372,18+254=272
454+57=611,454+57=511
562+11=583,562+11=573
199+81=189,199+81=280
600+99=719,600+99=699
61+528=138,61+528=589
606+75=671,606+75=681
87+323=120,87+323=410
32+168=100,32+168=200
88+446=103,88+446=534
35+201=336,35+201=236
96+264=126,96+264=360
903+67=969,903+67=970
40+926=146,40+926=966
84+388=127,84+388=472
54+590=134,54+590=644
672+32=604,672+32=704
62+108=107,62+108=170
75+397=127,75+397=472
909+21=928,909+21=930
471+98=579,471+98=569
626+88=704,626+88=714
35+311=124,35+311=346
557+34=581,557+34=591
28+389=121,28+389=417
46+669=141,46+669=715
24+864=109,24+864=888
13+967=119,13+967=980
687+92=789,687+92=779
26+585=131,26+585=611
58+426=128,58+426=484
49+665=141,49+665=714
124+67=181,124+67=191
70+182=105,70+182=252
24+747=147,24+747=771
644+97=751,644+97=741
12+702=141,12+702=714
909+61=969,909+61=970
45+721=106,45+721=766
25+635=146,25+635=660
84+731=101,84+731=815
20+284=100,20+284=304
79+907=108,79+907=986
61+712=107,61+712=773
39+562=130,39+562=601
10+779=109,10+779=789
28+943=107,28+943=971
58+300=115,58+300=358
491+70=569,491+70=561
17+363=128,17+363=380
16+243=349,16+243=259
185+92=107,185+92=277
422+17=428,422+17=439
68+638=140,68+638=706
22+937=145,22+937=959
162+44=100,162+44=206
832+11=832,832+11=843
94+156=104,94+156=250
41+911=105,41+911=952
75+229=100,75+229=304
57+689=134,57+689=746
345+59=494,345+59=404
908+51=948,908+51=959
343+88=436,343+88=431
484+23=517,484+23=507
136+88=107,136+88=224
467+19=496,467+19=486
64+762=102,64+762=826
378+92=489,378+92=470
781+42=723,781+42=823
59+542=130,59+542=601
71+724=109,71+724=795
95+449=134,95+449=544
57+383=124,57+383=440
767+25=702,767+25=792
303+39=442,303+39=342
346+39=475,346+39=385
814+82=987,814+82=896
20+618=143,20+618=638
534+76=729,534+76=610
871+33=804,871+33=904
583+83=676,583+83=666
70+708=107,70+708=778
53+933=108,53+933=986
23+946=146,23+946=969
49+131=107,49+131=180
114+70=188,114+70=184
62+704=146,62+704=766
52+868=103,52+868=920
12+595=131,12+595=607
872+97=989,872+97=969
326+72=388,326+72=398
15+779=109,15+779=794
515+37=543,515+37=552
308+87=485,308+87=395
445+72=528,445+72=517
41+609=145,41+609=650
89+446=133,89+446=535
736+34=760,736+34=770
862+14=886,862+14=876
98+352=124,98+352=450
879+41=829,879+41=920
69+789=106,69+789=858
190+59=104,190+59=249
71+822=109,71+822=893
29+405=133,29+405=434
50+413=126,50+413=463
66+470=103,66+470=536
28+394=132,28+394=422
20+904=102,20+904=924
22+504=142,22+504=526
660+60=730,660+60=720
51+289=104,51+289=340
108+56=154,108+56=164
82+375=125,82+375=457
547+48=585,547+48=595
75+359=123,75+359=434
57+231=108,57+231=288
52+158=101,52+158=210
70+370=104,70+370=440
99+208=397,99+208=307
89+512=130,89+512=601
54+653=140,54+653=707
607+63=660,607+63=670
824+69=983,824+69=893
26+194=102,26+194=220
45+593=133,45+593=638
33+626=145,33+626=659
220+18=328,220+18=238
74+747=102,74+747=821
45+381=122,45+381=426
43+943=148,43+943=986
78+389=126,78+389=467
39+903=104,39+903=942
535+36=562,535+36=571
86+109=109,86+109=195
97+589=148,97+589=686
22+295=101,22+295=317
45+834=147,45+834=879
62+690=146,62+690=752
739+30=759,739+30=769
76+235=100,76+235=311
28+268=396,28+268=296
79+386=126,79+386=465
50+726=147,50+726=776
40+503=134,40+503=543
40+290=113,40+290=330
593+82=685,593+82=675
36+266=100,36+266=302
909+10=819,909+10=919
18+549=135,18+549=567
20+271=109,20+271=291
86+289=485,86+289=375
28+782=101,28+782=810
372+85=467,372+85=457
422+54=466,422+54=476
70+711=108,70+711=781
70+325=129,70+325=395
83+726=140,83+726=809
66+858=102,66+858=924
917+18=925,917+18=935
89+429=131,89+429=518
664+76=750,664+76=740
67+403=107,67+403=470
80+156=103,80+156=236
20+111=103,20+111=131
528+76=694,528+76=604
906+29=934,906+29=935
550+85=636,550+85=635
155+70=102,155+70=225
257+31=388,257+31=288
451+18=489,451+18=469
667+86=763,667+86=753
33+772=100,33+772=805
627+31=648,627+31=658
662+55=727,662+55=717
80+874=105,80+874=954
237+19=346,237+19=256
34+823=105,34+823=857
16+251=357,16+251=267
370+60=438,370+60=430
91+864=135,91+864=955
549+11=569,549+11=560
45+418=126,45+418=463
67+478=124,67+478=545
579+31=619,579+31=610
521+89=690,521+89=610
57+791=104,57+791=848
509+75=684,509+75=584
61+147=100,61+147=208
24+206=104,24+206=230
46+304=114,46+304=350
116+91=100,116+91=207
49+286=103,49+286=335
92+453=134,92+453=545
90+520=131,90+520=610
36+901=103,36+901=937
147+43=108,147+43=190
27+903=102,27+903=930
65+801=106,65+801=866
81+685=106,81+685=766
99+793=139,99+793=892
32+625=145,32+625=657
589+94=693,589+94=683
825+89=904,825+89=914
195+79=107,195+79=274
49+852=149,49+852=901
61+163=102,61+163=224
341+37=387,341+37=378
790+13=703,790+13=803
57+596=135,57+596=653
63+706=146,63+706=769
460+83=563,460+83=543
69+435=120,69+435=504
92+468=136,92+468=560
832+99=932,832+99=931
98+582=138,98+582=680
193+56=103,193+56=249
388+31=429,388+31=419
63+139=100,63+139=202
54+445=109,54+445=499
823+88=901,823+88=911
54+823=107,54+823=877
18+514=132,18+514=532
107+92=190,107+92=199
27+672=149,27+672=699
10+385=129,10+385=395
374+25=309,374+25=399
102+24=136,102+24=126
129+42=154,129+42=171
750+90=849,750+90=840
52+628=148,52+628=680
67+926=189,67+926=993
430+73=523,430+73=503
552+87=648,552+87=639
49+355=129,49+355=404
37+685=132,37+685=722
51+784=103,51+784=835
546+77=624,546+77=623
37+376=121,37+376=413
134+24=137,134+24=158
20+971=109,20+971=991
81+242=102,81+242=323
64+250=100,64+250=314
453+98=461,453+98=551
756+53=709,756+53=809
85+167=105,85+167=252
70+674=134,70+674=744
71+324=109,71+324=395
89+812=100,89+812=901
61+687=105,61+687=748
37+416=124,37+416=453
82+861=104,82+861=943
518+22=530,518+22=540
63+303=113,63+303=366
55+437=129,55+437=492
47+835=108,47+835=882
641+78=728,641+78=719
209+16=325,209+16=225
884+15=809,884+15=899
19+273=382,19+273=292
492+76=668,492+76=568
46+317=116,46+317=363
95+286=481,95+286=381
44+280=102,44+280=324
104+55=150,104+55=159
78+376=125,78+376=454
48+557=139,48+557=605
72+300=111,72+300=372
90+649=144,90+649=739
85+182=106,85+182=267
68+823=109,68+823=891
14+106=104,14+106=120
41+268=100,41+268=309
627+84=701,627+84=711
873+80=963,873+80=953
33+352=118,33+352=385
31+462=129,31+462=493
78+507=138,78+507=585
38+223=351,38+223=261
194+49=104,194+49=243
772+82=864,772+82=854
603+87=789,603+87=690
86+165=105,86+165=251
556+96=662,556+96=652
38+504=133,38+504=542
324+59=373,324+59=383
64+438=120,64+438=502
20+340=125,20+340=360
628+47=665,628+47=675
11+529=134,11+529=540
650+50=710,650+50=700
889+21=819,889+21=910
84+115=109,84+115=199
30+513=134,30+513=543
133+12=133,133+12=145
81+273=105,81+273=354
27+375=120,27+375=402
76+115=109,76+115=191
552+62=624,552+62=614
311+94=385,311+94=405
125+10=1
2,125+10=135
106+26=131,106+26=132
70+126=109,70+126=196
23+179=100,23+179=202
38+633=147,38+633=671
645+87=733,645+87=732
513+21=523,513+21=534
65+219=108,65+219=284
34+309=114,34+309=343
436+33=459,436+33=469
830+49=888,830+49=879
555+64=629,555+64=619
30+345=126,30+345=375
64+545=130,64+545=609
30+849=108,30+849=879
122+83=197,122+83=205
277+94=381,277+94=371
37+712=104,37+712=749
24+963=108,24+963=987
71+317=108,71+317=388
628+79=797,628+79=707
439+46=475,439+46=485
94+361=125,94+361=455
73+533=130,73+533=606
91+879=107,91+879=970
92+539=143,92+539=631
43+828=147,43+828=871
368+52=430,368+52=420
42+882=102,42+882=924
484+88=672,484+88=572
492+24=526,492+24=516
73+557=133,73+557=630
28+201=329,28+201=229
45+585=133,45+585=630
47+180=102,47+180=227
61+736=149,61+736=797
544+85=639,544+85=629
223+93=102,223+93=316
794+96=880,794+96=890
62+812=107,62+812=874
23+442=126,23+442=465
72+447=101,72+447=519
876+75=105,876+75=951
267+51=328,267+51=318
33+671=140,33+671=704
695+47=732,695+47=742
58+369=123,58+369=427
81+187=368,81+187=268
751+34=795,751+34=785
195+91=108,195+91=286
68+260=102,68+260=328
88+728=101,88+728=816
836+12=838,836+12=848
688+15=603,688+15=703
149+61=100,149+61=210
193+55=103,193+55=248
310+38=448,310+38=348
82+210=109,82+210=292
47+509=135,47+509=556
38+449=138,38+449=487
20+372=129,20+372=392
90+216=109,90+216=306
644+35=678,644+35=679
63+382=123,63+382=445
93+243=123,93+243=336
41+673=141,41+673=714
863+66=939,863+66=929
55+269=103,55+269=324
165+61=103,165+61=226
123+50=163,123+50=173
79+354=123,79+354=433
127+23=137,127+23=150
29+146=107,29+146=175
179+23=100,179+23=202
42+213=115,42+213=255
593+69=762,593+69=662
43+385=122,43+385=428
70+177=104,70+177=247
336+24=350,336+24=360
113+54=168,113+54=167
28+905=103,28+905=933
357+45=403,357+45=402
46+128=107,46+128=174
38+621=145,38+621=659
58+126=108,58+126=184
166+56=101,166+56=222
81+406=109,81+406=487
23+223=114,23+223=246
504+41=645,504+41=545
11+239=350,11+239=250
805+85=980,805+85=890
944+52=100,944+52=996
262+53=325,262+53=315
20+287=100,20+287=307
157+14=181,157+14=171
22+625=144,22+625=647
91+803=109,91+803=894
939+20=949,939+20=959
684+85=779,684+85=769
50+236=108,50+236=286
706+85=781,706+85=791
51+892=104,51+892=943
12+588=130,12+588=600
81+880=126,81+880=961
802+93=985,802+93=895
19+686=140,19+686=705
80+757=123,80+757=837
49+243=109,49+243=292
31+551=138,31+551=582
542+50=692,542+50=592
46+826=147,46+826=872
45+464=100,45+464=509
29+322=114,29+322=351
21+916=103,21+916=937
30+127=105,30+127=157
147+37=174,147+37=184
49+887=133,49+887=936
133+44=167,133+44=177
85+379=126,85+379=464
68+580=125,68+580=648
66+208=384,66+208=274
65+103=106,65+103=168
50+928=186,50+928=978
280+97=386,280+97=377
28+221=349,28+221=249
658+97=765,658+97=755
417+97=524,417+97=514
23+581=140,23+581=604
357+12=389,357+12=369
194+58=104,194+58=252
10+549=135,10+549=559
19+246=355,19+246=265
59+479=124,59+479=538
78+494=137,78+494=572
62+834=109,62+834=896
62+606=146,62+606=668
87+512=139,87+512=599
43+542=138,43+542=585
27+963=109,27+963=990
928+10=828,928+10=938
547+95=663,547+95=642
84+433=101,84+433=517
75+496=137,75+496=571
109+76=184,109+76=185
32+467=139,32+467=499
87+417=100,87+417=504
450+79=538,450+79=529
13+707=143,13+707=720
47+495=134,47+495=542
619+32=642,619+32=651
90+237=112,90+237=327
62+310=110,62+310=372
88+753=124,88+753=841
45+711=105,45+711=756
434+75=609,434+75=509
17+452=134,17+452=469
23+903=102,23+903=926
28+954=108,28+954=982
440+65=605,440+65=505
221+11=221,221+11=232
63+110=106,63+110=173
54+293=124,54+293=347
15+131=105,15+131=146
880+34=814,880+34=914
52+866=102,52+866=918
303+46=348,303+46=349
73+869=104,73+869=942
463+61=634,463+61=524
50+435=128,50+435=485
19+605=140,19+605=624
40+466=120,40+466=506
137+15=130,137+15=152
22+745=146,22+745=767
427+72=489,427+72=499
21+899=102,21+899=920
52+856=100,52+856=908
69+637=140,69+637=706
940+53=983,940+53=993
12+367=128,12+367=379
27+885=101,27+885=912
493+24=527,493+24=517
46+598=134,46+598=644
24+881=100,24+881=905
623+63=676,623+63=686
796+96=882,796+96=892
37+178=101,37+178=215
75+648=142,75+648=723
500+35=635,500+35=535
36+557=139,36+557=593
433+60=673,433+60=493
621+20=631,621+20=641
61+797=105,61+797=858
45+494=133,45+494=539
28+249=377,28+249=277
106+42=147,106+42=148
563+89=762,563+89=652
78+535=131,78+535=613
84+735=141,84+735=819
217+45=252,217+45=262
62+173=103,62+173=235
92+452=134,92+452=544
532+41=563,532+41=573
94+519=140,94+519=613
119+55=101,119+55=174
244+75=329,244+75=319
806+14=810,806+14=820
415+28=433,415+28=443
76+264=103,76+264=340
69+614=138,69+614=683
47+151=108,47+151=198
81+825=100,81+825=906
56+193=104,56+193=249
78+449=132,78+449=527
169+71=249,169+71=240
181+73=101,181+73=254
65+303=116,65+303=368
512+87=598,512+87=599
33+806=103,33+806=839
66+618=148,66+618=684
77+633=130,77+633=710
27+745=147,27+745=772
93+769=106,93+769=862
545+58=693,545+58=603
940+19=969,940+19=959
90+592=138,90+592=682
11+440=134,11+440=451
10+263=373,10+263=273
142+71=101,142+71=213
41+284=102,41+284=325
70+925=109,70+925=995
18+433=134,18+433=451
35+173=100,35+173=208
44+443=128,44+443=487
55+499=135,55+499=554
830+83=923,830+83=913
11+316=122,11+316=327
30+777=100,30+777=807
13+464=128,13+464=477
98+625=141,98+625=723
76+895=107,76+895=971
56+791=104,56+791=847
65+375=124,65+375=440
52+596=134,52+596=648
97+639=143,97+639=736
728+20=738,728+20=748
99+427=132,99+427=526
767+41=708,767+41=808
88+310=119,88+310=398
374+22=397,374+22=396
324+69=383,324+69=393
10+669=138,10+669=679
55+832=108,55+832=887
50+265=102,50+265=315
52+306=115,52+306=358
65+107=107,65+107=172
76+412=109,76+412=488
307+54=351,307+54=361
121+96=107,121+96=217
80+689=147,80+689=769
43+552=128,43+552=595
43+271=100,43+271=314
31+246=367,31+246=277
956+10=976,956+10=966
462+97=568,462+97=559
97+283=107,97+283=380
37+772=100,37+772=809
451+55=526,451+55=506
16+718=148,16+718=734
324+23=337,324+23=347
508+32=530,508+32=540
320+82=482,320+82=402
498+70=566,498+70=568
67+288=106,67+288=355
26+139=106,26+139=165
92+527=141,92+527=619
41+815=105,41+815=856
43+513=125,43+513=556
189+30=229,189+30=219
90+886=137,90+886=976
455+72=528,455+72=527
62+887=105,62+887=949
87+317=120,87+317=404
863+27=880,863+27=890
86+156=742,86+156=242
23+515=133,23+515=538
85+746=133,85+746=831
64+820=107,64+820=884
216+17=223,216+17=233
50+716=106,50+716=766
65+659=142,65+659=724
762+27=708,762+27=789
807+37=834,807+37=844
107+59=100,107+59=166
760+26=797,760+26=786
37+484=132,37+484=521
879+38=817,879+38=917
816+86=992,816+86=902
72+277=104,72+277=349
326+37=353,326+37=363
