74875/75000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.0, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 5000, 'eval_interval': 100, 'min_lr': 5e-05, 'max_lr': 0.0005, 'warmup_iters': 150, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 1, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': True, 'resample_data': True, 'name': 'reversed_addition_dollar_signs_true_1_resampled'}
$191+506=795$,$191+506=796$
$191+504=595$,$191+504=596$
$191+402=394$,$191+402=395$
$190+409=994$,$190+409=995$
$5+555=0611,$5+555=065$
$8+642=0411,$8+642=056$
$9+894=3001,$9+894=309$
$9+371=0831,$9+371=083$
$8+773=1871,$8+773=187$
$8+875=3881,$8+875=388$
$9+857=6641,$9+857=668$
$2+403=505$,$2+403=504$
$209+0=903$,$209+0=902$
$9+643=2511,$9+643=256$
$9+848=759$,$9+848=758$
$9+779=8871,$9+779=887$
$9+861=0741,$9+861=078$
$205+0=503$,$205+0=502$
$9+593=2061,$9+593=206$
$8+645=3561,$8+645=356$
$9+859=869$,$9+859=868$
$9+293=2031,$9+293=203$
$8+782=0971,$8+782=097$
$174+0=481$,$174+0=471$
$9+151=0611,$9+151=061$
$9+850=9581,$9+850=958$
$9+583=2951,$9+583=295$
$9+576=5851,$9+576=585$
$9+413=2241,$9+413=224$
$8+832=0481,$8+832=048$
$8+706=4171,$8+706=417$
$9+455=469$,$9+455=464$
$931+0=149$,$931+0=139$
$9+534=3451,$9+534=345$
$81+99=091$,$81+99=081$
$9+805=4181,$9+805=418$
$9+809=8181,$9+809=818$
$9+323=2331,$9+323=233$
$91+89=091$,$91+89=081$
$9+612=1261,$9+612=126$
$9+577=6851,$9+577=685$
$8+791=9971,$8+791=997$
$1+562=3611,$1+562=365$
$9+363=2731,$9+363=273$
$9+651=0611,$9+651=066$
$1+564=5611,$1+564=565$
$5+562=7611,$5+562=765$
$491+9=015$,$491+9=005$
$9+631=0411,$9+631=046$
$9+782=1971,$9+782=197$
$8+812=0281,$8+812=028$
$8+701=9071,$8+701=907$
$9+851=0641,$9+851=068$
$4+562=6611,$4+562=665$
$8+373=1831,$8+373=183$
$9+971=0891,$9+971=089$
$9+383=2931,$9+383=293$
$9+543=2511,$9+543=255$
$7+746=3571,$7+746=357$
$9+981=0991,$9+981=099$
$9+840=9481,$9+840=948$
$7+766=3771,$7+766=377$
$9+111=0211,$9+111=021$
$9+866=5781,$9+866=578$
$9+692=1961,$9+692=107$
$9+765=4771,$9+765=477$
$8+866=4781,$8+866=478$
$8+806=4181,$8+806=418$
$9+733=2471,$9+733=247$
$9+887=6981,$9+887=698$
$8+844=2581,$8+844=258$
$7+814=1281,$7+814=128$
$9+642=1411,$9+642=156$
$8+845=3581,$8+845=358$
$8+565=3751,$8+565=375$
$8+833=1481,$8+833=148$
$9+289=8921,$9+289=892$
$9+882=1981,$9+882=198$
$8+658=6611,$8+658=666$
$9+231=0421,$9+231=042$
$9+585=4951,$9+585=495$
$9+667=6761,$9+667=676$
$9+783=2971,$9+783=297$
$7+244=142$,$7+244=152$
$9+641=0411,$9+641=056$
$9+314=3231,$9+314=323$
$18+842=168$,$18+842=068$
$58+782=148$,$58+782=048$
$28+932=169$,$28+932=069$
$68+872=149$,$68+872=049$
$95+415=0151,$95+415=015$
$89+221=0131,$89+221=013$
$28+582=116$,$28+582=016$
$38+782=128$,$38+782=028$
$48+832=188$,$48+832=088$
$68+592=166$,$68+592=066$
$47+593=146$,$47+593=046$
$90+221=1131,$90+221=113$
$48+542=195$,$48+542=095$
$91+839=0301,$91+839=039$
$92+839=1301,$92+839=139$
$28+772=108$,$28+772=008$
$68+482=155$,$68+482=055$
$28+952=189$,$28+952=089$
$48+272=123$,$48+272=023$
$48+942=199$,$48+942=099$
$97+313=0141,$97+313=014$
$78+482=165$,$78+482=065$
$28+792=128$,$28+792=028$
$97+599=6951,$97+599=696$
$58+432=194$,$58+432=094$
$90+123=3121,$90+123=312$
$38+862=109$,$38+862=009$
$48+582=136$,$48+582=036$
$93+988=1901$,$93+988=1801$
$84+996=0901$,$84+996=0801$
$68+982=1501$,$68+982=0501$
$92+988=0901$,$92+988=0801$
$48+992=1401$,$48+992=0401$
$38+962=1001$,$38+962=0001$
$90+995=5901$,$90+995=5801$
$10+0=00$,$10+0=01$
$39+0=92$,$39+0=93$
$19+0=90$,$19+0=91$
$31+0=12$,$31+0=13$
