74801/75000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.0, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 5000, 'eval_interval': 100, 'min_lr': 5e-05, 'max_lr': 0.0005, 'warmup_iters': 150, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 4, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': True, 'resample_data': True, 'name': 'reversed_addition_dollar_signs_true_4_resampled'}
$35+229=562$,$35+229=462$
$10+302=203$,$10+302=213$
$99+892=1901,$99+892=199$
$55+219=572$,$55+219=472$
$10+602=206$,$10+602=216$
$400+35=434$,$400+35=534$
$10+504=405$,$10+504=415$
$803+15=718$,$803+15=818$
$15+299=513$,$15+299=413$
$10+405=504$,$10+405=514$
$130+26=551$,$130+26=651$
$10+304=403$,$10+304=413$
$99+804=3001,$99+804=309$
$10+603=306$,$10+603=316$
$10+404=404$,$10+404=414$
$200+31=032$,$200+31=132$
$99+802=1001,$99+802=109$
$99+861=0601,$99+861=069$
$626+13=836$,$626+13=936$
$98+312=013$,$98+312=014$
$41+650=096$,$41+650=196$
$109+502=106$,$109+502=116$
$109+701=008$,$109+701=018$
$311+198=015$,$311+198=905$
$154+203=754$,$154+203=753$
$209+704=309$,$209+704=319$
$210+502=207$,$210+502=217$
$221+199=124$,$221+199=024$
$239+113=254$,$239+113=253$
$300+301=006$,$300+301=106$
$309+302=106$,$309+302=116$
$157+204=164$,$157+204=163$
$209+503=207$,$209+503=217$
$400+201=006$,$400+201=106$
$300+601=009$,$300+601=109$
$208+703=109$,$208+703=119$
$116+203=914$,$116+203=913$
$147+204=154$,$147+204=153$
$609+502=1011$,$609+502=1111$
$909+702=1061$,$909+702=1161$
$409+702=1011$,$409+702=1111$
$911+298=0121$,$911+298=9021$
$909+102=1001$,$909+102=1101$
$9+762=077$,$9+762=177$
$8+119=821$,$8+119=721$
$4+710=407$,$4+710=417$
$9+900=9001,$9+900=909$
$6+310=603$,$6+310=613$
$599+9=805$,$599+9=806$
$9+202=102$,$9+202=112$
$6+304=003$,$6+304=013$
$930+4=539$,$930+4=439$
$1+210=012$,$1+210=112$
$51+60=011$,$51+60=111$
$549+1=054$,$549+1=055$
$5+259=562$,$5+259=462$
$132+2=432$,$132+2=431$
$31+70=001$,$31+70=101$
$132+9=142$,$132+9=141$
$509+2=114$,$509+2=115$
$1+800=$
8+,$1+800=108$
$780+2=387$,$780+2=287$
$6+122=721$,$6+122=821$
$3+710=307$,$3+710=317$
$7+311=803$,$7+311=813$
$7+292=982$,$7+292=992$
$5+115=022$,$5+115=021$
$41+60=001$,$41+60=101$
$1+960=069$,$1+960=169$
$6+392=883$,$6+392=893$
$459+0=953$,$459+0=954$
$4+312=603$,$4+312=613$
$5+129=531$,$5+129=431$
$980+7=889$,$980+7=789$
$974+6=099$,$974+6=089$
$6+410=604$,$6+410=614$
$6+404=004$,$6+404=014$
$7+510=705$,$7+510=715$
$5+189=591$,$5+189=491$
$990+5=699$,$990+5=599$
$379+0=972$,$379+0=973$
$449+0=943$,$449+0=944$
$7+129=731$,$7+129=631$
$1+200=002$,$1+200=102$
$1+520=025$,$1+520=125$
$6+179=681$,$6+179=581$
$7+112=811$,$7+112=911$
$1+350=053$,$1+350=153$
$1+480=084$,$1+480=184$
$6+139=641$,$6+139=541$
$1+310=013$,$1+310=113$
$696+9=607$,$696+9=507$
$7+503=005$,$7+503=015$
$4+810=408$,$4+810=418$
$6+610=606$,$6+610=616$
$940+8=949$,$940+8=849$
$794+6=108$,$794+6=008$
$104+4=802$,$104+4=801$
$29+0=03$,$29+0=92$
$90+4=59$,$90+4=49$
$90+1=09$,$90+1=19$
$80+6=78$,$80+6=68$
$6+10=6$,$6+10=61$
$80+8=98$,$80+8=88$
$7+11=8$,$7+11=81$
$7+10=7$,$7+10=71$
$1+60=06$,$1+60=16$
$12+7=9$,$12+7=91$
$5+20=5$,$5+20=52$
$69+5=57$,$69+5=47$
$13+3=6$,$13+3=61$
$1+50=05$,$1+50=15$
$80+1=08$,$80+1=18$
$12+4=6$,$12+4=61$
$17+0=7$,$17+0=71$
$16+0=6$,$16+0=61$
$7+20=7$,$7+20=72$
$16+2=8$,$16+2=81$
$10+8=8$,$10+8=81$
$40+1=04$,$40+1=14$
$13+1=4$,$13+1=41$
$16+3=9$,$16+3=91$
$14+5=9$,$14+5=91$
$14+1=5$,$14+1=51$
$80+4=58$,$80+4=48$
$12+0=2$,$12+0=21$
$26+3=82$,$26+3=92$
$11+5=6$,$11+5=61$
$11+8=9$,$11+8=91$
$13+5=8$,$13+5=81$
$20+1=02$,$20+1=12$
$13+4=7$,$13+4=71$
$90+8=99$,$90+8=89$
$79+0=08$,$79+0=97$
$12+6=8$,$12+6=81$
$3+12=5$,$3+12=51$
$14+4=8$,$14+4=81$
$50+1=05$,$50+1=15$
$39+0=04$,$39+0=93$
$99+0=001,$99+0=99$
$13+2=5$,$13+2=51$
$15+0=5$,$15+0=51$
$15+2=7$,$15+2=71$
$10+6=6$,$10+6=61$
$1+30=
$$,$1+30=13$
$17+1=8$,$17+1=81$
$16+1=7$,$16+1=71$
$11+2=3$,$11+2=31$
$10+7=7$,$10+7=71$
$60+6=76$,$60+6=66$
$9+11=01$,$9+11=02$
$9+17=61$,$9+17=62$
$90+6=79$,$90+6=69$
$69+4=47$,$69+4=37$
$60+1=06$,$60+1=16$
$10+4=4$,$10+4=41$
$6+11=7$,$6+11=71$
$15+3=8$,$15+3=81$
$11+3=4$,$11+3=41$
$59+0=06$,$59+0=95$
$15+1=6$,$15+1=61$
$12+5=7$,$12+5=71$
$13+6=9$,$13+6=91$
$10+1=01$,$10+1=11$
$2+10=2$,$2+10=21$
$60+7=86$,$60+7=76$
$70+7=87$,$70+7=77$
$8+10=8$,$8+10=81$
$49+0=05$,$49+0=94$
$13+0=3$,$13+0=31$
$15+4=9$,$15+4=91$
$9+10=9$,$9+10=91$
$80+7=88$,$80+7=78$
$70+6=77$,$70+6=67$
$6+20=6$,$6+20=62$
$51+30=08$,$51+30=18$
$21+40=06$,$21+40=16$
$41+40=08$,$41+40=18$
$31+60=09$,$31+60=19$
$19+16=43$,$19+16=53$
$21+50=07$,$21+50=17$
$41+30=07$,$41+30=17$
$31+50=08$,$31+50=18$
$11+16=62$,$11+16=72$
$11+26=63$,$11+26=73$
$31+30=06$,$31+30=16$
$30+31=06$,$30+31=16$
$11+50=06$,$11+50=16$
$41+50=09$,$41+50=19$
$96+5=10$,$96+5=101$
$97+6=30$,$97+6=301$
$98+4=20$,$98+4=201$
$95+8=30$,$95+8=301$
$96+7=30$,$96+7=301$
$95+7=20$,$95+7=201$
$97+7=40$,$97+7=401$
$96+6=20$,$96+6=201$
$94+7=10$,$94+7=101$
$97+5=20$,$97+5=201$
