24175/50000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_dollar_signs', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 4000, 'eval_interval': 100, 'min_lr': 6e-05, 'max_lr': 0.0006, 'warmup_iters': 2000, 'lr_decay_iters': 600000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'seed': 0, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 50000, 'use_dollar_signs': False, 'name': 'reversed_addition_dollar_signs_false_0'}
894+320=4221,894+320=4121
927+330=7421,927+330=7521
687+351=8201,687+351=8301
717+660=7041,717+660=7731
486+771=7421,486+771=7521
770+351=1121,770+351=1211
624+507=1321,624+507=1311
775+504=9821,775+504=9721
716+568=4131,716+568=4821
852+434=6721,852+434=6821
871+287=8611,871+287=8511
738+451=9911,738+451=9811
776+729=5151,776+729=5051
830+371=1031,830+371=1021
571+741=2031,571+741=2131
159+896=5601,159+896=5501
863+552=5041,863+552=5141
362+750=2121,362+750=2111
520+724=4321,520+724=4421
886+918=4181,886+918=4081
814+665=9051,814+665=9741
986+540=6151,986+540=6251
597+949=6351,597+949=6451
968+554=2141,968+554=2251
962+346=8921,962+346=8031
978+866=4381,978+866=4481
815+832=7361,815+832=7461
894+715=9161,894+715=9061
890+609=9051,890+609=9941
879+180=9601,879+180=9501
807+390=7821,807+390=7911
966+127=3801,966+127=3901
557+525=2701,557+525=2801
966+951=7091,966+951=7191
951+224=5611,951+224=5711
496+852=8231,496+852=8431
960+913=3771,960+913=3781
991+143=4211,991+143=4311
786+522=8231,786+522=8031
997+366=3531,997+366=3631
781+222=3201,781+222=3001
783+888=1861,783+888=1761
782+743=5151,782+743=5251
960+553=3051,960+553=3151
567+741=8921,567+741=8031
988+421=9141,988+421=9041
868+231=9801,868+231=9901
505+650=5411,505+650=5511
991+523=4241,991+523=4151
816+251=7801,816+251=7601
984+888=2871,984+888=2781
667+550=7021,667+550=7121
991+531=2241,991+531=2251
792+676=8441,792+676=8641
807+929=6471,807+929=6371
580+453=3201,580+453=3301
752+442=4811,752+442=4911
937+900=7371,937+900=7381
325+923=8321,325+923=8421
981+727=8161,981+727=8071
452+940=2831,452+940=2931
368+755=3121,368+755=3211
271+885=6611,271+885=6511
804+287=197,804+287=1901
391+856=7321,391+856=7421
980+661=1351,980+661=1461
886+730=6061,886+730=6161
727+458=5911,727+458=5811
902+374=6821,902+374=6721
999+605=4051,999+605=4061
976+892=8781,976+892=8681
878+876=4671,878+876=4571
772+567=9231,772+567=9331
674+982=6661,674+982=6561
555+844=9831,555+844=9931
477+980=7641,477+980=7541
757+959=6071,757+959=6171
786+615=1141,786+615=1041
868+147=5001,868+147=5101
587+846=3241,587+846=3341
594+688=2721,594+688=2821
579+775=4631,579+775=4531
998+864=2471,998+864=2681
676+558=4221,676+558=4321
583+856=9241,583+856=9341
722+682=4141,722+682=4041
576+462=8201,576+462=8301
783+746=9151,783+746=9251
498+799=7821,498+799=7921
881+716=7161,881+716=7951
463+729=2811,463+729=2911
248+964=2221,248+964=2121
317+791=8021,317+791=8011
885+161=6201,885+161=6401
377+672=9411,377+672=9401
810+563=3831,810+563=3731
805+592=7831,805+592=7931
884+967=1381,884+967=1581
731+868=9061,731+868=9951
146+947=3801,146+947=3901
873+743=6061,873+743=6161
951+693=4451,951+693=4461
609+847=6441,609+847=6541
791+743=4251,791+743=4351
534+830=4731,534+830=4631
682+447=9111,682+447=9211
987+229=6211,987+229=6121
574+955=9151,574+955=9251
683+671=4431,683+671=4531
784+568=2431,784+568=2531
197+918=5201,197+918=5111
728+771=9051,728+771=9941
359+840=9921,359+840=9911
565+748=3031,565+748=3131
682+441=3111,682+441=3211
469+849=8031,469+849=8131
700+896=6851,700+896=6951
792+514=6131,792+514=6031
873+768=1361,873+768=1461
934+910=4471,934+910=4481
872+549=1141,872+549=1241
500+501=1301,500+501=1001
892+117=9101,892+117=9001
939+290=8221,939+290=9221
781+623=4141,781+623=4041
237+875=2211,237+875=2111
710+943=3461,710+943=3561
725+408=3321,725+408=3311
268+767=5411,268+767=5301
350+855=5921,350+855=5021
876+812=8961,876+812=8861
204+833=7201,204+833=7301
984+667=1351,984+667=1561
805+560=5431,805+560=5631
593+931=4151,593+931=4251
900+856=6471,900+856=6571
867+147=4001,867+147=4101
530+492=2301,530+492=2201
866+758=4161,866+758=4261
363+779=2421,363+779=2411
500+967=7541,500+967=7641
690+652=2331,690+652=2431
377+668=5411,377+668=5401
631+923=4651,631+923=4551
698+798=6841,698+798=6941
167+855=2101,167+855=2201
874+621=5841,874+621=5941
894+411=5131,894+411=5031
765+563=8131,765+563=8231
878+635=3051,878+635=3151
703+729=2441,703+729=2341
899+478=7631,899+478=7731
926+831=7471,926+831=7571
256+756=2111,256+756=2101
253+756=9011,253+756=9001
793+664=7241,793+664=7541
983+970=4481,983+970=3591
687+344=1201,687+344=1301
312+956=8631,312+956=8621
468+956=4141,468+956=4241
579+456=5201,579+456=5301
865+452=7031,865+452=7131
775+993=8771,775+993=8671
902+330=3221,902+330=2321
789+839=8161,789+839=8261
776+796=2851,776+796=2751
978+360=8231,978+360=8331
183+890=4701,183+890=3701
581+458=9201,581+458=9301
700+958=8461,700+958=8561
728+778=6151,728+778=6051
964+665=9161,964+665=9261
401+630=1201,401+630=1301
984+378=2531,984+378=2631
975+950=5191,975+950=5291
408+967=5631,408+967=5731
623+929=2561,623+929=2551
999+154=3411,999+154=3511
300+758=8511,300+758=8501
814+399=3131,814+399=3121
176+901=7801,176+901=7701
778+896=4861,778+896=4761
794+642=6141,794+642=6341
675+951=6161,675+951=6261
784+321=5111,784+321=5011
681+645=6131,681+645=6231
791+278=9401,791+278=9601
727+875=2161,727+875=2061
763+761=4151,763+761=4251
927+637=4641,927+637=4651
888+219=7201,888+219=7011
813+952=5871,813+952=5671
603+653=6421,603+653=6521
322+933=5421,322+933=5521
893+855=8171,893+855=8471
691+950=1361,691+950=1461
576+643=9021,576+643=9121
772+541=3031,772+541=3131
875+931=6971,875+931=6081
880+698=8851,880+698=8751
989+470=8441,989+470=9541
599+800=9831,599+800=9931
234+845=9711,234+845=9701
787+544=1231,787+544=1331
651+655=6921,651+655=6031
750+646=6831,750+646=6931
927+728=5551,927+728=5561
687+569=6421,687+569=6521
858+643=1941,858+643=1051
890+565=5441,890+565=5541
313+965=8731,313+965=8721
482+669=1411,482+669=1511
706+843=9351,706+843=9451
816+538=4631,816+538=4531
898+714=2261,898+714=2161
954+140=4801,954+140=4901
766+960=6171,766+960=6271
716+448=4721,716+448=4611
562+866=8141,562+866=8241
392+983=5631,392+983=5731
821+852=3861,821+852=3761
987+346=3231,987+346=3331
852+921=3671,852+921=3771
193+958=1411,193+958=1511
947+928=5771,947+928=5781
992+205=784,992+205=7911
576+851=7141,576+851=7241
725+952=7861,725+952=7761
883+743=6161,883+743=6261
887+792=9861,887+792=9761
773+604=7831,773+604=7731
710+361=1801,710+361=1701
594+795=9431,594+795=9831
363+681=4411,363+681=4401
896+748=4361,896+748=4461
704+405=9021,704+405=9011
794+874=8461,794+874=8661
779+512=1031,779+512=1921
587+836=3141,587+836=3241
245+870=5121,245+870=5111
835+843=8861,835+843=8761
997+515=2141,997+515=2151
362+792=4521,362+792=4511
910+531=1341,910+531=1441
758+626=4731,758+626=4831
590+847=7241,590+847=7341
495+874=9531,495+874=9631
719+413=2221,719+413=2311
362+709=1711,362+709=1701
749+945=4861,749+945=4961
795+789=4751,795+789=4851
716+689=5141,716+689=5041
805+668=3441,805+668=3741
770+411=1821,770+411=1811
302+903=5121,302+903=5021
811+855=6861,811+855=6661
769+554=3131,769+554=3231
911+611=2241,911+611=2251
751+253=499,751+253=4001
891+291=287,891+291=2811
820+219=9201,820+219=9301
389+858=7321,389+858=7421
956+952=8981,956+952=8091
994+981=5781,994+981=5791
774+818=2061,774+818=2951
654+447=1901,654+447=1011
782+352=4121,782+352=4311
795+412=7121,795+412=7021
690+666=6431,690+666=6531
310+791=1021,310+791=1011
559+647=6911,559+647=6021
979+985=4681,979+985=4691
976+361=7231,976+361=7331
475+769=4321,475+769=4421
461+840=1921,461+840=1031
299+782=1771,299+782=1801
193+961=4311,193+961=4511
893+960=4381,893+960=3581
688+565=3421,688+565=3521
375+759=4221,375+759=4311
887+955=2281,887+955=2481
489+858=7331,489+858=7431
