74424/75000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.0, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 5000, 'eval_interval': 100, 'min_lr': 5e-05, 'max_lr': 0.0005, 'warmup_iters': 150, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 2, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': True, 'resample_data': True, 'name': 'reversed_addition_dollar_signs_true_2_resampled'}
$260+952=1121$,$260+952=2121$
$889+619=7051$,$889+619=8051$
$910+952=1681$,$910+952=2681$
$508+572=9701$,$508+572=0801$
$280+972=1521$,$280+972=2521$
$980+842=1281$,$980+842=2281$
$689+409=7901$,$689+409=8901$
$990+682=1761$,$990+682=2761$
$170+862=1301$,$170+862=2301$
$910+742=1561$,$910+742=2561$
$970+842=1181$,$970+842=2181$
$598+519=6111$,$598+519=7111$
$920+672=1951$,$920+672=2951$
$990+692=1861$,$990+692=2861$
$640+762=1041$,$640+762=2041$
$889+819=7071$,$889+819=8071$
$789+259=7401$,$789+259=8401$
$599+509=7011$,$599+509=8011$
$580+792=1731$,$580+792=2731$
$799+339=7311$,$799+339=8311$
$879+319=7911$,$879+319=8911$
$989+209=7911$,$989+209=8911$
$990+662=1561$,$990+662=2561$
$390+952=1431$,$390+952=2431$
$288+719=6001$,$288+719=7001$
$850+852=1071$,$850+852=2071$
$589+529=7111$,$589+529=8111$
$710+480=0901$,$710+480=0911$
$820+862=1861$,$820+862=2861$
$799+249=7401$,$799+249=8401$
$190+962=1511$,$190+962=2511$
$418+582=999$,$418+582=0001$
$889+319=7021$,$889+319=8021$
$380+762=1411$,$380+762=2411$
$188+919=6011$,$188+919=7011$
$570+752=1231$,$570+752=2231$
$660+972=1361$,$660+972=2361$
$699+909=7061$,$699+909=8061$
$650+842=1941$,$650+842=2941$
$910+762=1761$,$910+762=2761$
$870+862=1371$,$870+862=2371$
$930+782=1171$,$930+782=2171$
$399+709=7011$,$399+709=8011$
$199+819=7101$,$199+819=8101$
$670+672=1431$,$670+672=2431$
$488+709=6911$,$488+709=7911$
$699+339=7301$,$699+339=8301$
$788+809=6951$,$788+809=7951$
$290+842=1311$,$290+842=2311$
$480+952=1341$,$480+952=2341$
