36838/50000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_dollar_signs', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 4000, 'eval_interval': 100, 'min_lr': 6e-05, 'max_lr': 0.0006, 'warmup_iters': 2000, 'lr_decay_iters': 600000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'seed': 4, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 50000, 'use_dollar_signs': False, 'name': 'plain_addition_dollar_signs_false_4'}
873+902=1675,873+902=1775
581+692=1274,581+692=1273
772+801=1574,772+801=1573
942+863=1705,942+863=1805
771+952=1724,771+952=1723
858+443=1201,858+443=1301
905+957=1762,905+957=1862
634+925=1569,634+925=1559
201+851=1054,201+851=1052
932+711=1544,932+711=1643
725+749=1475,725+749=1474
402+831=1234,402+831=1233
872+621=1494,872+621=1493
945+274=1229,945+274=1219
127+942=1079,127+942=1069
999+803=1702,999+803=1802
981+792=1774,981+792=1773
824+919=1753,824+919=1743
912+631=1544,912+631=1543
991+809=1700,991+809=1800
715+309=1025,715+309=1024
924+955=1889,924+955=1879
969+959=1925,969+959=1928
516+528=1045,516+528=1044
504+595=1199,504+595=1099
735+849=1585,735+849=1584
522+791=1314,522+791=1313
796+406=1102,796+406=1202
966+940=1806,966+940=1906
951+987=1838,951+987=1938
915+950=1765,915+950=1865
988+311=1399,988+311=1299
708+831=1549,708+831=1539
559+650=1219,559+650=1209
666+957=1624,666+957=1623
391+992=1384,391+992=1383
817+424=1251,817+424=1241
917+829=1756,917+829=1746
403+821=1225,403+821=1224
933+907=1740,933+907=1840
919+975=1794,919+975=1894
651+948=1699,651+948=1599
262+738=900,262+738=1000
534+517=1151,534+517=1051
878+464=1352,878+464=1342
805+807=1512,805+807=1612
836+900=1636,836+900=1736
802+441=1244,802+441=1243
597+677=1275,597+677=1274
451+946=1497,451+946=1397
878+264=1152,878+264=1142
827+275=1002,827+275=1102
961+891=1854,961+891=1852
684+412=1196,684+412=1096
826+776=1502,826+776=1602
309+770=1089,309+770=1079
947+102=1059,947+102=1049
504+670=1175,504+670=1174
923+985=1808,923+985=1908
697+601=1398,697+601=1298
409+690=1199,409+690=1099
749+742=1591,749+742=1491
961+160=1021,961+160=1121
332+951=1284,332+951=1283
262+742=904,262+742=1004
481+791=1274,481+791=1272
729+420=1159,729+420=1149
815+386=1101,815+386=1201
407+667=1075,407+667=1074
792+381=1174,792+381=1173
866+999=1765,866+999=1865
984+917=1801,984+917=1901
879+968=1857,879+968=1847
781+591=1374,781+591=1372
878+161=1049,878+161=1039
747+453=1100,747+453=1200
592+561=1154,592+561=1153
882+432=1315,882+432=1314
535+588=1124,535+588=1123
939+459=1498,939+459=1398
766+883=1659,766+883=1649
230+973=1103,230+973=1203
731+432=1164,731+432=1163
921+431=1354,921+431=1352
163+936=1199,163+936=1099
969+836=1705,969+836=1805
816+329=1155,816+329=1145
881+372=1254,881+372=1253
923+701=1525,923+701=1624
628+471=1009,628+471=1099
622+718=1350,622+718=1340
529+521=1150,529+521=1050
526+815=1351,526+815=1341
439+858=1397,439+858=1297
815+609=1425,815+609=1424
586+509=1195,586+509=1095
905+515=1430,905+515=1420
595+804=1499,595+804=1399
