37367/50000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_dollar_signs', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 4000, 'eval_interval': 100, 'min_lr': 6e-05, 'max_lr': 0.0006, 'warmup_iters': 2000, 'lr_decay_iters': 600000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'seed': 3, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 50000, 'use_dollar_signs': False, 'name': 'plain_addition_dollar_signs_false_3'}
944+254=1298,944+254=1198
809+549=1348,809+549=1358
896+604=1400,896+604=1500
627+692=1329,627+692=1319
106+990=1196,106+990=1096
726+674=1490,726+674=1400
891+409=1200,891+409=1300
768+513=1181,768+513=1281
925+167=1192,925+167=1092
595+921=1426,595+921=1516
743+853=1696,743+853=1596
742+525=1167,742+525=1267
891+628=1529,891+628=1519
804+858=1652,804+858=1662
241+857=1198,241+857=1098
969+732=1601,969+732=1701
529+569=1198,529+569=1098
940+819=1769,940+819=1759
752+521=1173,752+521=1273
591+911=1402,591+911=1502
827+892=1729,827+892=1719
993+810=1703,993+810=1803
796+521=1327,796+521=1317
531+682=1223,531+682=1213
696+908=1504,696+908=1604
811+401=1222,811+401=1212
550+623=1163,550+623=1173
716+943=1669,716+943=1659
930+255=1285,930+255=1185
990+720=1720,990+720=1710
992+620=1622,992+620=1612
991+315=1326,991+315=1306
409+902=1301,409+902=1311
830+983=1823,830+983=1813
759+514=1173,759+514=1273
852+343=1295,852+343=1195
629+657=1386,629+657=1286
826+560=1486,826+560=1386
397+920=1327,397+920=1317
553+647=1100,553+647=1200
891+238=1139,891+238=1129
951+241=1292,951+241=1192
942+577=1419,942+577=1519
953+157=1100,953+157=1110
693+517=1110,693+517=1210
749+510=1159,749+510=1259
580+543=1023,580+543=1123
986+419=1305,986+419=1405
579+598=1077,579+598=1177
796+606=1302,796+606=1402
730+395=1175,730+395=1125
620+449=1079,620+449=1069
100+987=1097,100+987=1087
589+931=1420,589+931=1520
272+835=1007,272+835=1107
750+988=1838,750+988=1738
810+469=1289,810+469=1279
643+452=1085,643+452=1095
515+597=1012,515+597=1112
826+570=1496,826+570=1396
570+639=1119,570+639=1209
868+452=1310,868+452=1320
990+730=1730,990+730=1720
892+305=1137,892+305=1197
887+713=1500,887+713=1600
850+748=1698,850+748=1598
693+607=1200,693+607=1300
976+626=1502,976+626=1602
589+412=901,589+412=1001
521+588=1019,521+588=1109
997+808=1705,997+808=1805
595+685=1180,595+685=1280
444+955=1499,444+955=1399
893+920=1823,893+920=1813
592+536=1038,592+536=1128
992+425=1427,992+425=1417
986+516=1402,986+516=1502
878+321=1299,878+321=1199
702+400=1142,702+400=1102
831+394=1275,831+394=1225
471+632=1003,471+632=1103
879+300=1129,879+300=1179
987+517=1404,987+517=1504
313+836=1159,313+836=1149
412+733=1155,412+733=1145
372+733=1005,372+733=1105
581+704=1275,581+704=1285
747+750=1597,747+750=1497
992+726=1728,992+726=1718
327+864=1291,327+864=1191
581+531=1012,581+531=1112
806+593=1499,806+593=1399
820+654=1574,820+654=1474
713+553=1166,713+553=1266
225+974=1299,225+974=1199
222+837=1069,222+837=1059
989+440=1329,989+440=1429
881+716=1587,881+716=1597
631+885=1526,631+885=1516
571+435=906,571+435=1006
334+865=1299,334+865=1199
890+926=1826,890+926=1816
697+409=1006,697+409=1106
762+956=1818,762+956=1718
942+573=1415,942+573=1515
851+402=1293,851+402=1253
911+590=1401,911+590=1501
192+834=1036,192+834=1026
990+802=1782,990+802=1792
833+686=1529,833+686=1519
594+810=1304,594+810=1404
283+818=1001,283+818=1101
681+935=1626,681+935=1616
879+930=1709,879+930=1809
672+430=1002,672+430=1102
598+720=1328,598+720=1318
580+821=1301,580+821=1401
726+793=1529,726+793=1519
822+672=1594,822+672=1494
534+584=1028,534+584=1118
390+737=1137,390+737=1127
383+831=1114,383+831=1214
573+456=1019,573+456=1029
837+259=1196,837+259=1096
995+512=1407,995+512=1507
971+700=1661,971+700=1671
496+904=1300,496+904=1400
929+969=1998,929+969=1898
884+931=1725,884+931=1815
853+394=1287,853+394=1247
585+520=1005,585+520=1105
460+709=1179,460+709=1169
881+238=1129,881+238=1119
433+594=1037,433+594=1027
766+961=1827,766+961=1727
304+948=1242,304+948=1252
898+823=1731,898+823=1721
480+836=1326,480+836=1316
820+311=1141,820+311=1131
891+700=1571,891+700=1591
535+783=1328,535+783=1318
276+833=1009,276+833=1109
320+809=1139,320+809=1129
330+879=1219,330+879=1209
191+898=1099,191+898=1089
904+357=1251,904+357=1261
910+189=1109,910+189=1099
846+883=1739,846+883=1729
904+249=1143,904+249=1153
675+432=1007,675+432=1107
259+931=1290,259+931=1190
587+913=1490,587+913=1500
608+846=1444,608+846=1454
801+549=1340,801+549=1350
899+703=1502,899+703=1602
335+956=1391,335+956=1291
806+346=1142,806+346=1152
487+513=990,487+513=1000
493+538=931,493+538=1031
363+935=1398,363+935=1298
820+394=1224,820+394=1214
821+408=1239,821+408=1229
592+577=1069,592+577=1169
533+492=1035,533+492=1025
973+539=1412,973+539=1512
582+583=1065,582+583=1165
903+999=1802,903+999=1902
890+732=1632,890+732=1622
893+925=1828,893+925=1818
827+765=1692,827+765=1592
724+566=1390,724+566=1290
758+508=1166,758+508=1266
332+697=1039,332+697=1029
888+719=1507,888+719=1607
435+962=1497,435+962=1397
613+487=1000,613+487=1100
792+709=1401,792+709=1501
559+843=1302,559+843=1402
684+719=1303,684+719=1403
995+922=1927,995+922=1917
186+982=1178,186+982=1168
950+599=1449,950+599=1549
451+848=1399,451+848=1299
496+628=1134,496+628=1124
945+594=1439,945+594=1539
715+634=1359,715+634=1349
488+716=1104,488+716=1204
989+421=1310,989+421=1410
693+926=1629,693+926=1619
892+633=1535,892+633=1525
971+394=1355,971+394=1365
563+454=1007,563+454=1017
429+866=1395,429+866=1295
905+993=1998,905+993=1898
593+520=1023,593+520=1113
590+424=1024,590+424=1014
983+635=1628,983+635=1618
213+957=1270,213+957=1170
598+591=1099,598+591=1189
797+327=1134,797+327=1124
933+282=1225,933+282=1215
978+591=1469,978+591=1569
733+881=1624,733+881=1614
750+647=1497,750+647=1397
583+845=1328,583+845=1428
757+985=1842,757+985=1742
577+629=1106,577+629=1206
685+617=1202,685+617=1302
790+485=1375,790+485=1275
896+508=1304,896+508=1404
759+676=1425,759+676=1435
830+284=1124,830+284=1114
584+932=1416,584+932=1516
610+929=1549,610+929=1539
520+549=1079,520+549=1069
494+616=1010,494+616=1110
859+347=1296,859+347=1206
598+930=1538,598+930=1528
944+384=1338,944+384=1328
591+423=1024,591+423=1014
895+705=1500,895+705=1600
832+185=1027,832+185=1017
751+746=1597,751+746=1497
831+188=1029,831+188=1019
898+620=1528,898+620=1518
901+450=1341,901+450=1351
581+624=1105,581+624=1205
909+355=1254,909+355=1264
790+926=1726,790+926=1716
635+584=1229,635+584=1219
598+598=1096,598+598=1196
830+463=1393,830+463=1293
903+802=1795,903+802=1705
627+666=1393,627+666=1293
825+567=1492,825+567=1392
874+935=1709,874+935=1809
345+950=1395,345+950=1295
836+463=1399,836+463=1299
734+864=1698,734+864=1598
413+828=1251,413+828=1241
202+989=1291,202+989=1191
208+948=1246,208+948=1156
621+518=1149,621+518=1139
635+755=1380,635+755=1390
886+516=1302,886+516=1402
436+963=1499,436+963=1399
348+945=1393,348+945=1293
465+636=1001,465+636=1101
218+974=1292,218+974=1192
644+584=1128,644+584=1228
991+634=1635,991+634=1625
422+628=1060,422+628=1050
