59722/75000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.0, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 5000, 'eval_interval': 100, 'min_lr': 5e-05, 'max_lr': 0.0005, 'warmup_iters': 150, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 0, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': False, 'resample_data': True, 'name': 'plain_addition_dollar_signs_false_0_resampled'}
613+990=1503,613+990=1603
799+579=1368,799+579=1378
764+434=1298,764+434=1198
788+870=1648,788+870=1658
965+710=1575,965+710=1675
481+689=1160,481+689=1170
846+162=908,846+162=1008
295+954=1149,295+954=1249
935+852=1687,935+852=1787
984+711=1595,984+711=1695
954+135=1099,954+135=1089
424+580=904,424+580=1004
993+207=1100,993+207=1200
881+802=1583,881+802=1683
299+957=1156,299+957=1256
984+692=1576,984+692=1676
884+124=908,884+124=1008
896+907=1703,896+907=1803
229+877=1006,229+877=1106
694+994=1588,694+994=1688
886+615=1401,886+615=1501
498+790=1188,498+790=1288
805+801=1506,805+801=1606
847+758=1505,847+758=1605
914+873=1687,914+873=1787
428+772=1100,428+772=1200
992+703=1595,992+703=1695
676+523=1299,676+523=1199
667+632=1399,667+632=1299
658+541=1299,658+541=1199
903+780=1583,903+780=1683
797+709=1406,797+709=1506
635+969=1504,635+969=1604
886+982=1858,886+982=1868
876+813=1589,876+813=1689
933+775=1608,933+775=1708
902+774=1576,902+774=1676
296+935=1131,296+935=1231
253+748=901,253+748=1001
346+660=906,346+660=1006
999+687=1586,999+687=1686
898+509=1307,898+509=1407
789+760=1539,789+760=1549
994+808=1702,994+808=1802
962+674=1536,962+674=1636
789+278=1057,789+278=1067
813+992=1705,813+992=1805
285+954=1139,285+954=1239
707+994=1601,707+994=1701
147+858=905,147+858=1005
722+477=1299,722+477=1199
401+599=990,401+599=1000
142+905=1037,142+905=1047
498+749=1147,498+749=1247
873+800=1573,873+800=1673
944+665=1509,944+665=1609
944+657=1501,944+657=1601
326+682=908,326+682=1008
522+576=1198,522+576=1098
434+866=1200,434+866=1300
975+705=1580,975+705=1680
668+430=1198,668+430=1098
925+475=1300,925+475=1400
255+996=1151,255+996=1251
981+687=1568,981+687=1668
906+770=1576,906+770=1676
947+101=1038,947+101=1048
815+962=1677,815+962=1777
819+983=1702,819+983=1802
235+967=1102,235+967=1202
195+909=1004,195+909=1104
444+561=905,444+561=1005
882+719=1501,882+719=1601
843+862=1605,843+862=1705
882+819=1601,882+819=1701
932+971=1803,932+971=1903
823+177=990,823+177=1000
368+890=1158,368+890=1258
959+670=1529,959+670=1629
992+600=1492,992+600=1592
251+754=906,251+754=1005
812+862=1574,812+862=1674
609+991=1500,609+991=1600
813+863=1576,813+863=1676
329+773=1002,329+773=1102
900+872=1672,900+872=1772
888+617=1405,888+617=1505
879+780=1559,879+780=1659
787+281=1058,787+281=1068
920+685=1505,920+685=1605
586+918=1404,586+918=1504
234+868=1002,234+868=1102
854+150=904,854+150=1004
665+531=1296,665+531=1196
935+873=1708,935+873=1808
932+852=1684,932+852=1784
611+482=1193,611+482=1093
992+666=1558,992+666=1658
718+885=1503,718+885=1603
942+642=1484,942+642=1584
939+767=1606,939+767=1706
834+874=1608,834+874=1708
984+817=1701,984+817=1801
953+685=1538,953+685=1638
978+659=1537,978+659=1637
791+209=990,791+209=1000
495+713=1108,495+713=1208
884+813=1597,884+813=1697
139+971=1100,139+971=1110
243+805=1038,243+805=1048
801+877=1578,801+877=1678
487+818=1205,487+818=1305
726+473=1299,726+473=1199
835+765=1500,835+765=1600
423+978=1301,423+978=1401
832+769=1501,832+769=1601
908+980=1788,908+980=1888
398+790=1088,398+790=1188
985+794=1679,985+794=1779
234+778=912,234+778=1012
874+133=907,874+133=1007
838+770=1508,838+770=1608
796+707=1403,796+707=1503
315+792=1007,315+792=1107
903+702=1505,903+702=1605
979+510=1389,979+510=1489
833+870=1603,833+870=1703
757+249=906,757+249=1006
935+780=1615,935+780=1715
878+724=1502,878+724=1602
689+817=1406,689+817=1506
844+556=1300,844+556=1400
898+620=1418,898+620=1518
487+790=1177,487+790=1277
294+892=1086,294+892=1186
829+511=1330,829+511=1340
978+630=1508,978+630=1608
946+962=1998,946+962=1908
849+754=1503,849+754=1603
434+970=1304,434+970=1404
942+663=1505,942+663=1605
659+535=1294,659+535=1194
872+795=1567,872+795=1667
545+859=1304,545+859=1404
912+996=1808,912+996=1908
892+783=1575,892+783=1675
206+994=1100,206+994=1200
917+884=1701,917+884=1801
785+682=1457,785+682=1467
853+747=1500,853+747=1600
942+785=1627,942+785=1727
972+812=1684,972+812=1784
703+994=1597,703+994=1697
976+611=1487,976+611=1587
554+540=1194,554+540=1094
306+894=1100,306+894=1200
569+523=1192,569+523=1092
658+438=1196,658+438=1096
757+540=1397,757+540=1297
880+890=1670,880+890=1770
957+722=1579,957+722=1679
899+503=1302,899+503=1402
959+649=1508,959+649=1608
559+540=1199,559+540=1099
883+806=1589,883+806=1689
789+578=1357,789+578=1367
894+965=1849,894+965=1859
172+828=900,172+828=1000
650+443=1193,650+443=1093
633+972=1505,633+972=1605
990+896=1786,990+896=1886
989+716=1605,989+716=1705
948+756=1604,948+756=1704
644+451=1195,644+451=1095
734+869=1503,734+869=1603
639+460=1199,639+460=1099
907+699=1506,907+699=1606
943+673=1516,943+673=1616
994+594=1488,994+594=1588
643+455=1198,643+455=1098
882+812=1594,882+812=1694
728+880=1508,728+880=1608
893+704=1497,893+704=1597
970+806=1676,970+806=1776
807+972=1679,807+972=1779
638+459=1197,638+459=1097
763+529=1392,763+529=1292
462+795=1157,462+795=1257
206+894=1000,206+894=1100
278+827=1005,278+827=1105
732+678=1400,732+678=1410
759+339=1198,759+339=1098
135+870=905,135+870=1005
902+790=1592,902+790=1692
839+965=1704,839+965=1804
235+994=1129,235+994=1229
962+970=1832,962+970=1932
870+709=1479,870+709=1579
457+842=1399,457+842=1299
789+778=1557,789+778=1567
988+800=1688,988+800=1788
723+973=1596,723+973=1696
398+810=1108,398+810=1208
995+709=1604,995+709=1704
812+994=1706,812+994=1806
823+865=1588,823+865=1688
901+883=1684,901+883=1784
673+425=1198,673+425=1098
915+887=1702,915+887=1802
819+889=1608,819+889=1708
317+784=1001,317+784=1101
966+622=1488,966+622=1588
188+989=1167,188+989=1177
945+655=1500,945+655=1600
993+814=1707,993+814=1807
906+899=1705,906+899=1805
914+973=1787,914+973=1887
836+870=1606,836+870=1706
359+940=1399,359+940=1299
608+995=1503,608+995=1603
792+992=1684,792+992=1784
881+273=1144,881+273=1154
654+538=1292,654+538=1192
496+745=1141,496+745=1241
288+969=1157,288+969=1257
729+811=1530,729+811=1540
892+887=1679,892+887=1779
905+893=1698,905+893=1798
891+809=1600,891+809=1700
206+798=904,206+798=1004
973+714=1587,973+714=1687
826+675=1401,826+675=1501
254+748=902,254+748=1002
911+893=1704,911+893=1804
195+808=903,195+808=1003
434+606=1030,434+606=1040
535+559=1194,535+559=1094
334+684=918,334+684=1018
934+760=1594,934+760=1694
697+990=1587,697+990=1687
853+823=1576,853+823=1676
885+703=1488,885+703=1588
996+713=1609,996+713=1709
255+944=1299,255+944=1199
968+634=1502,968+634=1602
672+426=1198,672+426=1098
242+916=1058,242+916=1158
999+648=1547,999+648=1647
911+793=1604,911+793=1704
295+834=1029,295+834=1129
293+812=1005,293+812=1105
594+707=1201,594+707=1301
658+536=1294,658+536=1194
932+693=1525,932+693=1625
359+937=1396,359+937=1296
471+729=1100,471+729=1200
218+990=1108,218+990=1208
944+774=1618,944+774=1718
995+790=1685,995+790=1785
905+786=1591,905+786=1691
886+181=1057,886+181=1067
837+664=1401,837+664=1501
801+978=1679,801+978=1779
534+869=1303,534+869=1403
437+964=1301,437+964=1401
553+539=1192,553+539=1092
258+917=1075,258+917=1175
389+889=1268,389+889=1278
360+934=1394,360+934=1294
972+717=1589,972+717=1689
317+883=1100,317+883=1200
739+268=907,739+268=1007
330+675=906,330+675=1005
396+904=1200,396+904=1300
894+894=1688,894+894=1788
873+807=1580,873+807=1680
624+979=1503,624+979=1603
973+627=1500,973+627=1600
986+518=1404,986+518=1504
289+957=1146,289+957=1246
924+683=1507,924+683=1607
506+899=1305,506+899=1405
901+906=1707,901+906=1807
912+899=1711,912+899=1811
818+989=1707,818+989=1807
957+646=1503,957+646=1603
934+569=1403,934+569=1503
442+858=1200,442+858=1300
784+892=1576,784+892=1676
629+461=1190,629+461=1090
889+808=1597,889+808=1697
893+610=1403,893+610=1503
945+658=1503,945+658=1603
143+857=900,143+857=1000
138+969=1007,138+969=1107
666+632=1398,666+632=1298
826+851=1577,826+851=1677
493+613=1006,493+613=1106
733+868=1501,733+868=1601
391+713=1004,391+713=1104
885+717=1502,885+717=1602
884+880=1754,884+880=1764
975+606=1481,975+606=1581
946+670=1516,946+670=1616
839+769=1508,839+769=1608
253+753=906,253+753=1006
870+900=1760,870+900=1770
436+771=1107,436+771=1207
398+909=1207,398+909=1307
712+975=1587,712+975=1687
896+899=1695,896+899=1795
524+877=1301,524+877=1401
559+637=1296,559+637=1196
813+876=1589,813+876=1689
935+853=1688,935+853=1788
238+965=1103,238+965=1203
789+971=1750,789+971=1760
655+436=1191,655+436=1091
598+602=1100,598+602=1200
608+892=1400,608+892=1500
903+698=1501,903+698=1601
897+504=1301,897+504=1401
829+976=1705,829+976=1805
977+682=1559,977+682=1659
641+556=1297,641+556=1197
882+792=1574,882+792=1674
336+866=1102,336+866=1202
810+876=1586,810+876=1686
238+770=908,238+770=1008
987+692=1579,987+692=1679
562+733=1395,562+733=1295
826+677=1403,826+677=1503
746+855=1501,746+855=1601
262+740=902,262+740=1002
702+987=1589,702+987=1689
493+753=1146,493+753=1246
391+817=1108,391+817=1208
392+857=1149,392+857=1249
870+708=1478,870+708=1578
516+885=1301,516+885=1401
806+894=1600,806+894=1700
922+784=1606,922+784=1706
834+873=1607,834+873=1707
845+162=907,845+162=1007
965+612=1477,965+612=1577
939+666=1505,939+666=1605
832+897=1629,832+897=1729
881+795=1576,881+795=1676
498+605=1003,498+605=1103
999+677=1576,999+677=1676
910+899=1709,910+899=1809
884+795=1579,884+795=1679
993+780=1673,993+780=1773
398+802=1100,398+802=1200
276+824=1000,276+824=1100
999+302=1201,999+302=1301
696+906=1502,696+906=1602
215+794=909,215+794=1009
851+831=1692,851+831=1682
245+857=1002,245+857=1102
922+962=1784,922+962=1884
392+713=1005,392+713=1105
884+165=1039,884+165=1049
912+994=1806,912+994=1906
839+161=990,839+161=1000
494+745=1139,494+745=1239
979+625=1504,979+625=1604
926+772=1598,926+772=1698
398+890=1188,398+890=1288
848+760=1508,848+760=1608
436+966=1302,436+966=1402
599+601=1100,599+601=1200
