68509/75000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.0, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 5000, 'eval_interval': 100, 'min_lr': 5e-05, 'max_lr': 0.0005, 'warmup_iters': 150, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 3, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': False, 'resample_data': True, 'name': 'reversed_addition_dollar_signs_false_3_resampled'}
51+217=867,51+217=862
28+252=087,28+252=082
51+933=480,51+933=489
10+269=977,10+269=972
43+934=770,43+934=779
41+132=377,41+132=371
71+908=976,71+908=979
71+791=266,71+791=268
301+19=024,301+19=023
24+668=297,24+668=296
82+229=117,82+229=113
83+705=886,83+705=887
97+324=126,97+324=124
14+294=807,14+294=803
53+826=976,53+826=978
91+673=466,91+673=467
61+357=816,61+357=814
36+400=635,36+400=634
87+500=780,87+500=785
65+109=477,65+109=471
19+871=097,19+871=098
20+882=200,20+882=209
62+881=340,62+881=349
66+888=450,66+888=459
19+530=946,19+530=945
70+208=877,70+208=872
23+832=556,23+832=558
51+303=457,51+303=453
15+414=927,15+414=924
82+850=230,82+850=239
45+423=867,45+423=864
69+811=087,69+811=088
108+82=081,108+82=091
47+295=247,47+295=243
48+930=870,48+930=879
32+811=346,32+811=348
11+151=267,11+151=261
65+232=797,65+232=792
41+295=637,41+295=633
46+647=397,46+647=396
43+515=856,43+515=855
25+945=070,25+945=079
35+494=926,35+494=925
11+809=029,11+809=028
86+519=500,86+519=506
74+317=197,74+317=193
58+821=977,58+821=978
30+747=776,30+747=777
37+502=936,37+502=935
83+717=000,83+717=008
50+874=420,50+874=429
69+431=007,69+431=005
656+89=548,656+89=547
97+509=600,97+509=606
14+537=156,14+537=155
58+442=007,58+442=005
509+51=055,509+51=065
74+487=166,74+487=165
27+439=667,27+439=664
89+606=597,89+606=596
54+757=110,54+757=118
88+773=160,88+773=168
27+860=789,27+860=788
14+593=707,14+593=706
19+842=167,19+842=168
18+967=580,18+967=589
430+80=016,430+80=015
35+336=177,35+336=173
24+436=066,24+436=064
54+581=537,54+581=536
88+752=040,88+752=048
16+528=446,16+528=445
55+767=226,55+767=228
33+937=070,33+937=079
90+328=816,90+328=814
96+231=727,96+231=723
92+882=470,92+882=479
67+826=397,67+826=398
23+299=227,23+299=223
20+237=757,20+237=752
84+375=957,84+375=954
85+444=926,85+444=925
67+388=557,67+388=554
43+386=927,43+386=924
84+808=297,84+808=298
45+217=267,45+217=262
26+464=097,26+464=094
64+188=257,64+188=252
49+398=747,49+398=744
14+574=886,14+574=885
28+461=987,28+461=984
50+173=327,50+173=322
25+725=056,25+725=057
82+290=277,82+290=273
68+374=247,68+374=244
35+936=170,35+936=179
35+644=977,35+644=976
59+130=987,59+130=981
15+287=207,15+287=203
21+555=676,21+555=675
59+239=897,59+239=892
72+658=036,72+658=037
74+164=837,74+164=832
21+854=576,21+854=578
80+728=800,80+728=808
61+327=887,61+327=883
21+923=450,21+923=449
10+817=729,10+817=728
96+733=926,96+733=928
74+120=497,74+120=491
81+348=927,81+348=924
66+230=697,66+230=692
29+166=597,29+166=591
90+868=850,90+868=859
27+283=017,27+283=013
77+782=950,77+782=958
46+687=336,46+687=337
48+496=446,48+496=445
58+249=707,58+249=703
18+122=047,18+122=041
43+106=947,43+106=941
92+886=870,92+886=879
28+134=267,28+134=261
91+842=330,91+842=339
28+785=317,28+785=318
64+213=777,64+213=772
84+442=626,84+442=625
17+210=727,17+210=722
54+813=766,54+813=768
34+732=666,34+732=667
29+522=157,29+522=155
12+268=087,12+268=082
37+655=297,37+655=296
16+860=677,16+860=678
21+490=116,21+490=115
86+580=660,86+580=666
38+536=477,38+536=475
30+305=535,30+305=533
35+373=807,35+373=804
92+779=176,92+779=178
56+757=310,56+757=318
