41303/50000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_dollar_signs', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 4000, 'eval_interval': 100, 'min_lr': 6e-05, 'max_lr': 0.0006, 'warmup_iters': 2000, 'lr_decay_iters': 600000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'seed': 2, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 50000, 'use_dollar_signs': True, 'name': 'reversed_addition_dollar_signs_true_2'}
$665+81=657$,$665+81=647$
$623+38=176$,$623+38=166$
$126+13=921$,$126+13=931$
$650+85=547$,$650+85=537$
$215+28=332$,$215+28=342$
$889+23=229$,$889+23=219$
$436+98=445$,$436+98=435$
$51+917=879$,$51+917=869$
$647+82=937$,$647+82=927$
$157+87=432$,$157+87=442$
$802+47=938$,$802+47=948$
$181+64=532$,$181+64=542$
$495+82=785$,$495+82=775$
$422+37=934$,$422+37=954$
$767+18=577$,$767+18=587$
$206+12=822$,$206+12=812$
$94+660=456$,$94+660=457$
$51+707=867$,$51+707=857$
$910+82=2001,$910+82=299$
$18+214=222$,$18+214=232$
$597+71=876$,$597+71=866$
$973+37=1201,$973+37=101$
$13+997=1301,$13+997=101$
$541+96=746$,$541+96=736$
$70+211=192$,$70+211=182$
$351+14=573$,$351+14=563$
$222+90=223$,$222+90=213$
$314+55=973$,$314+55=963$
$461+41=215$,$461+41=205$
$68+833=1$
$,$68+833=109$
$281+83=473$,$281+83=463$
$39+888=739$,$39+888=729$
$83+102=591$,$83+102=581$
$367+90=764$,$367+90=754$
$729+33=277$,$729+33=267$
$860+71=129$,$860+71=139$
$848+66=429$,$848+66=419$
$217+35=272$,$217+35=252$
$52+700=267$,$52+700=257$
$52+656=817$,$52+656=807$
$751+61=228$,$751+61=218$
$440+29=944$,$440+29=964$
$511+68=976$,$511+68=975$
$745+12=767$,$745+12=757$
$80+408=894$,$80+408=884$
$584+80=476$,$584+80=466$
$231+27=832$,$231+27=852$
$452+10=274$,$452+10=264$
$727+34=177$,$727+34=167$
$799+92=188$,$799+92=198$
$844+48=209$,$844+48=298$
$829+55=478$,$829+55=488$
$586+55=156$,$586+55=146$
$125+76=112$,$125+76=102$
$90+891=199$,$90+891=189$
$786+81=778$,$786+81=768$
$505+26=116$,$505+26=135$
$272+16=892$,$272+16=882$
$227+20=732$,$227+20=742$
$351+16=773$,$351+16=763$
$456+45=115$,$456+45=105$
$40+926=6101,$40+926=669$
$993+57=1301,$993+57=501$
$921+63=479$,$921+63=489$
$471+98=975$,$471+98=965$
$925+23=839$,$925+23=849$
$601+86=796$,$601+86=786$
$792+49=138$,$792+49=148$
$644+97=157$,$644+97=147$
$185+92=782$,$185+92=772$
$832+11=358$,$832+11=348$
$57+689=657$,$57+689=647$
$636+99=547$,$636+99=537$
$768+96=458$,$768+96=468$
$767+25=287$,$767+25=297$
$583+83=676$,$583+83=666$
$744+98=258$,$744+98=248$
$62+704=677$,$62+704=667$
$459+69=815$,$459+69=825$
$603+33=656$,$603+33=636$
$190+59=922$,$190+59=942$
$50+413=374$,$50+413=364$
$20+904=329$,$20+904=429$
$768+74=258$,$768+74=248$
$547+48=506$,$547+48=595$
$704+41=557$,$704+41=547$
$99+208=713$,$99+208=703$
$870+74=439$,$870+74=449$
$535+36=185$,$535+36=175$
