41016/50000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_dollar_signs', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 4000, 'eval_interval': 100, 'min_lr': 6e-05, 'max_lr': 0.0006, 'warmup_iters': 2000, 'lr_decay_iters': 600000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'seed': 3, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 50000, 'use_dollar_signs': True, 'name': 'reversed_addition_dollar_signs_true_3'}
$794+852=6471$,$794+852=6461$
$281+784=5701$,$281+784=5601$
$834+733=7661$,$834+733=7651$
$861+160=1101$,$861+160=1201$
$775+716=1951$,$775+716=1941$
$575+752=7241$,$575+752=7231$
$498+986=3841$,$498+986=4841$
$953+660=3171$,$953+660=3161$
$939+519=1541$,$939+519=8541$
$627+692=9141$,$627+692=9131$
$556+786=2441$,$556+786=2431$
$806+978=3871$,$806+978=4871$
$873+788=1671$,$873+788=1661$
$798+986=3871$,$798+986=4871$
$321+774=5011$,$321+774=5901$
$996+146=1411$,$996+146=2411$
$755+662=7051$,$755+662=7141$
$603+883=6941$,$603+883=6841$
$940+819=9581$,$940+819=9571$
$640+853=3951$,$640+853=3941$
$712+677=9931$,$712+677=9831$
$965+568=3251$,$965+568=3351$
$991+747=8381$,$991+747=8371$
$863+964=7181$,$863+964=7281$
$906+938=3481$,$906+938=4481$
$417+988=5141$,$417+988=5041$
$508+889=7041$,$508+889=7931$
$999+758=7581$,$999+758=7571$
$465+860=5131$,$465+860=5231$
$696+908=3061$,$696+908=4061$
$899+119=1101$,$899+119=8101$
$859+567=6251$,$859+567=6241$
$740+804=4461$,$740+804=4451$
$878+688=6661$,$878+688=6651$
$695+917=1161$,$695+917=2161$
$598+826=3241$,$598+826=4241$
$971+778=9481$,$971+778=9471$
$950+756=6081$,$950+756=6071$
$962+866=8291$,$962+866=8281$
$712+742=4551$,$712+742=4541$
$963+600=3551$,$963+600=3651$
$968+677=5471$,$968+677=5461$
$852+575=7251$,$852+575=7241$
$861+772=3371$,$861+772=3361$
$798+966=3671$,$798+966=4671$
$983+181=4711$,$983+181=4611$
$417+655=1701$,$417+655=2701$
$650+775=5251$,$650+775=5241$
$472+866=8341$,$472+866=8331$
$854+578=2351$,$854+578=2341$
$513+874=7931$,$513+874=7831$
$580+543=3221$,$580+543=3211$
$717+762=9751$,$717+762=9741$
$579+598=7721$,$579+598=7711$
$895+754=9471$,$895+754=9461$
$853+776=9271$,$853+776=9261$
$503+679=2911$,$503+679=2811$
$676+638=4141$,$676+638=4131$
$830+718=8461$,$830+718=8451$
$986+657=3471$,$986+657=3461$
$696+956=1561$,$696+956=2561$
$811+273=4901$,$811+273=4801$
$811+274=5901$,$811+274=5801$
$883+385=8721$,$883+385=8621$
$850+748=8961$,$850+748=8951$
$602+872=4841$,$602+872=4741$
$672+774=6451$,$672+774=6441$
$706+703=9051$,$706+703=9041$
$996+866=1681$,$996+866=2681$
$979+619=1951$,$979+619=8951$
$913+883=6081$,$913+883=6971$
$212+789=1101$,$212+789=1001$
$601+875=6841$,$601+875=6741$
$986+516=1051$,$986+516=2051$
$776+649=5251$,$776+649=5241$
$648+744=2941$,$648+744=2931$
$763+643=6051$,$763+643=6041$
$418+656=3701$,$418+656=4701$
$710+847=7561$,$710+847=7551$
$747+750=7951$,$747+750=7941$
$992+726=8181$,$992+726=8171$
$404+681=5901$,$404+681=5801$
$916+168=3801$,$916+168=4801$
$722+820=2461$,$722+820=2451$
$795+399=4011$,$795+399=4911$
$225+974=9021$,$225+974=9911$
$753+706=9551$,$753+706=9541$
$887+560=7451$,$887+560=7441$
$987+769=6581$,$987+769=6571$
$989+440=9141$,$989+440=9241$
$991+758=9481$,$991+758=9471$
$874+648=2261$,$874+648=2251$
$146+956=1011$,$146+956=2011$
$744+703=7451$,$744+703=7441$
$957+676=2361$,$957+676=3361$
$680+746=6251$,$680+746=6241$
$961+746=7081$,$961+746=7071$
$969+960=9191$,$969+960=9291$
$775+966=1481$,$775+966=1471$
$822+672=4051$,$822+672=4941$
$877+642=9161$,$877+642=9151$
$404+769=3611$,$404+769=3711$
$778+988=6681$,$778+988=6671$
$999+842=2481$,$999+842=1481$
$965+738=3081$,$965+738=3071$
$892+760=2571$,$892+760=2561$
$929+969=1981$,$929+969=8981$
$290+787=7801$,$290+787=7701$
$696+690=6041$,$696+690=6831$
$757+725=2851$,$757+725=2841$
$777+949=6281$,$777+949=6271$
$518+678=6021$,$518+678=6911$
$700+722=2251$,$700+722=2241$
$680+761=1451$,$680+761=1441$
$876+637=3161$,$876+637=3151$
$472+862=4341$,$472+862=4331$
$766+961=7171$,$766+961=7271$
$967+766=3381$,$967+766=3371$
$872+686=8561$,$872+686=8551$
$984+758=2481$,$984+758=2471$
$875+689=4661$,$875+689=4651$
$888+747=5371$,$888+747=5361$
$501+771=2821$,$501+771=2721$
$793+776=9661$,$793+776=9651$
$985+382=7731$,$985+382=7631$
$644+850=4951$,$644+850=4941$
$633+855=8851$,$633+855=8841$
$977+744=1281$,$977+744=1271$
$608+846=3541$,$608+846=4541$
$219+958=7611$,$219+958=7711$
$840+668=8061$,$840+668=8051$
$982+652=4371$,$982+652=4361$
$858+769=7271$,$858+769=7261$
$519+779=8031$,$519+779=8921$
$643+712=5541$,$643+712=5531$
$657+835=2951$,$657+835=2941$
$592+577=9621$,$592+577=9611$
$982+793=5781$,$982+793=5771$
$582+583=5621$,$582+583=5611$
$890+732=2271$,$890+732=2261$
$930+773=3081$,$930+773=3071$
$916+889=5181$,$916+889=5081$
$477+598=5711$,$477+598=5701$
$918+785=2071$,$918+785=3071$
$878+840=8181$,$878+840=8171$
$836+652=8851$,$836+652=8841$
$774+640=4151$,$774+640=4141$
$996+666=1661$,$996+666=2661$
$890+554=4451$,$890+554=4441$
$578+645=3231$,$578+645=3221$
$785+283=8701$,$785+283=8601$
$870+753=3271$,$870+753=3261$
$413+775=8911$,$413+775=8811$
$155+947=1011$,$155+947=2011$
$784+700=4851$,$784+700=4841$
$590+852=2451$,$590+852=2441$
$511+785=6031$,$511+785=6921$
$677+744=1251$,$677+744=1241$
$774+672=6451$,$774+672=6441$
$722+746=8651$,$722+746=8641$
$736+723=9551$,$736+723=9541$
$868+565=3251$,$868+565=3341$
$465+866=1341$,$465+866=1331$
$755+566=1131$,$755+566=1231$
$967+506=3641$,$967+506=3741$
$905+993=8091$,$905+993=8981$
$776+871=7471$,$776+871=7461$
$610+722=2341$,$610+722=2331$
$939+409=1431$,$939+409=8431$
$624+975=9061$,$624+975=9951$
$728+649=7631$,$728+649=7731$
$598+591=9021$,$598+591=9811$
