73249/75000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.0, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 5000, 'eval_interval': 100, 'min_lr': 5e-05, 'max_lr': 0.0005, 'warmup_iters': 150, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 1, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': True, 'resample_data': True, 'name': 'plain_addition_dollar_signs_true_1_resampled'}
$421+618=939$,$421+618=1039$
$914+796=1700$,$914+796=1710$
$392+698=1080$,$392+698=1090$
$522+509=931$,$522+509=1031$
$693+887=1570$,$693+887=1580$
$911+689=1500$,$911+689=1600$
$626+649=1175$,$626+649=1275$
$902+888=1780$,$902+888=1790$
$879+398=1278$,$879+398=1277$
$322+708=930$,$322+708=1030$
$200+807=907$,$200+807=1007$
$301+899=1100$,$301+899=1200$
$191+890=981$,$191+890=1081$
$524+509=933$,$524+509=1033$
$698+689=1287$,$698+689=1387$
$406+599=905$,$406+599=1005$
$893+107=900$,$893+107=1000$
$811+789=1500$,$811+789=1600$
$715+895=1600$,$715+895=1610$
$493+797=1280$,$493+797=1290$
$503+787=1280$,$503+787=1290$
$601+889=1480$,$601+889=1490$
$423+580=1002$,$423+580=1003$
$424+588=912$,$424+588=1012$
$305+714=1018$,$305+714=1019$
$614+396=1000$,$614+396=1010$
$704+296=900$,$704+296=1000$
$894+596=1480$,$894+596=1490$
$502+988=1480$,$502+988=1490$
$304+709=913$,$304+709=1013$
$925+914=1849$,$925+914=1839$
$941+779=1710$,$941+779=1720$
$648+639=1187$,$648+639=1287$
$904+886=1780$,$904+886=1790$
$932+962=1994$,$932+962=1894$
$789+848=1537$,$789+848=1637$
$315+708=923$,$315+708=1023$
$993+598=1581$,$993+598=1591$
$895+344=1249$,$895+344=1239$
$403+601=904$,$403+601=1004$
$300+705=905$,$300+705=1005$
$955+944=1999$,$955+944=1899$
$994+635=1639$,$994+635=1629$
$903+487=1380$,$903+487=1390$
$509+796=1205$,$509+796=1305$
$309+698=907$,$309+698=1007$
$302+799=1001$,$302+799=1101$
$926+973=1999$,$926+973=1899$
$205+795=900$,$205+795=1000$
$613+397=1000$,$613+397=1010$
$801+389=1180$,$801+389=1190$
$318+699=1007$,$318+699=1017$
$701+389=1080$,$701+389=1090$
$695+434=1139$,$695+434=1129$
$109+891=900$,$109+891=1000$
$213+798=911$,$213+798=1011$
$295+844=1149$,$295+844=1139$
$303+797=1000$,$303+797=1100$
$796+207=903$,$796+207=1003$
$214+788=902$,$214+788=1002$
$793+807=1500$,$793+807=1600$
$601+989=1580$,$601+989=1590$
$424+638=962$,$424+638=1062$
$304+703=907$,$304+703=1007$
$524+796=1310$,$524+796=1320$
$943+477=1410$,$943+477=1420$
$311+789=1000$,$311+789=1100$
$905+675=1570$,$905+675=1580$
$892+588=1470$,$892+588=1480$
$502+888=1380$,$502+888=1390$
$950+101=951$,$950+101=1051$
$942+957=1999$,$942+957=1899$
$492+808=1200$,$492+808=1300$
$506+499=905$,$506+499=1005$
$523+498=921$,$523+498=1021$
$813+440=1252$,$813+440=1253$
$694+955=1659$,$694+955=1649$
$601+789=1380$,$601+789=1390$
$525+785=1300$,$525+785=1310$
$499+596=995$,$499+596=1095$
$202+803=905$,$202+803=1005$
$788+840=1528$,$788+840=1628$
$404+602=906$,$404+602=1006$
$504+604=1107$,$504+604=1108$
$491+909=1300$,$491+909=1400$
$208+796=904$,$208+796=1004$
$989+208=1198$,$989+208=1197$
$412+649=961$,$412+649=1061$
$725+914=1649$,$725+914=1639$
$714+396=1100$,$714+396=1110$
$989+498=1488$,$989+498=1487$
$409+596=905$,$409+596=1005$
$621+379=900$,$621+379=1000$
$611+699=1300$,$611+699=1310$
$213+808=921$,$213+808=1021$
$405+602=907$,$405+602=1007$
$694+308=902$,$694+308=1002$
$595+434=1039$,$595+434=1029$
$509+797=1206$,$509+797=1306$
$792+609=1301$,$792+609=1401$
$893+297=1180$,$893+297=1190$
$424+586=1000$,$424+586=1010$
$905+685=1580$,$905+685=1590$
$414+598=912$,$414+598=1012$
$815+375=1180$,$815+375=1190$
$521+679=1100$,$521+679=1200$
$922+976=1998$,$922+976=1898$
$907+803=1700$,$907+803=1710$
$613+777=1380$,$613+777=1390$
$409+595=904$,$409+595=1004$
$799+940=1639$,$799+940=1739$
$892+888=1770$,$892+888=1780$
$200+803=903$,$200+803=1003$
$204+803=907$,$204+803=1007$
$195+808=903$,$195+808=1003$
$400+608=908$,$400+608=1008$
$814+196=1000$,$814+196=1010$
$425+598=923$,$425+598=1023$
$404+986=1380$,$404+986=1390$
$305+804=1108$,$305+804=1109$
$970+191=1061$,$970+191=1161$
$209+796=905$,$209+796=1005$
$305+710=915$,$305+710=1015$
$509+494=903$,$509+494=1003$
$301+704=905$,$301+704=1005$
$792+708=1400$,$792+708=1500$
$309+694=903$,$309+694=1003$
$601+979=1570$,$601+979=1580$
$395+605=900$,$395+605=1000$
$795+834=1639$,$795+834=1629$
$605+685=1280$,$605+685=1290$
$204+800=904$,$204+800=1004$
$623+587=1200$,$623+587=1210$
$895+634=1539$,$895+634=1529$
$799+838=1537$,$799+838=1637$
$765+843=1508$,$765+843=1608$
$706+684=1380$,$706+684=1390$
$987+910=1997$,$987+910=1897$
$424+628=952$,$424+628=1052$
$802+988=1780$,$802+988=1790$
$414+618=932$,$414+618=1032$
$905+185=1080$,$905+185=1090$
$507+499=906$,$507+499=1006$
$930+962=1992$,$930+962=1892$
$936+963=1999$,$936+963=1899$
$594+496=1080$,$594+496=1090$
$511+519=930$,$511+519=1030$
$405+785=1180$,$405+785=1190$
$305+705=1000$,$305+705=1010$
$203+800=903$,$203+800=1003$
$624+486=1100$,$624+486=1110$
$869+298=1168$,$869+298=1167$
$922+977=1999$,$922+977=1899$
$794+935=1739$,$794+935=1729$
$791+848=1539$,$791+848=1639$
$425+619=944$,$425+619=1044$
$412+609=921$,$412+609=1021$
$406+598=904$,$406+598=1004$
$993+297=1280$,$993+297=1290$
$405+610=915$,$405+610=1015$
$404+609=913$,$404+609=1013$
$611+499=1100$,$611+499=1110$
$603+587=1180$,$603+587=1190$
$625+685=1300$,$625+685=1310$
$310+690=900$,$310+690=1000$
$205+799=904$,$205+799=1004$
$609+797=1306$,$609+797=1406$
$105+895=900$,$105+895=1000$
$707+483=1180$,$707+483=1190$
$505+496=901$,$505+496=1001$
$393+807=1100$,$393+807=1200$
$953+940=1993$,$953+940=1893$
$522+508=930$,$522+508=1030$
$525+685=1200$,$525+685=1210$
$305+895=1100$,$305+895=1200$
$905+475=1370$,$905+475=1380$
$913+377=1280$,$913+377=1290$
$895+954=1859$,$895+954=1849$
$509+499=908$,$509+499=1008$
$993+599=1582$,$993+599=1592$
$424+637=961$,$424+637=1061$
$404+600=904$,$404+600=1004$
$806+584=1380$,$806+584=1390$
$701+489=1180$,$701+489=1190$
$777+831=1508$,$777+831=1608$
$914+296=1200$,$914+296=1210$
