26876/50000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_dollar_signs', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 4000, 'eval_interval': 100, 'min_lr': 6e-05, 'max_lr': 0.0006, 'warmup_iters': 2000, 'lr_decay_iters': 600000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'seed': 1, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 50000, 'use_dollar_signs': False, 'name': 'reversed_addition_dollar_signs_false_1'}
467+663=31,467+663=311
101+604=407,101+604=507
420+289=908,420+289=907
776+344=21,776+344=211
103+515=716,103+515=816
911+169=81,911+169=801
337+359=607,337+359=696
443+510=350,443+510=359
194+121=522,194+121=513
187+953=41,187+953=411
783+847=351,783+847=361
357+149=615,357+149=605
726+138=458,726+138=468
206+235=546,206+235=144
123+193=512,123+193=613
108+247=556,108+247=553
718+279=700,718+279=799
292+373=567,292+373=566
347+374=128,347+374=127
584+165=57,584+165=947
301+305=608,301+305=606
312+545=749,312+545=758
537+331=858,537+331=868
112+243=444,112+243=553
508+453=160,508+453=169
340+840=812,340+840=811
100+414=425,100+414=415
104+140=444,104+140=442
885+107=29,885+107=299
733+837=61,733+837=751
111+380=85,111+380=194
403+184=685,403+184=785
803+887=886,803+887=961
149+150=993,149+150=992
473+445=811,473+445=819
838+722=641,838+722=651
165+320=575,165+320=584
495+349=449,495+349=448
551+569=21,551+569=211
375+584=949,375+584=959
892+998=971,892+998=981
174+445=5
8,174+445=916
302+502=309,302+502=408
230+385=517,230+385=516
801+135=648,801+135=639
172+131=313,172+131=303
743+577=21,743+577=231
867+423=821,867+423=921
599+491=801,599+491=901
292+253=446,292+253=545
873+607=831,873+607=841
391+213=307,391+213=406
415+441=649,415+441=658
613+249=258,613+249=268
804+164=568,804+164=869
363+462=429,363+462=528
386+232=817,386+232=816
309+326=537,309+326=536
266+276=236,266+276=245
111+210=224,111+210=123
111+394=507,111+394=505
459+404=369,459+404=368
115+459=485,115+459=475
328+505=339,328+505=338
530+560=990,530+560=901
219+295=416,219+295=415
395+288=396,395+288=386
479+393=279,479+393=278
312+217=926,312+217=925
377+152=35,377+152=925
654+896=541,654+896=551
440+507=740,440+507=749
535+442=770,535+442=779
280+770=401,280+770=501
513+363=578,513+363=678
358+434=287,358+434=297
731+268=99,731+268=999
179+346=526,179+346=525
246+259=506,246+259=505
634+656=911,634+656=921
502+492=399,502+492=499
209+216=526,209+216=524
492+354=649,492+354=648
214+759=389,214+759=379
309+446=558,309+446=557
209+911=221,209+911=211
247+141=873,247+141=883
494+225=17,494+225=917
408+882=821,408+882=921
147+106=343,147+106=352
467+723=811,467+723=911
208+210=824,208+210=814
653+577=31,653+577=321
412+190=106,412+190=206
143+416=95,143+416=955
218+654=288,218+654=278
430+393=329,430+393=328
843+997=571,843+997=481
228+100=824,228+100=823
519+124=336,519+124=346
968+802=761,968+802=771
257+534=187,257+534=197
481+367=849,481+367=848
273+593=658,273+593=668
203+576=877,203+576=977
927+763=951,927+763=961
114+441=445,114+441=555
891+379=821,891+379=721
592+123=417,592+123=517
508+406=410,508+406=419
266+636=298,266+636=209
