66923/75000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.0, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 5000, 'eval_interval': 100, 'min_lr': 5e-05, 'max_lr': 0.0005, 'warmup_iters': 150, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 2, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': False, 'resample_data': True, 'name': 'reversed_addition_dollar_signs_false_2_resampled'}
150+927=8701,150+927=7701
920+206=7211,920+206=6211
730+317=8401,730+317=7401
240+817=8501,240+817=7501
382+729=2111,382+729=1111
783+990=2771,783+990=3771
511+804=5121,511+804=5131
151+917=9601,151+917=8601
944+532=6731,944+532=6741
621+550=1701,621+550=1711
701+513=4111,701+513=4121
721+684=5031,721+684=5041
583+990=2751,583+990=3751
497+681=9711,497+681=8711
991+419=1141,991+419=0141
492+539=2301,492+539=1301
498+691=0911,498+691=9811
595+695=1921,595+695=0921
495+695=1911,495+695=0911
492+589=2801,492+589=1801
611+602=3111,611+602=3121
697+809=6941,697+809=6051
611+720=1321,611+720=1331
596+694=1921,596+694=0921
611+640=1511,611+640=1521
944+411=5521,944+411=5531
979+219=7911,979+219=8911
530+717=8421,530+717=7421
711+640=1521,711+640=1531
601+539=0401,601+539=0411
830+428=9521,830+428=8521
501+521=229,501+521=2201
701+809=0141,701+809=0151
501+683=4801,501+683=4811
930+918=9481,930+918=8481
701+470=1701,701+470=1711
801+206=8001,801+206=7001
711+633=4421,711+633=4431
601+448=949,601+448=9401
711+532=3411,711+532=3421
397+681=9701,397+681=8701
529+680=9011,529+680=9021
511+850=1621,511+850=1631
472+759=2321,472+759=1321
801+490=1911,801+490=1921
112+892=5001,112+892=4001
472+589=2601,472+589=1601
721+679=0031,721+679=0041
711+589=0021,711+589=0031
397+692=0901,397+692=9801
783+798=1751,783+798=1851
692+429=2211,692+429=1211
699+985=5861,699+985=4861
288+719=7011,288+719=7001
711+581=2911,711+581=2921
