4925/50000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_dollar_signs', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 4000, 'eval_interval': 100, 'min_lr': 6e-05, 'max_lr': 0.0006, 'warmup_iters': 2000, 'lr_decay_iters': 600000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'seed': 4, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 50000, 'use_dollar_signs': False, 'name': 'reversed_addition_dollar_signs_false_4'}
541+668=9511,541+668=9021
530+748=8131,530+748=8721
545+982=7451,545+982=7251
431+904=5131,431+904=5331
619+759=9341,619+759=8731
873+902=5871,873+902=5771
742+353=5111,742+353=5901
904+410=4831,904+410=4131
581+692=3521,581+692=3721
287+717=489,287+717=4001
609+955=4551,609+955=4651
245+876=1011,245+876=1211
655+493=8111,655+493=8411
390+895=5121,390+895=5821
901+790=1771,901+790=1961
516+747=3031,516+747=3621
779+997=6571,779+997=6771
798+444=2231,798+444=2421
993+489=2541,993+489=2841
420+855=5121,420+855=5721
388+860=8511,388+860=8421
496+747=3221,496+747=3421
316+880=6011,316+880=6911
772+801=3551,772+801=3751
131+937=8011,131+937=8601
270+888=8501,270+888=8511
915+163=8501,915+163=8701
588+546=4211,588+546=4311
830+758=8551,830+758=8851
903+729=2071,903+729=2361
852+277=8011,852+277=9211
511+775=6031,511+775=6821
526+543=9901,526+543=9601
587+516=3801,587+516=3011
653+912=6751,653+912=5651
201+992=2021,201+992=3911
848+726=4061,848+726=4751
193+948=1011,193+948=1411
644+612=6721,644+612=6521
903+783=6771,903+783=6861
491+711=1711,491+711=2021
811+903=3771,811+903=4171
947+849=6071,947+849=6971
442+586=8001,442+586=8201
844+999=3581,844+999=3481
963+806=9871,963+806=9671
832+529=1041,832+529=1631
946+527=3051,946+527=3741
894+162=6401,894+162=6501
708+663=1541,708+663=1731
630+658=8521,630+658=8821
898+699=7551,898+699=7951
310+939=9131,310+939=9421
717+557=4431,717+557=4721
255+867=2501,255+867=2211
424+688=2011,424+688=2111
710+479=9121,710+479=9811
719+340=9111,719+340=9501
688+543=1311,688+543=1321
929+933=2481,929+933=2681
942+863=5771,942+863=5081
814+522=6131,814+522=6331
759+466=5021,759+466=5221
850+195=589,850+195=5401
988+963=1881,988+963=1591
185+837=259,185+837=2201
368+844=3211,368+844=2121
223+882=5111,223+882=5011
949+629=8451,949+629=8751
660+549=9511,660+549=9021
720+765=5151,720+765=5841
905+760=5761,905+760=5661
729+509=8421,729+509=8321
279+787=6001,279+787=6601
641+842=3541,641+842=3841
771+952=3371,771+952=3271
534+612=6111,534+612=6411
502+977=9441,502+977=9741
840+822=2061,840+822=2661
953+122=5111,953+122=5701
862+599=1541,862+599=1641
827+522=9141,827+522=9431
821+740=1561,821+740=1651
396+777=3501,396+777=3711
256+968=4511,256+968=4221
977+118=5061,977+118=5901
863+653=7451,863+653=6151
948+419=7041,948+419=7631
837+918=5771,837+918=5571
905+957=2081,905+957=2681
617+942=8551,617+942=9551
417+594=1001,417+594=1101
668+549=7021,668+549=7121
993+443=6041,993+443=6341
340+742=2001,340+742=2801
810+304=4801,810+304=4111
559+968=6541,559+968=7251
186+817=379,186+817=3001
677+815=2741,677+815=2941
308+870=8811,308+870=8711
244+785=9101,244+785=9201
823+243=6111,823+243=6601
938+746=4561,938+746=4861
305+723=9101,305+723=8201
861+516=7431,861+516=7731
201+851=2601,201+851=2501
271+893=3511,271+893=4611
932+711=3761,932+711=3461
725+749=4541,725+749=4741
402+831=3121,402+831=3321
289+717=649,289+717=6001
923+335=8131,923+335=8521
872+621=3051,872+621=3941
598+805=3731,598+805=3041
364+784=9111,364+784=8411
936+997=3481,936+997=3391
623+908=1751,623+908=1351
692+635=7031,692+635=7231
433+948=1041,433+948=1831
640+433=4111,640+433=3701
568+793=1531,568+793=1631
843+684=7551,843+684=7251
736+335=1111,736+335=1701
208+934=2011,208+934=2411
930+109=9101,930+109=9301
912+284=6121,912+284=6911
214+819=3701,214+819=3301
446+942=8141,446+942=8831
825+631=6151,825+631=6541
354+870=4121,354+870=4221
932+524=6051,932+524=6541
451+808=9121,451+808=9521
209+958=7011,209+958=7611
531+772=3131,531+772=3031
986+123=9001,986+123=9011
690+377=7011,690+377=7601
501+684=5121,501+684=5811
453+840=3131,453+840=3921
346+658=409,346+658=4001
685+940=5161,685+940=5261
702+894=6751,702+894=6951
531+866=7731,531+866=7931
127+942=8011,127+942=9601
423+876=9131,423+876=9921
838+348=6011,838+348=6811
999+803=2571,999+803=2081
787+239=6101,787+239=6201
154+864=8001,154+864=8101
968+886=4771,968+886=4581
676+959=5561,676+959=5361
859+606=5741,859+606=5641
360+788=7011,360+788=8411
642+537=9121,642+537=9711
638+895=3741,638+895=3351
844+727=1951,844+727=1751
426+587=3001,426+587=3101
860+142=229,860+142=2001
921+320=1031,921+320=1421
611+454=4111,611+454=5601
379+960=9131,379+960=9331
464+780=4221,464+780=4421
436+897=3521,436+897=3331
824+919=3081,824+919=3471
422+877=9131,422+877=9921
799+547=6031,799+547=6431
817+758=5561,817+758=5751
640+898=6551,640+898=8351
513+514=6401,513+514=7201
905+227=2001,905+227=2311
912+631=3161,912+631=3451
931+630=1561,931+630=1651
477+998=5441,477+998=5741
562+520=2011,562+520=2801
656+978=4761,656+978=4361
817+520=7131,817+520=7331
828+860=8661,828+860=8861
345+949=4131,345+949=4921
715+309=4401,715+309=4201
285+771=6001,285+771=6501
809+377=6021,809+377=6811
698+980=8561,698+980=8761
408+767=5011,408+767=5711
496+892=8531,496+892=8831
815+930=5171,815+930=5471
655+548=3121,655+548=3021
748+574=2531,748+574=2231
760+432=2021,760+432=2911
870+671=1551,870+671=1451
924+955=9881,924+955=9781
316+733=9001,316+733=9401
709+619=8431,709+619=8231
755+770=5551,755+770=5251
200+989=91
8,200+989=9811
533+901=4741,533+901=4341
635+712=7531,635+712=7431
812+293=4111,812+293=5011
881+813=3761,881+813=4961
773+866=9561,773+866=9361
627+642=8131,627+642=9621
969+959=8581,969+959=8291
555+681=6611,555+681=6321
682+569=1421,682+569=1521
542+566=9011,542+566=8011
538+720=8121,538+720=8521
184+952=6111,184+952=6311
483+664=7011,483+664=7411
223+943=6121,223+943=6611
585+631=6021,585+631=6121
978+620=8061,978+620=8951
999+467=6041,999+467=6641
492+851=3521,492+851=3431
453+813=7121,453+813=6621
814+743=6161,814+743=7551
404+922=6131,404+922=6231
838+873=1561,838+873=1171
836+187=379,836+187=3201
579+560=9511,579+560=9311
138+990=8111,138+990=8211
802+553=4531,802+553=5531
926+199=5101,926+199=5211
381+704=5011,381+704=5801
819+278=7011,819+278=7901
726+759=5541,726+759=5841
516+528=4901,516+528=4401
485+899=4731,485+899=4831
594+888=2541,594+888=2841
373+652=5101,373+652=5201
504+595=9111,504+595=9901
965+973=9881,965+973=8391
808+838=6061,808+838=6461
735+849=4751,735+849=4851
755+357=2011,755+357=2111
613+502=4411,613+502=5111
870+384=4221,870+384=4521
411+836=7521,411+836=7421
869+522=1031,869+522=1931
826+181=788,826+181=7001
530+932=2041,530+932=2641
796+406=2411,796+406=2021
467+676=3211,467+676=3411
693+393=6111,693+393=6801
653+451=4111,653+451=4011
646+886=1551,646+886=2351
574+993=7551,574+993=7651
740+486=6021,740+486=6221
332+977=9131,332+977=9031
564+983=8451,564+983=7451
583+464=7001,583+464=7401
896+383=9131,896+383=9721
966+940=6281,966+940=6091
574+998=2551,574+998=2751
926+962=8771,926+962=8881
871+688=9651,871+688=9551
827+658=4551,827+658=5841
434+814=8121,434+814=8421
318+737=5001,318+737=5501
536+656=2021,536+656=2911
951+987=8881,951+987=8391
738+418=6711,738+418=6511
735+677=2541,735+677=2141
728+464=2021,728+464=2911
738+670=8441,738+670=8041
755+863=8561,755+863=8161
112+892=4101,112+892=4001
915+950=5881,915+950=5681
891+373=4421,891+373=4621
775+508=3721,775+508=3821
524+648=2011,524+648=2711
774+259=3101,774+259=3301
761+742=3251,761+742=3051
810+988=8871,810+988=8971
844+631=5151,844+631=5741
913+268=1
47,913+268=1811
871+958=9381,871+958=9281
758+939=7071,758+939=7961
898+584=2541,898+584=2841
643+946=9561,643+946=9851
593+843=6141,593+843=6341
988+311=9131,988+311=9921
882+199=1401,882+199=1801
708+831=9151,708+831=9351
948+634=2061,948+634=2851
271+954=5121,271+954=5221
749+526=5131,749+526=5721
637+416=3801,637+416=3501
662+529=1021,662+529=1911
772+433=4121,772+433=5021
275+893=8111,275+893=8611
935+992=7881,935+992=7291
789+243=2201,789+243=2301
566+785=1331,566+785=1531
677+888=4751,677+888=5651
687+657=4331,687+657=4431
657+714=1831,657+714=1731
559+650=9121,559+650=9021
997+185=2401,997+185=2811
938+459=7041,938+459=7931
807+497=4821,807+497=4031
535+903=8441,535+903=8341
368+955=3521,368+955=3231
666+957=3561,666+957=3261
522+862=4141,522+862=4831
809+342=1111,809+342=1511
321+766=7001,321+766=7801
907+847=4771,907+847=4571
520+778=8131,520+778=8921
391+992=2531,391+992=3831
415+968=2041,415+968=3831
983+392=5131,983+392=5731
881+507=7741,881+507=8831
395+916=1921,395+916=1131
935+357=2031,935+357=2921
751+817=8751,751+817=8651
868+320=8021,868+320=8811
307+982=9131,307+982=9821
817+424=1031,817+424=1421
802+763=4561,802+763=5651
917+829=6071,917+829=6471
482+842=4131,482+842=4231
585+481=6001,585+481=6601
983+633=6061,983+633=6161
895+896=1961,895+896=1971
746+907=2761,746+907=3561
509+916=5141,509+916=5241
972+793=4671,972+793=5671
573+551=4111,573+551=4211
598+811=9831,598+811=9041
208+943=1011,208+943=1511
278+973=1311,278+973=1521
353+891=4121,353+891=4421
821+240=1501,821+240=1601
998+976=4481,998+976=4791
439+905=4731,439+905=4431
615+817=2741,615+817=2341
881+443=4331,881+443=4231
606+629=5131,606+629=5321
675+837=2051,675+837=2151
386+682=8001,386+682=8601
994+402=6041,994+402=6931
269+839=8111,269+839=8011
785+368=3611,785+368=3511
845+296=1011,845+296=1411
259+823=2011,259+823=2801
366+709=5101,366+709=5701
812+992=4971,812+992=4081
727+748=4541,727+748=5741
403+821=4121,403+821=4221
401+745=6111,401+745=6411
459+994=4441,459+994=3541
395+860=5711,395+860=5521
435+603=8401,435+603=8301
241+873=3501,241+873=4111
215+811=6101,215+811=6201
969+239=8121,969+239=8021
722+390=2511,722+390=2111
899+335=4121,899+335=4321
861+265=6411,861+265=6211
385+688=3501,385+688=3701
651+948=9561,651+948=9951
944+264=8121,944+264=8021
223+804=7101,223+804=7201
962+719=1071,962+719=1861
895+262=7111,895+262=7511
633+714=7041,633+714=7431
865+551=6441,865+551=6141
929+649=8061,929+649=8751
958+388=6031,958+388=6431
843+554=7541,843+554=7931
995+342=7131,995+342=7331
741+276=7001,741+276=7101
534+517=1901,534+517=1501
696+778=4541,696+778=4741
803+704=7061,803+704=7051
914+594=8151,914+594=8051
842+777=8561,842+777=9161
878+464=2531,878+464=2431
444+981=5141,444+981=5241
977+721=8061,977+721=8961
824+881=5761,824+881=5071
805+807=2751,805+807=2161
909+536=5141,909+536=5441
701+868=9751,701+868=9651
897+849=6371,897+849=6471
962+622=4061,962+622=4851
827+807=4751,827+807=4361
807+344=1121,807+344=1511
797+850=7561,797+850=7461
665+867=2551,665+867=2351
897+979=6481,897+979=6781
514+528=2011,514+528=2401
520+807=7521,520+807=7231
330+683=3201,330+683=3101
746+281=7101,746+281=7201
825+353=8121,825+353=8711
603+991=4751,603+991=4951
574+435=999,574+435=9001
602+764=6531,602+764=6631
217+910=7111,217+910=7211
723+851=4561,723+851=4751
383+676=8001,383+676=9501
348+984=2521,348+984=2331
996+518=4941,996+518=4151
836+900=6771,836+900=6371
439+834=3121,439+834=3721
569+996=5451,569+996=5651
566+818=4731,566+818=4831
746+623=9531,746+623=9631
599+804=3731,599+804=3041
398+990=8531,398+990=8831
802+441=3321,802+441=3421
746+637=3041,746+637=3831
475+757=2511,475+757=2321
597+677=4021,597+677=4721
418+966=4731,418+966=4831
258+937=5121,258+937=5911
451+946=7431,451+946=7931
838+408=6411,838+408=6421
879+697=6551,879+697=6751
915+590=5941,915+590=5051
878+264=2011,878+264=2411
889+622=1411,889+622=1151
686+796=2641,686+796=2841
324+942=6131,324+942=6621
640+831=1541,640+831=1741
649+975=4761,649+975=4261
379+882=1311,379+882=1621
