60591/75000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.0, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 5000, 'eval_interval': 100, 'min_lr': 5e-05, 'max_lr': 0.0005, 'warmup_iters': 150, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 4, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': False, 'resample_data': True, 'name': 'plain_addition_dollar_signs_false_4_resampled'}
67+264=114,67+264=331
90+328=122,90+328=418
643+97=730,643+97=740
61+718=138,61+718=779
21+607=121,21+607=628
12+235=105,12+235=247
30+350=115,30+350=380
61+490=120,61+490=551
31+337=105,31+337=368
90+493=133,90+493=583
367+82=459,367+82=449
773+16=799,773+16=789
14+668=125,14+668=682
15+164=101,15+164=179
23+469=115,23+469=492
84+277=122,84+277=361
48+407=125,48+407=455
857+64=911,857+64=921
24+869=155,24+869=893
27+878=155,27+878=905
18+219=115,18+219=237
69+707=153,69+707=776
249+59=298,249+59=308
55+226=180,55+226=281
74+518=126,74+518=592
35+845=125,35+845=880
57+767=154,57+767=824
24+716=126,24+716=740
49+202=113,49+202=251
695+45=730,695+45=740
65+534=128,65+534=599
759+50=719,759+50=809
699+42=731,699+42=741
313+57=360,313+57=370
121+20=131,121+20=141
95+543=124,95+543=638
90+684=115,90+684=774
15+972=155,15+972=987
26+743=115,26+743=769
59+737=143,59+737=796
684+97=771,684+97=781
88+716=151,88+716=804
70+922=112,70+922=992
41+405=112,41+405=446
41+416=116,41+416=457
35+573=133,35+573=608
336+64=390,336+64=400
101+91=292,101+91=192
31+173=108,31+173=204
91+237=115,91+237=328
81+826=111,81+826=907
476+35=411,476+35=511
28+480=115,28+480=508
43+827=125,43+827=870
66+915=158,66+915=981
25+540=123,25+540=565
93+859=163,93+859=952
14+374=115,14+374=388
493+14=407,493+14=507
809+52=851,809+52=861
70+538=123,70+538=608
45+457=111,45+457=502
41+715=136,41+715=756
48+439=122,48+439=487
99+257=125,99+257=356
21+319=122,21+319=340
935+10=935,935+10=945
24+413=115,24+413=437
596+45=631,596+45=641
442+89=521,442+89=531
59+120=111,59+120=179
75+417=127,75+417=492
86+300=126,86+300=386
404+86=480,404+86=490
862+78=930,862+78=940
22+856=125,22+856=878
62+392=112,62+392=454
92+216=120,92+216=308
30+292=113,30+292=322
14+426=121,14+426=440
49+878=155,49+878=927
75+705=155,75+705=780
33+434=116,33+434=467
99+303=121,99+303=402
76+871=164,76+871=947
67+387=115,67+387=454
74+225=101,74+225=299
25+373=112,25+373=398
72+859=153,72+859=931
15+949=155,15+949=964
454+45=509,454+45=499
38+462=124,38+462=500
79+632=153,79+632=711
84+572=145,84+572=656
36+312=127,36+312=348
160+14=184,160+14=174
107+48=165,107+48=155
19+343=113,19+343=362
78+511=123,78+511=589
23+743=128,23+743=766
46+757=153,46+757=803
77+899=165,77+899=976
320+20=330,320+20=340
35+229=108,35+229=264
29+300=113,29+300=329
24+313=125,24+313=337
20+292=113,20+292=312
89+253=115,89+253=342
60+126=106,60+126=186
69+550=124,69+550=619
18+514=121,18+514=532
611+98=609,611+98=709
619+39=648,619+39=658
93+208=120,93+208=301
36+882=155,36+882=918
33+812=123,33+812=845
77+699=156,77+699=776
18+516=121,18+516=534
353+14=377,353+14=367
34+322=126,34+322=356
68+623=131,68+623=691
70+813=111,70+813=883
28+143=112,28+143=171
40+939=100,40+939=979
47+223=109,47+223=270
40+423=112,40+423=463
85+350=120,85+350=435
97+361=124,97+361=458
40+727=136,40+727=767
12+863=113,12+863=875
87+809=128,87+809=896
90+900=111,90+900=990
742+95=847,742+95=837
82+450=122,82+450=532
911+30=931,911+30=941
151+48=209,151+48=199
56+145=100,56+145=201
89+118=111,89+118=207
52+523=115,52+523=575
75+180=103,75+180=255
880+50=830,880+50=930
661+39=600,661+39=700
42+237=105,42+237=279
38+341=112,38+341=379
17+782=115,17+782=799
23+647=128,23+647=670
44+844=128,44+844=888
98+420=120,98+420=518
736+68=704,736+68=804
63+450=118,63+450=513
47+698=156,47+698=745
81+213=112,81+213=294
96+374=124,96+374=470
56+879=153,56+879=935
38+721=123,38+721=759
34+585=132,34+585=619
52+320=105,52+320=372
40+683=133,40+683=723
27+316=129,27+316=343
726+62=798,726+62=788
884+27=811,884+27=911
27+353=113,27+353=380
55+718=138,55+718=773
90+214=111,90+214=304
76+725=158,76+725=801
72+539=125,72+539=611
10+617=121,10+617=627
61+287=118,61+287=348
391+22=313,391+22=413
70+161=105,70+161=231
75+518=127,75+518=593
662+24=696,662+24=686
75+861=165,75+861=936
68+319=113,68+319=387
51+746=115,51+746=797
883+20=893,883+20=903
36+257=112,36+257=293
51+757=125,51+757=808
122+68=290,122+68=190
23+351=108,23+351=374
54+863=155,54+863=917
61+799=151,61+799=860
74+395=123,74+395=469
65+786=154,65+786=851
34+217=125,34+217=251
