44259/50000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_dollar_signs', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 4000, 'eval_interval': 100, 'min_lr': 6e-05, 'max_lr': 0.0006, 'warmup_iters': 2000, 'lr_decay_iters': 600000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'seed': 2, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 50000, 'use_dollar_signs': True, 'name': 'plain_addition_dollar_signs_true_2'}
$87+243=320$,$87+243=330$
$527+85=502$,$527+85=612$
$68+917=1005,$68+917=985$
$51+917=978$,$51+917=968$
$59+294=373$,$59+294=353$
$45+178=222$,$45+178=223$
$35+445=470$,$35+445=480$
$95+529=614$,$95+529=624$
$166+32=298$,$166+32=198$
$157+87=243$,$157+87=244$
$63+251=315$,$63+251=314$
$96+784=870$,$96+784=880$
$84+734=828$,$84+734=818$
$85+103=198$,$85+103=188$
$48+828=866$,$48+828=876$
$21+105=136$,$21+105=126$
$74+733=707$,$74+733=807$
$597+71=678$,$597+71=668$
$54+840=884$,$54+840=894$
$68+136=294$,$68+136=204$
$54+868=912$,$54+868=922$
$92+238=320$,$92+238=330$
$228+75=203$,$228+75=303$
$87+817=804$,$87+817=904$
$85+358=432$,$85+358=443$
$54+186=230$,$54+186=240$
$97+588=675$,$97+588=685$
$74+278=342$,$74+278=352$
$520+90=601$,$520+90=610$
$24+880=894$,$24+880=904$
$76+474=540$,$76+474=550$
$461+41=501$,$461+41=502$
$576+74=640$,$576+74=650$
$86+640=716$,$86+640=726$
$78+502=570$,$78+502=580$
$39+888=967$,$39+888=927$
$83+102=195$,$83+102=185$
$870+79=959$,$870+79=949$
$75+778=842$,$75+778=853$
$84+475=549$,$84+475=559$
$45+925=1070,$45+925=970$
$23+376=409$,$23+376=399$
$34+797=821$,$34+797=831$
$945+40=975$,$945+40=985$
$79+455=524$,$79+455=534$
$556+65=611$,$556+65=621$
$961+20=1801,$961+20=981$
$48+272=310$,$48+272=320$
$751+61=811$,$751+61=812$
$29+175=214$,$29+175=204$
$88+139=217$,$88+139=227$
$215+88=203$,$215+88=303$
$818+87=805$,$818+87=905$
$153+37=290$,$153+37=190$
$87+613=600$,$87+613=700$
$75+256=321$,$75+256=331$
$80+408=498$,$80+408=488$
$892+46=948$,$892+46=938$
$256+63=329$,$256+63=319$
$838+89=937$,$838+89=927$
$29+256=385$,$29+256=285$
$231+27=278$,$231+27=258$
$65+388=452$,$65+388=453$
$697+14=701$,$697+14=711$
$693+55=758$,$693+55=748$
$68+675=733$,$68+675=743$
$60+834=994$,$60+834=894$
$458+77=525$,$458+77=535$
$40+320=350$,$40+320=360$
$854+86=930$,$854+86=940$
$565+47=602$,$565+47=612$
$761+84=835$,$761+84=845$
$42+469=501$,$42+469=511$
$43+290=323$,$43+290=333$
$125+76=191$,$125+76=201$
$76+809=895$,$76+809=885$
$90+891=971$,$90+891=981$
$32+192=214$,$32+192=224$
$53+482=525$,$53+482=535$
$21+384=305$,$21+384=405$
$798+24=832$,$798+24=822$
$919+80=909$,$919+80=999$
$227+20=237$,$227+20=247$
$454+57=501$,$454+57=511$
$600+99=609$,$600+99=699$
$32+168=190$,$32+168=200$
$35+201=226$,$35+201=236$
$916+13=939$,$916+13=929$
$903+67=960$,$903+67=970$
$84+388=462$,$84+388=472$
$54+590=634$,$54+590=644$
$475+88=553$,$475+88=563$
$925+23=958$,$925+23=948$
$601+86=697$,$601+86=687$
$13+967=1000,$13+967=980$
$687+92=789$,$687+92=779$
$58+426=584$,$58+426=484$
$644+97=731$,$644+97=741$
$25+635=650$,$25+635=660$
$20+284=204$,$20+284=304$
$79+907=1086,$79+907=986$
$10+779=799$,$10+779=789$
$58+300=378$,$58+300=358$
$22+937=969$,$22+937=959$
$41+911=942$,$41+911=952$
$718+98=706$,$718+98=816$
$378+92=460$,$378+92=470$
$781+42=813$,$781+42=823$
$95+449=504$,$95+449=544$
$57+383=430$,$57+383=440$
$281+39=310$,$281+39=320$
$20+618=648$,$20+618=638$
$534+76=600$,$534+76=610$
$53+933=1006,$53+933=986$
$23+946=979$,$23+946=969$
$459+69=518$,$459+69=528$
$52+868=910$,$52+868=920$
$954+40=1004,$954+40=994$
$15+779=793$,$15+779=794$
$69+789=878$,$69+789=858$
$50+413=453$,$50+413=463$
$66+470=526$,$66+470=536$
$28+394=412$,$28+394=422$
$768+74=832$,$768+74=842$
$575+56=621$,$575+56=631$
$75+359=424$,$75+359=434$
$815+14=839$,$815+14=829$
$57+231=298$,$57+231=288$
$491+29=510$,$491+29=520$
$89+512=501$,$89+512=601$
$458+22=470$,$458+22=480$
$607+63=660$,$607+63=670$
$26+194=210$,$26+194=220$
$45+381=416$,$45+381=426$
$43+943=1006,$43+943=986$
$39+903=932$,$39+903=942$
$97+589=676$,$97+589=686$
$76+235=301$,$76+235=311$
$28+268=396$,$28+268=296$
$40+290=380$,$40+290=330$
$20+271=281$,$20+271=291$
$489+94=573$,$489+94=583$
$83+726=819$,$83+726=809$
$917+18=925$,$917+18=935$
$664+76=730$,$664+76=740$
$67+403=460$,$67+403=470$
$968+20=978$,$968+20=988$
$528+76=504$,$528+76=604$
$33+772=806$,$33+772=805$
$16+251=277$,$16+251=267$
$45+418=462$,$45+418=463$
$521+89=500$,$521+89=610$
$57+791=858$,$57+791=848$
$61+147=218$,$61+147=208$
$24+206=220$,$24+206=230$
$46+304=340$,$46+304=350$
$49+286=325$,$49+286=335$
$92+453=535$,$92+453=545$
$90+520=500$,$90+520=610$
$36+901=927$,$36+901=937$
$147+43=180$,$147+43=190$
$27+903=920$,$27+903=930$
$99+793=882$,$99+793=892$
$49+852=991$,$49+852=901$
$460+83=533$,$460+83=543$
$92+468=550$,$92+468=560$
$98+582=670$,$98+582=680$
$485+13=598$,$485+13=498$
$193+56=259$,$193+56=249$
$63+139=292$,$63+139=202$
$753+37=780$,$753+37=790$
$677+73=740$,$677+73=750$
$107+92=299$,$107+92=199$
$27+672=709$,$27+672=699$
$374+25=499$,$374+25=399$
$102+24=136$,$102+24=126$
$67+926=1003,$67+926=993$
$49+355=494$,$49+355=404$
