37216/50000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_dollar_signs', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 4000, 'eval_interval': 100, 'min_lr': 6e-05, 'max_lr': 0.0006, 'warmup_iters': 2000, 'lr_decay_iters': 600000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'seed': 0, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 50000, 'use_dollar_signs': False, 'name': 'plain_addition_dollar_signs_false_0'}
610+896=1406,610+896=1506
891+109=901,891+109=1000
798+799=1697,798+799=1597
125+979=1004,125+979=1104
243+859=1002,243+859=1102
549+540=1189,549+540=1089
963+625=1688,963+625=1588
823+861=1584,823+861=1684
760+938=1798,760+938=1698
712+668=1370,712+668=1380
776+729=1595,776+729=1505
830+371=1101,830+371=1201
520+724=1234,520+724=1244
588+712=1290,588+712=1300
886+918=1794,886+918=1804
986+540=1516,986+540=1526
470+541=1111,470+541=1011
637+957=1694,637+957=1594
890+609=1599,890+609=1499
735+971=1606,735+971=1706
966+127=1193,966+127=1093
786+522=1398,786+522=1308
781+222=993,781+222=1003
974+356=1320,974+356=1330
783+888=1661,783+888=1671
945+425=1360,945+425=1370
868+231=1199,868+231=1099
730+277=907,730+277=1007
984+888=1862,984+888=1872
663+828=1591,663+828=1491
483+828=1301,483+828=1311
834+584=1318,834+584=1418
981+727=1798,981+727=1708
886+730=1606,886+730=1616
557+767=1334,557+767=1324
896+600=1596,896+600=1496
981+308=1279,981+308=1289
555+844=1499,555+844=1399
835+373=1108,835+373=1208
945+429=1364,945+429=1374
594+688=1272,594+688=1282
676+558=1224,676+558=1234
722+682=1304,722+682=1404
850+260=1120,850+260=1110
671+799=1460,671+799=1470
884+967=1841,884+967=1851
821+379=1190,821+379=1200
426+964=1400,426+964=1390
784+568=1342,784+568=1352
437+954=1401,437+954=1391
344+660=904,344+660=1004
675+931=1696,675+931=1606
359+840=1299,359+840=1199
957+168=1124,957+168=1125
663+628=1391,663+628=1291
691+379=1060,691+379=1070
976+744=1710,976+744=1720
781+623=1494,781+623=1404
631+399=1020,631+399=1030
936+570=1406,936+570=1506
530+492=1012,530+492=1022
348+802=1140,348+802=1150
788+923=1701,788+923=1711
634+366=900,634+366=1000
874+621=1595,874+621=1495
913+387=1290,913+387=1300
785+320=1195,785+320=1105
899+478=1367,899+478=1377
916+184=1000,916+184=1100
683+617=1390,683+617=1300
687+344=1021,687+344=1031
576+918=1594,576+918=1494
827+781=1508,827+781=1608
676+939=1605,676+939=1615
578+628=1296,578+628=1206
998+348=1345,998+348=1346
174+936=1100,174+936=1110
464+827=1391,464+827=1291
784+321=1195,784+321=1105
235+769=904,235+769=1004
727+875=1502,727+875=1602
435+864=1399,435+864=1299
827+198=925,827+198=1025
875+931=1796,875+931=1806
718+484=1102,718+484=1202
787+544=1321,787+544=1331
750+646=1496,750+646=1396
687+569=1246,687+569=1256
773+827=1690,773+827=1600
667+553=1210,667+553=1220
954+140=1194,954+140=1094
519+682=1101,519+682=1201
834+170=904,834+170=1004
527+478=905,527+478=1005
807+816=1633,807+816=1623
947+928=1865,947+928=1875
572+638=1200,572+638=1210
985+499=1474,985+499=1484
760+495=1265,760+495=1255
966+290=1266,966+290=1256
593+412=905,593+412=1005
988+586=1564,988+586=1574
971+449=1410,971+449=1420
291+716=907,291+716=1007
978+628=1605,978+628=1606
193+827=1010,193+827=1020
795+789=1674,795+789=1584
133+967=1000,133+967=1100
716+689=1305,716+689=1405
854+361=1225,854+361=1215
745+654=1499,745+654=1399
829+583=1312,829+583=1412
751+253=904,751+253=1004
437+960=1497,437+960=1397
310+791=1001,310+791=1101
977+633=1600,977+633=1610
987+429=1406,987+429=1416
688+565=1243,688+565=1253
958+280=1237,958+280=1238
887+955=1832,887+955=1842
621+584=1105,621+584=1205
679+727=1496,679+727=1406
272+808=1070,272+808=1080
537+513=1040,537+513=1050
665+931=1696,665+931=1596
822+878=1600,822+878=1700
487+595=1182,487+595=1082
381+929=1300,381+929=1310
967+173=1130,967+173=1140
613+692=1205,613+692=1305
540+549=1189,540+549=1089
684+338=1012,684+338=1022
786+721=1597,786+721=1507
981+622=1693,981+622=1603
888+598=1475,888+598=1486
431+868=1399,431+868=1299
872+429=1391,872+429=1301
884+189=1063,884+189=1073
785+706=1591,785+706=1491
731+480=1111,731+480=1211
576+506=1182,576+506=1082
797+753=1540,797+753=1550
583+433=916,583+433=1016
835+663=1497,835+663=1498
775+349=1114,775+349=1124
497+677=1164,497+677=1174
713+691=1304,713+691=1404
836+973=1709,836+973=1809
871+999=1860,871+999=1870
738+762=1590,738+762=1500
440+969=1419,440+969=1409
306+896=1102,306+896=1202
937+172=1009,937+172=1109
814+932=1646,814+932=1746
965+518=1583,965+518=1483
543+550=1193,543+550=1093
923+184=1007,923+184=1107
949+121=1060,949+121=1070
624+878=1402,624+878=1502
986+647=1623,986+647=1633
830+870=1600,830+870=1700
505+998=1403,505+998=1503
464+619=1183,464+619=1083
965+565=1520,965+565=1530
696+779=1465,696+779=1475
888+472=1350,888+472=1360
728+476=1104,728+476=1204
553+964=1527,553+964=1517
758+868=1623,758+868=1626
988+898=1885,988+898=1886
944+853=1897,944+853=1797
830+883=1613,830+883=1713
582+431=1003,582+431=1013
775+241=916,775+241=1016
782+537=1309,782+537=1319
322+882=1104,322+882=1204
585+725=1300,585+725=1310
699+375=1064,699+375=1074
842+183=925,842+183=1025
875+765=1630,875+765=1640
692+338=1020,692+338=1030
487+923=1400,487+923=1410
794+489=1273,794+489=1283
652+961=1623,652+961=1613
833+980=1713,833+980=1813
893+131=924,893+131=1024
874+959=1823,874+959=1833
908+994=1802,908+994=1902
458+636=1194,458+636=1094
749+625=1364,749+625=1374
131+975=1006,131+975=1106
877+659=1526,877+659=1536
798+858=1646,798+858=1656
813+794=1507,813+794=1607
833+885=1618,833+885=1718
733+877=1510,733+877=1610
754+262=926,754+262=1016
449+671=1110,449+671=1120
387+823=1200,387+823=1210
693+606=1399,693+606=1299
376+864=1230,376+864=1240
748+453=1101,748+453=1201
519+584=1003,519+584=1103
497+556=1153,497+556=1053
898+622=1510,898+622=1520
827+978=1705,827+978=1805
171+937=1008,171+937=1108
722+278=990,722+278=1000
804+599=1303,804+599=1403
481+827=1208,481+827=1308
529+773=1202,529+773=1302
450+964=1424,450+964=1414
788+659=1437,788+659=1447
623+883=1406,623+883=1506
887+136=1013,887+136=1023
786+738=1514,786+738=1524
187+915=1092,187+915=1102
842+831=1573,842+831=1673
943+629=1562,943+629=1572
515+986=1401,515+986=1501
856+999=1865,856+999=1855
812+194=906,812+194=1006
799+757=1656,799+757=1556
776+623=1499,776+623=1399
498+547=1145,498+547=1045
997+991=1998,997+991=1988
547+545=1192,547+545=1092
782+469=1241,782+469=1251
950+645=1695,950+645=1595
728+973=1601,728+973=1701
146+970=1016,146+970=1116
416+885=1201,416+885=1301
784+521=1395,784+521=1305
787+748=1525,787+748=1535
558+928=1483,558+928=1486
107+911=1017,107+911=1018
953+744=1797,953+744=1697
572+517=1189,572+517=1089
888+119=907,888+119=1007
757+737=1594,757+737=1494
586+610=1296,586+610=1196
592+814=1306,592+814=1406
664+427=1191,664+427=1091
984+586=1560,984+586=1570
958+301=1269,958+301=1259
661+819=1470,661+819=1480
959+626=1685,959+626=1585
885+420=1395,885+420=1305
883+819=1692,883+819=1702
835+170=905,835+170=1005
748+261=909,748+261=1009
853+636=1589,853+636=1489
552+769=1331,552+769=1321
929+184=1013,929+184=1113
488+536=1124,488+536=1024
846+653=1599,846+653=1499
838+864=1602,838+864=1702
784+476=1250,784+476=1260
686+929=1605,686+929=1615
791+379=1160,791+379=1170
953+105=1068,953+105=1058
160+999=1169,160+999=1159
443+656=1109,443+656=1099
678+724=1492,678+724=1402
735+267=902,735+267=1002
586+534=1110,586+534=1120
884+456=1330,884+456=1340
551+947=1598,551+947=1498
173+833=906,173+833=1006
960+374=1324,960+374=1334
778+802=1570,778+802=1580
188+829=1007,188+829=1017
412+768=1170,412+768=1180
637+366=903,637+366=1003
420+704=1114,420+704=1124
145+959=1004,145+959=1104
193+867=1050,193+867=1060
418+788=1106,418+788=1206
884+487=1361,884+487=1371
629+778=1307,629+778=1407
887+963=1840,887+963=1850
665+926=1691,665+926=1591
785+347=1122,785+347=1132
388+708=1196,388+708=1096
283+722=905,283+722=1005
885+259=1134,885+259=1144
428+812=1230,428+812=1240
680+724=1304,680+724=1404
882+827=1799,882+827=1709
474+584=1158,474+584=1058
718+590=1208,718+590=1308
689+332=1011,689+332=1021
830+824=1554,830+824=1654
887+758=1635,887+758=1645
293+805=1198,293+805=1098
588+487=1175,588+487=1075
782+349=1121,782+349=1131
788+777=1555,788+777=1565
225+780=905,225+780=1005
452+718=1160,452+718=1170
225+781=906,225+781=1006
715+892=1507,715+892=1607
799+856=1645,799+856=1655
887+265=1142,887+265=1152
542+839=1371,542+839=1381
775+849=1614,775+849=1624
776+240=916,776+240=1016
983+647=1620,983+647=1630
886+718=1694,886+718=1604
853+864=1727,853+864=1717
832+877=1609,832+877=1709
231+972=1103,231+972=1203
968+325=1393,968+325=1293
511+869=1370,511+869=1380
967+716=1783,967+716=1683
381+922=1203,381+922=1303
578+842=1410,578+842=1420
689+598=1277,689+598=1287
954+737=1791,954+737=1691
608+892=1400,608+892=1500
864+527=1491,864+527=1391
882+225=1197,882+225=1107
719+584=1203,719+584=1303
234+767=901,234+767=1001
966+674=1630,966+674=1640
662+348=1000,662+348=1010
899+907=1706,899+907=1806
552+664=1226,552+664=1216
742+278=1010,742+278=1020
962+173=1125,962+173=1135
823+883=1606,823+883=1706
868+625=1593,868+625=1493
958+134=1192,958+134=1092
583+508=1191,583+508=1091
883+877=1750,883+877=1760
773+439=1202,773+439=1212
577+763=1330,577+763=1340
809+599=1308,809+599=1408
752+747=1599,752+747=1499
886+134=910,886+134=1020
921+879=1790,921+879=1800
676+623=1399,676+623=1299
542+628=1160,542+628=1170
529+681=1200,529+681=1210
831+484=1215,831+484=1315
512+489=901,512+489=1001
742+281=923,742+281=1023
869+990=1869,869+990=1859
961+274=1225,961+274=1235
176+830=906,176+830=1006
967+331=1398,967+331=1298
315+685=900,315+685=1000
312+993=1205,312+993=1305
532+568=1000,532+568=1100
951+742=1793,951+742=1693
776+629=1495,776+629=1405
897+276=1163,897+276=1173
802+599=1311,802+599=1401
521+619=1130,521+619=1140
965+791=1766,965+791=1756
334+971=1205,334+971=1305
738+512=1240,738+512=1250
245+971=1116,245+971=1216
886+779=1655,886+779=1665
579+729=1398,579+729=1308
751+565=1326,751+565=1316
486+610=1196,486+610=1096
451+862=1323,451+862=1313
814+486=1290,814+486=1300
667+629=1396,667+629=1296
776+622=1498,776+622=1398
518+491=909,518+491=1009
587+603=1180,587+603=1190
509+891=1300,509+891=1400
868+342=1200,868+342=1210
684+938=1612,684+938=1622
568+531=1199,568+531=1099
958+147=1104,958+147=1105
957+100=1067,957+100=1057
977+183=1150,977+183=1160
667+431=1198,667+431=1098
988+682=1660,988+682=1670
828+880=1608,828+880=1708
898+288=1185,898+288=1186
448+932=1370,448+932=1380
636+480=1106,636+480=1116
448+882=1320,448+882=1330
964+131=1195,964+131=1095
717+789=1406,717+789=1506
958+401=1369,958+401=1359
514+791=1205,514+791=1305
588+926=1504,588+926=1514
485+585=1170,485+585=1070
807+893=1600,807+893=1700
886+565=1441,886+565=1451
384+815=1299,384+815=1199
693+332=925,693+332=1025
221+888=1009,221+888=1109
872+130=902,872+130=1002
687+318=905,687+318=1005
718+983=1601,718+983=1701
661+536=1297,661+536=1197
887+941=1827,887+941=1828
807+521=1327,807+521=1328
587+922=1599,587+922=1509
536+982=1508,536+982=1518
811+596=1307,811+596=1407
962+735=1797,962+735=1697
510+492=902,510+492=1002
973+359=1322,973+359=1332
632+671=1203,632+671=1303
914+998=1812,914+998=1912
834+869=1603,834+869=1703
964+595=1569,964+595=1559
263+867=1120,263+867=1130
888+264=1142,888+264=1152
842+159=901,842+159=1001
823+946=1669,823+946=1769
627+383=910,627+383=1010
919+782=1601,919+782=1701
708+495=1103,708+495=1203
789+371=1150,789+371=1160
674+556=1220,674+556=1230
952+928=1870,952+928=1880
753+764=1527,753+764=1517
960+590=1560,960+590=1550
243+764=907,243+764=1007
869+827=1796,869+827=1696
576+939=1505,576+939=1515
571+679=1240,571+679=1250
577+933=1500,577+933=1510
189+899=1078,189+899=1088
456+843=1399,456+843=1299
838+882=1710,838+882=1720
757+735=1592,757+735=1492
554+638=1292,554+638=1192
960+373=1323,960+373=1333
681+923=1694,681+923=1604
480+579=1159,480+579=1059
625+883=1408,625+883=1508
106+897=903,106+897=1003
963+524=1587,963+524=1487
827+381=1108,827+381=1208
566+533=1199,566+533=1099
386+924=1300,386+924=1310
556+865=1431,556+865=1421
771+359=1120,771+359=1130
851+744=1695,851+744=1595
757+313=1060,757+313=1070
945+851=1896,945+851=1796
229+979=1108,229+979=1208
572+448=1010,572+448=1020
758+948=1703,758+948=1706
851+825=1576,851+825=1676
789+796=1575,789+796=1585
460+969=1439,460+969=1429
387+733=1110,387+733=1120
995+578=1563,995+578=1573
883+198=1071,883+198=1081
589+926=1505,589+926=1515
721+788=1409,721+788=1509
863+377=1230,863+377=1240
786+644=1420,786+644=1430
487+539=1126,487+539=1026
703+697=1300,703+697=1400
448+632=1070,448+632=1080
777+903=1670,777+903=1680
597+902=1599,597+902=1499
898+658=1555,898+658=1556
585+722=1397,585+722=1307
851+913=1664,851+913=1764
877+193=970,877+193=1070
941+739=1670,941+739=1680
880+521=1301,880+521=1401
967+632=1699,967+632=1599
352+847=1299,352+847=1199
867+141=908,867+141=1008
119+884=903,119+884=1003
834+577=1311,834+577=1411
823+586=1309,823+586=1409
960+889=1899,960+889=1849
981+605=1576,981+605=1586
582+512=1194,582+512=1094
850+366=1226,850+366=1216
742+288=1020,742+288=1030
498+598=1196,498+598=1096
830+876=1606,830+876=1706
382+622=904,382+622=1004
662+368=1020,662+368=1030
651+963=1624,651+963=1614
889+957=1836,889+957=1846
668+638=1305,668+638=1306
750+748=1598,750+748=1498
744+282=926,744+282=1026
425+881=1206,425+881=1306
242+972=1114,242+972=1214
829+980=1709,829+980=1809
967+845=1912,967+845=1812
