"Step","reversed_addition_len_gen_extra_small_deep_encoder_2_new - test_acc_n_digits_14","reversed_addition_len_gen_extra_small_deep_encoder_2_new - test_acc_n_digits_14__MIN","reversed_addition_len_gen_extra_small_deep_encoder_2_new - test_acc_n_digits_14__MAX","reversed_addition_len_gen_extra_small_deep_encoder_1_new - test_acc_n_digits_14","reversed_addition_len_gen_extra_small_deep_encoder_1_new - test_acc_n_digits_14__MIN","reversed_addition_len_gen_extra_small_deep_encoder_1_new - test_acc_n_digits_14__MAX","reversed_addition_len_gen_extra_small_deep_encoder_0_new - test_acc_n_digits_14","reversed_addition_len_gen_extra_small_deep_encoder_0_new - test_acc_n_digits_14__MIN","reversed_addition_len_gen_extra_small_deep_encoder_0_new - test_acc_n_digits_14__MAX","reversed_addition_len_gen_extra_small_deep_decoder_2_new - test_acc_n_digits_14","reversed_addition_len_gen_extra_small_deep_decoder_2_new - test_acc_n_digits_14__MIN","reversed_addition_len_gen_extra_small_deep_decoder_2_new - test_acc_n_digits_14__MAX","reversed_addition_len_gen_extra_small_deep_decoder_1_new - test_acc_n_digits_14","reversed_addition_len_gen_extra_small_deep_decoder_1_new - test_acc_n_digits_14__MIN","reversed_addition_len_gen_extra_small_deep_decoder_1_new - test_acc_n_digits_14__MAX","reversed_addition_len_gen_extra_small_deep_decoder_0_new - test_acc_n_digits_14","reversed_addition_len_gen_extra_small_deep_decoder_0_new - test_acc_n_digits_14__MIN","reversed_addition_len_gen_extra_small_deep_decoder_0_new - test_acc_n_digits_14__MAX"
"24500","0.08132371061432846","0.08132371061432846","0.08132371061432846","0.008215752813002321","0.008215752813002321","0.008215752813002321","0.02611744084136722","0.02611744084136722","0.02611744084136722","0","0","0","0","0","0","0","0","0"
"25000","0.004048582995951417","0.004048582995951417","0.004048582995951417","0","0","0","0.07116564417177915","0.07116564417177915","0.07116564417177915","0","0","0","0","0","0","0","0","0"
"25500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"26000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"26500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"27000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"27500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"28000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"28500","","","","","","","","","","0","0","0","0","0","0","0.0007011393514460999","0.0007011393514460999","0.0007011393514460999"
"29000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"29500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"30000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"30500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"31000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"31500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"32000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"32500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"33000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"33500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"34000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"34500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"35000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"35500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"36000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"36500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"37000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"37500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"38000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"38500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"39000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"39500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"40000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"40500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"41000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"41500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"42000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"42500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"43000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"43500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"44000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"44500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"45000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"45500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"46000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"46500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"47000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"47500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"48000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"48500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"49000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"49500","","","","","","","","","","0","0","0","0","0","0","0","0","0"
"50000","","","","","","","","","","0","0","0","0","0","0","0","0","0"
